# l  D_l^TT[muK^2]  D_l^EE[muK^2]  D_l^TE[muK^2]  (cancellation-free sync gauge solver)
2.000000000000000000e+00 1.985487636829809617e+02 1.724581756613105879e-02 -1.324245206332996527e-01
3.000000000000000000e+00 2.372444089459210090e+02 4.017325166648313267e-02 9.505119221331735924e-01
4.000000000000000000e+00 2.848793761022449758e+02 4.267076916731109976e-02 1.608240609103651853e+00
5.000000000000000000e+00 2.958762773689508094e+02 3.072902052301126549e-02 1.584817518225453359e+00
6.000000000000000000e+00 2.896090617045095428e+02 1.771520497578852466e-02 1.309740382878172849e+00
7.000000000000000000e+00 2.826764785074483939e+02 9.361838810659207227e-03 1.012321221788520464e+00
8.000000000000000000e+00 2.781760763410364348e+02 5.550868363628225222e-03 7.639842648434408412e-01
9.000000000000000000e+00 2.760934056740327946e+02 4.168603123291334499e-03 5.839523201017746690e-01
1.000000000000000000e+01 2.760683105074343189e+02 3.518543065726377744e-03 4.703548142588783176e-01
1.100000000000000000e+01 2.787713011554382661e+02 2.966129093255636794e-03 4.110713177083812897e-01
1.200000000000000000e+01 2.817792639576554166e+02 2.528706614271002042e-03 3.885443466332110241e-01
1.300000000000000000e+01 2.879463310568667680e+02 2.327000137057768422e-03 3.871538705100658895e-01
1.400000000000000000e+01 2.929124258865575143e+02 2.341541448752967880e-03 3.990107246608809999e-01
1.500000000000000000e+01 3.030377321058453504e+02 2.460038492736258808e-03 4.176783482023814775e-01
1.600000000000000000e+01 3.074538519421414549e+02 2.618986070046955446e-03 4.361612390757567681e-01
1.700000000000000000e+01 3.230327948979218036e+02 2.834826285587749121e-03 4.485890725294601755e-01
1.800000000000000000e+01 3.256787051264700494e+02 3.166297780091618247e-03 4.596641768807390172e-01
1.900000000000000000e+01 3.471030485237437802e+02 3.677353567880732414e-03 4.705999139080061511e-01
2.000000000000000000e+01 3.482402521114366891e+02 4.362221721129457691e-03 4.860543350988772993e-01
2.100000000000000000e+01 3.731308079451755475e+02 5.169555049741312788e-03 5.004337518900565662e-01
2.200000000000000000e+01 3.744075464882602091e+02 6.096628592446239406e-03 5.197478913161549530e-01
2.300000000000000000e+01 4.003706234709669616e+02 7.150499833518061260e-03 5.333876921907787505e-01
2.400000000000000000e+01 4.025499821608176489e+02 8.313091422646965920e-03 5.391324753170144701e-01
2.500000000000000000e+01 4.289532085550847000e+02 9.616390407254590128e-03 5.334489995841222854e-01
2.600000000000000000e+01 4.366830515020359940e+02 1.109861297394216725e-02 5.198895639883559516e-01
2.700000000000000000e+01 4.566842600603902724e+02 1.269398515678188226e-02 5.146101745702800212e-01
2.800000000000000000e+01 4.782685301752662212e+02 1.434814908340812170e-02 4.997446705465897199e-01
2.900000000000000000e+01 4.887874534420934651e+02 1.614799258435394708e-02 4.769803960985141145e-01
3.000000000000000000e+01 5.154696041361736434e+02 1.820348337642910611e-02 4.361873205764166261e-01
3.200000000000000000e+01 5.600406220095131857e+02 2.285652437618351795e-02 3.469467327000139711e-01
3.400000000000000000e+01 6.003072432997815895e+02 2.821065879318218270e-02 2.034535567626082619e-01
3.600000000000000000e+01 6.360837035165590123e+02 3.457355067500778034e-02 4.528926957894259531e-02
3.800000000000000000e+01 6.676645287127153097e+02 4.169540848681137224e-02 -1.202642775893364574e-01
4.000000000000000000e+01 6.995914596217012331e+02 4.979691054398172750e-02 -3.549847656866526591e-01
4.200000000000000000e+01 7.333026155676853932e+02 5.884798673350238873e-02 -6.134156684686661309e-01
4.400000000000000000e+01 7.790825626986173802e+02 6.897358576341425240e-02 -9.416788946475277422e-01
4.600000000000000000e+01 8.453807014327849174e+02 8.016762604212485099e-02 -1.305434233356155493e+00
4.800000000000000000e+01 9.165491662578250498e+02 9.252557464572228052e-02 -1.673640063802294131e+00
5.000000000000000000e+01 9.799219159588636785e+02 1.060861402195554665e-01 -2.101107011432709726e+00
5.200000000000000000e+01 1.016992384249628913e+03 1.206507159890901903e-01 -2.570269937282130268e+00
5.400000000000000000e+01 1.035363937740462461e+03 1.364926878429938983e-01 -3.081752588847455954e+00
5.600000000000000000e+01 1.050457607917686119e+03 1.536984665966284747e-01 -3.669640766298237544e+00
5.800000000000000000e+01 1.112006564274664470e+03 1.721434224851109418e-01 -4.316620709687453150e+00
6.000000000000000000e+01 1.206204101967243787e+03 1.916694793992852475e-01 -4.967270167180164897e+00
6.200000000000000000e+01 1.297351871849218924e+03 2.125349136413787476e-01 -5.660026432630656856e+00
6.400000000000000000e+01 1.344497157882553438e+03 2.346447664339619821e-01 -6.435864200251706357e+00
6.600000000000000000e+01 1.329579493348365077e+03 2.579778623940068294e-01 -7.209686246509309449e+00
6.800000000000000000e+01 1.348268940730239137e+03 2.824240215690423383e-01 -8.049464038034843227e+00
