# k[h/Mpc]  P(k)[(Mpc/h)^3]  k[1/Mpc]  P(k)[Mpc^3]
2.22753323e-03 3.87539409e+07 1.50046638e-03 1.26797192e+08
2.23742096e-03 3.82274516e+07 1.50712676e-03 1.25074597e+08
2.24735258e-03 3.77080822e+07 1.51381670e-03 1.23375297e+08
2.25732829e-03 3.71957321e+07 1.52053633e-03 1.21698962e+08
2.26734828e-03 3.66903020e+07 1.52728580e-03 1.20045269e+08
2.27741274e-03 3.61916943e+07 1.53406522e-03 1.18413898e+08
2.28752188e-03 3.56998124e+07 1.54087474e-03 1.16804533e+08
2.29767589e-03 3.52145556e+07 1.54771448e-03 1.15216844e+08
2.30787497e-03 3.47358191e+07 1.55458458e-03 1.13650489e+08
2.31811933e-03 3.42635000e+07 1.56148518e-03 1.12105130e+08
2.32840916e-03 3.37974974e+07 1.56841641e-03 1.10580439e+08
2.33874467e-03 3.33377126e+07 1.57537841e-03 1.09076090e+08
2.34912605e-03 3.28840484e+07 1.58237131e-03 1.07591768e+08
2.35955352e-03 3.24364100e+07 1.58939525e-03 1.06127161e+08
2.37002727e-03 3.19947041e+07 1.59645037e-03 1.04681964e+08
2.38054751e-03 3.15588393e+07 1.60353680e-03 1.03255879e+08
2.39111445e-03 3.11287266e+07 1.61065469e-03 1.01848613e+08
2.40172830e-03 3.07042942e+07 1.61780418e-03 1.00459933e+08
2.41238926e-03 3.02854879e+07 1.62498540e-03 9.90896602e+07
2.42309754e-03 2.98722540e+07 1.63219850e-03 9.77376195e+07
2.43385335e-03 2.94645386e+07 1.63944362e-03 9.64036349e+07
2.44465691e-03 2.90622879e+07 1.64672090e-03 9.50875299e+07
2.45550843e-03 2.86654480e+07 1.65403048e-03 9.37891282e+07
2.46640811e-03 2.82739649e+07 1.66137250e-03 9.25082529e+07
2.47735617e-03 2.78877845e+07 1.66874712e-03 9.12447275e+07
2.48835284e-03 2.75068528e+07 1.67615447e-03 8.99983750e+07
2.49939831e-03 2.71311154e+07 1.68359470e-03 8.87690177e+07
2.51049281e-03 2.67605089e+07 1.69106796e-03 8.75564477e+07
2.52163657e-03 2.63949593e+07 1.69857439e-03 8.63604230e+07
2.53282978e-03 2.60343929e+07 1.70611414e-03 8.51807030e+07
2.54407268e-03 2.56787376e+07 1.71368736e-03 8.40170511e+07
2.55536549e-03 2.53279222e+07 1.72129420e-03 8.28692347e+07
2.56670843e-03 2.49818767e+07 1.72893480e-03 8.17370247e+07
2.57810171e-03 2.46405322e+07 1.73660931e-03 8.06201957e+07
2.58954557e-03 2.43038210e+07 1.74431790e-03 7.95185262e+07
2.60104023e-03 2.39716764e+07 1.75206070e-03 7.84317979e+07
2.61258591e-03 2.36440327e+07 1.75983787e-03 7.73597960e+07
2.62418284e-03 2.33208244e+07 1.76764956e-03 7.63023060e+07
2.63583124e-03 2.30019855e+07 1.77549592e-03 7.52591119e+07
2.64753135e-03 2.26874511e+07 1.78337712e-03 7.42300016e+07
2.65928340e-03 2.23771574e+07 1.79129330e-03 7.32147664e+07
2.67108761e-03 2.20710418e+07 1.79924462e-03 7.22132011e+07
2.68294423e-03 2.17690427e+07 1.80723123e-03 7.12251045e+07
2.69485347e-03 2.14710995e+07 1.81525329e-03 7.02502784e+07
2.70681557e-03 2.11771529e+07 1.82331097e-03 6.92885282e+07
2.71883077e-03 2.08871443e+07 1.83140441e-03 6.83396628e+07
2.73089931e-03 2.06010163e+07 1.83953377e-03 6.74034942e+07
2.74302142e-03 2.03187147e+07 1.84769923e-03 6.64798449e+07
2.75519733e-03 2.00401894e+07 1.85590092e-03 6.55685511e+07
2.76742729e-03 1.97653913e+07 1.86413902e-03 6.46694520e+07
2.77971154e-03 1.94942717e+07 1.87241370e-03 6.37823887e+07
2.79205032e-03 1.92267828e+07 1.88072510e-03 6.29072044e+07
2.80444387e-03 1.89628773e+07 1.88907339e-03 6.20437442e+07
2.81689243e-03 1.87025083e+07 1.89745874e-03 6.11918554e+07
2.82939625e-03 1.84456299e+07 1.90588131e-03 6.03513868e+07
2.84195557e-03 1.81921963e+07 1.91434127e-03 5.95221896e+07
2.85457064e-03 1.79421628e+07 1.92283879e-03 5.87041166e+07
2.86724171e-03 1.76954859e+07 1.93137402e-03 5.78970261e+07
2.87996903e-03 1.74521247e+07 1.93994714e-03 5.71007841e+07
2.89275283e-03 1.72120389e+07 1.94855831e-03 5.63152585e+07
2.90559339e-03 1.69751883e+07 1.95720771e-03 5.55403185e+07
2.91849094e-03 1.67415335e+07 1.96589550e-03 5.47758344e+07
2.93144574e-03 1.65110353e+07 1.97462185e-03 5.40216779e+07
2.94445805e-03 1.62836546e+07 1.98338694e-03 5.32777219e+07
2.95752811e-03 1.60593532e+07 1.99219094e-03 5.25438406e+07
2.97065620e-03 1.58380928e+07 2.00103401e-03 5.18199093e+07
2.98384255e-03 1.56198358e+07 2.00991634e-03 5.11058045e+07
2.99708744e-03 1.54045434e+07 2.01883810e-03 5.04013992e+07
3.01039112e-03 1.51921741e+07 2.02779946e-03 4.97065582e+07
3.02375386e-03 1.49826869e+07 2.03680060e-03 4.90211470e+07
3.03717591e-03 1.47760415e+07 2.04584169e-03 4.83450336e+07
3.05065754e-03 1.45721980e+07 2.05492292e-03 4.76780876e+07
3.06419901e-03 1.43711172e+07 2.06404445e-03 4.70201808e+07
3.07780059e-03 1.41727604e+07 2.07320648e-03 4.63711868e+07
3.09146255e-03 1.39770898e+07 2.08240917e-03 4.57309812e+07
3.10518515e-03 1.37840677e+07 2.09165271e-03 4.50994413e+07
3.11896866e-03 1.35936573e+07 2.10093729e-03 4.44764466e+07
3.13281336e-03 1.34058227e+07 2.11026308e-03 4.38618795e+07
3.14671951e-03 1.32205294e+07 2.11963026e-03 4.32556269e+07
3.16068739e-03 1.30377434e+07 2.12903902e-03 4.26575780e+07
3.17471727e-03 1.28574312e+07 2.13848955e-03 4.20676231e+07
3.18880942e-03 1.26795598e+07 2.14798203e-03 4.14856541e+07
3.20296413e-03 1.25040967e+07 2.15751664e-03 4.09115645e+07
3.21718167e-03 1.23310096e+07 2.16709358e-03 4.03452490e+07
3.23146233e-03 1.21602668e+07 2.17671302e-03 3.97866038e+07
3.24580637e-03 1.19918371e+07 2.18637517e-03 3.92355265e+07
3.26021408e-03 1.18256895e+07 2.19608020e-03 3.86919159e+07
3.27468575e-03 1.16617936e+07 2.20582832e-03 3.81556726e+07
3.28922165e-03 1.15001197e+07 2.21561970e-03 3.76266996e+07
3.30382208e-03 1.13406386e+07 2.22545455e-03 3.71049009e+07
3.31848731e-03 1.11833214e+07 2.23533305e-03 3.65901820e+07
3.33321765e-03 1.10281394e+07 2.24525541e-03 3.60824495e+07
3.34801337e-03 1.08750646e+07 2.25522180e-03 3.55816112e+07
3.36287476e-03 1.07240690e+07 2.26523244e-03 3.50875760e+07
3.37780213e-03 1.05751253e+07 2.27528751e-03 3.46002540e+07
3.39279575e-03 1.04282063e+07 2.28538722e-03 3.41195567e+07
3.40785593e-03 1.02832853e+07 2.29553175e-03 3.36453963e+07
3.42298296e-03 1.01403351e+07 2.30572132e-03 3.31776843e+07
3.43817714e-03 9.99932727e+06 2.31595612e-03 3.27163275e+07
3.45343876e-03 9.86023354e+06 2.32623635e-03 3.22612333e+07
3.46876812e-03 9.72302604e+06 2.33656221e-03 3.18123105e+07
3.48416553e-03 9.58767737e+06 2.34693390e-03 3.13694696e+07
3.49963129e-03 9.45416062e+06 2.35735164e-03 3.09326224e+07
3.51516570e-03 9.32244929e+06 2.36781562e-03 3.05016824e+07
3.53076906e-03 9.19251737e+06 2.37832604e-03 3.00765642e+07
3.54644169e-03 9.06433924e+06 2.38888312e-03 2.96571843e+07
3.56218388e-03 8.93788972e+06 2.39948706e-03 2.92434600e+07
3.57799595e-03 8.81314496e+06 2.41013807e-03 2.88353135e+07
3.59387821e-03 8.69008440e+06 2.42083636e-03 2.84326775e+07
3.60983097e-03 8.56868827e+06 2.43158214e-03 2.80354872e+07
3.62585454e-03 8.44893694e+06 2.44237562e-03 2.76436785e+07
3.64194924e-03 8.33081095e+06 2.45321701e-03 2.72571876e+07
3.65811538e-03 8.21429100e+06 2.46410652e-03 2.68759515e+07
3.67435327e-03 8.09935791e+06 2.47504437e-03 2.64999073e+07
3.69066325e-03 7.98599271e+06 2.48603077e-03 2.61289931e+07
3.70704562e-03 7.87417654e+06 2.49706593e-03 2.57631470e+07
3.72350072e-03 7.76389072e+06 2.50815008e-03 2.54023081e+07
3.74002885e-03 7.65511608e+06 2.51928344e-03 2.50464134e+07
3.75663036e-03 7.54783117e+06 2.53046621e-03 2.46953930e+07
3.77330555e-03 7.44201433e+06 2.54169862e-03 2.43491759e+07
3.79005476e-03 7.33764425e+06 2.55298089e-03 2.40076923e+07
3.80687832e-03 7.23469997e+06 2.56431324e-03 2.36708738e+07
3.82377656e-03 7.13316086e+06 2.57569589e-03 2.33386528e+07
3.84074981e-03 7.03300666e+06 2.58712907e-03 2.30109629e+07
3.85779840e-03 6.93421741e+06 2.59861300e-03 2.26877391e+07
3.87492266e-03 6.83677350e+06 2.61014790e-03 2.23689169e+07
3.89212294e-03 6.74065563e+06 2.62173401e-03 2.20544334e+07
3.90939957e-03 6.64584495e+06 2.63337155e-03 2.17442268e+07
3.92675288e-03 6.55232346e+06 2.64506074e-03 2.14382383e+07
3.94418323e-03 6.46007362e+06 2.65680182e-03 2.11364103e+07
3.96169094e-03 6.36907809e+06 2.66859502e-03 2.08386863e+07
3.97927638e-03 6.27931980e+06 2.68044057e-03 2.05450105e+07
3.99693987e-03 6.19078194e+06 2.69233869e-03 2.02553276e+07
4.01468176e-03 6.10344791e+06 2.70428964e-03 1.99695835e+07
4.03250241e-03 6.01730135e+06 2.71629363e-03 1.96877246e+07
4.05040217e-03 5.93232616e+06 2.72835090e-03 1.94096983e+07
4.06838137e-03 5.84850642e+06 2.74046169e-03 1.91354525e+07
4.08644039e-03 5.76582658e+06 2.75262625e-03 1.88649362e+07
4.10457957e-03 5.68427174e+06 2.76484480e-03 1.85981007e+07
4.12279926e-03 5.60382733e+06 2.77711758e-03 1.83348985e+07
4.14109983e-03 5.52447896e+06 2.78944485e-03 1.80752823e+07
4.15948164e-03 5.44621243e+06 2.80182683e-03 1.78192057e+07
4.17794504e-03 5.36901369e+06 2.81426378e-03 1.75666228e+07
4.19649039e-03 5.29286887e+06 2.82675593e-03 1.73174881e+07
4.21511806e-03 5.21776427e+06 2.83930353e-03 1.70717569e+07
4.23382843e-03 5.14368635e+06 2.85190683e-03 1.68293849e+07
4.25262184e-03 5.07062174e+06 2.86456607e-03 1.65903283e+07
4.27149868e-03 4.99855738e+06 2.87728151e-03 1.63545443e+07
4.29045930e-03 4.92748115e+06 2.89005339e-03 1.61219933e+07
4.30950409e-03 4.85738131e+06 2.90288196e-03 1.58926369e+07
4.32863342e-03 4.78824619e+06 2.91576747e-03 1.56664370e+07
4.34784766e-03 4.72006426e+06 2.92871019e-03 1.54433558e+07
4.36714719e-03 4.65282404e+06 2.94171035e-03 1.52233556e+07
4.38653239e-03 4.58651416e+06 2.95476822e-03 1.50063995e+07
4.40600364e-03 4.52112335e+06 2.96788405e-03 1.47924504e+07
4.42556132e-03 4.45664041e+06 2.98105810e-03 1.45814717e+07
4.44520581e-03 4.39305425e+06 2.99429063e-03 1.43734271e+07
4.46493750e-03 4.33035344e+06 3.00758190e-03 1.41682793e+07
4.48475677e-03 4.26852375e+06 3.02093216e-03 1.39659816e+07
4.50466403e-03 4.20755013e+06 3.03434169e-03 1.37664849e+07
4.52465964e-03 4.14741784e+06 3.04781074e-03 1.35697409e+07
4.54474402e-03 4.08811251e+06 3.06133957e-03 1.33757026e+07
4.56491755e-03 4.02962007e+06 3.07492846e-03 1.31843239e+07
4.58518062e-03 3.97192676e+06 3.08857767e-03 1.29955599e+07
4.60553364e-03 3.91501916e+06 3.10228746e-03 1.28093666e+07
4.62597701e-03 3.85888413e+06 3.11605811e-03 1.26257011e+07
4.64651112e-03 3.80350884e+06 3.12988989e-03 1.24445213e+07
4.66713638e-03 3.74888113e+06 3.14378306e-03 1.22657875e+07
4.68785319e-03 3.69499206e+06 3.15773791e-03 1.20894703e+07
4.70866196e-03 3.64183409e+06 3.17175470e-03 1.19155453e+07
4.72956310e-03 3.58939970e+06 3.18583370e-03 1.17439877e+07
4.75055701e-03 3.53768136e+06 3.19997520e-03 1.15747729e+07
4.77164412e-03 3.48667158e+06 3.21417948e-03 1.14078764e+07
4.79282483e-03 3.43636285e+06 3.22844680e-03 1.12432736e+07
4.81409955e-03 3.38674770e+06 3.24277746e-03 1.10809401e+07
4.83546871e-03 3.33781866e+06 3.25717173e-03 1.09208515e+07
4.85693273e-03 3.28956829e+06 3.27162989e-03 1.07629834e+07
4.87849202e-03 3.24198900e+06 3.28615223e-03 1.06073110e+07
4.90014702e-03 3.19507187e+06 3.30073903e-03 1.04538050e+07
4.92189813e-03 3.14880740e+06 3.31539058e-03 1.03024345e+07
4.94374580e-03 3.10318623e+06 3.33010717e-03 1.01531687e+07
4.96569044e-03 3.05819914e+06 3.34488908e-03 1.00059776e+07
4.98773250e-03 3.01383707e+06 3.35973661e-03 9.86083143e+06
5.00987239e-03 2.97009110e+06 3.37465004e-03 9.71770104e+06
5.03211056e-03 2.92695244e+06 3.38962968e-03 9.57655772e+06
5.05444745e-03 2.88441247e+06 3.40467580e-03 9.43737319e+06
5.07688348e-03 2.84246267e+06 3.41978871e-03 9.30011961e+06
5.09941911e-03 2.80109469e+06 3.43496871e-03 9.16476966e+06
5.12205477e-03 2.76030048e+06 3.45021609e-03 9.03129701e+06
5.14479090e-03 2.72007222e+06 3.46553115e-03 8.89967607e+06
5.16762796e-03 2.68040220e+06 3.48091419e-03 8.76988159e+06
5.19056639e-03 2.64128280e+06 3.49636552e-03 8.64188869e+06
5.21360664e-03 2.60270654e+06 3.51188543e-03 8.51567284e+06
5.23674916e-03 2.56466602e+06 3.52747423e-03 8.39120984e+06
5.25999441e-03 2.52715394e+06 3.54313223e-03 8.26847583e+06
5.28334284e-03 2.49016311e+06 3.55885974e-03 8.14744730e+06
5.30679491e-03 2.45368645e+06 3.57465705e-03 8.02810104e+06
5.33035108e-03 2.41771698e+06 3.59052449e-03 7.91041420e+06
5.35401182e-03 2.38224781e+06 3.60646236e-03 7.79436431e+06
5.37777758e-03 2.34727220e+06 3.62247098e-03 7.67992927e+06
5.40164884e-03 2.31278349e+06 3.63855066e-03 7.56708729e+06
5.42562605e-03 2.27877511e+06 3.65470171e-03 7.45581685e+06
5.44970970e-03 2.24524056e+06 3.67092446e-03 7.34609675e+06
5.47390026e-03 2.21217346e+06 3.68721921e-03 7.23790606e+06
5.49819819e-03 2.17956750e+06 3.70358630e-03 7.13122415e+06
5.52260397e-03 2.14741645e+06 3.72002604e-03 7.02603066e+06
5.54711809e-03 2.11571418e+06 3.73653875e-03 6.92230549e+06
5.57174103e-03 2.08445462e+06 3.75312476e-03 6.82002880e+06
5.59647326e-03 2.05363157e+06 3.76978439e-03 6.71918031e+06
5.62131528e-03 2.02323878e+06 3.78651797e-03 6.61973958e+06
5.64626757e-03 1.99327010e+06 3.80332583e-03 6.52168647e+06
5.67133062e-03 1.96371947e+06 3.82020830e-03 6.42500118e+06
5.69650492e-03 1.93458095e+06 3.83716571e-03 6.32966421e+06
5.72179096e-03 1.90584866e+06 3.85419839e-03 6.23565640e+06
5.74718925e-03 1.87751685e+06 3.87130668e-03 6.14295887e+06
5.77270027e-03 1.84957983e+06 3.88849090e-03 6.05155306e+06
5.79832454e-03 1.82203203e+06 3.90575141e-03 5.96142071e+06
5.82406255e-03 1.79486797e+06 3.92308853e-03 5.87254391e+06
5.84991480e-03 1.76808265e+06 3.94050261e-03 5.78490627e+06
5.87588181e-03 1.74167142e+06 3.95799399e-03 5.69849262e+06
5.90196409e-03 1.71562971e+06 3.97556301e-03 5.61328797e+06
5.92816214e-03 1.68995297e+06 3.99321002e-03 5.52927746e+06
5.95447648e-03 1.66463670e+06 4.01093536e-03 5.44644635e+06
5.98090763e-03 1.63967644e+06 4.02873938e-03 5.36478006e+06
6.00745610e-03 1.61506778e+06 4.04662243e-03 5.28426415e+06
6.03412242e-03 1.59080634e+06 4.06458486e-03 5.20488428e+06
6.06090710e-03 1.56688779e+06 4.08262702e-03 5.12662629e+06
6.08781068e-03 1.54330782e+06 4.10074927e-03 5.04947611e+06
6.11483368e-03 1.52006200e+06 4.11895197e-03 4.97341919e+06
6.14197663e-03 1.49714576e+06 4.13723546e-03 4.89844063e+06
6.16924007e-03 1.47455461e+06 4.15560011e-03 4.82452570e+06
6.19662452e-03 1.45228410e+06 4.17404628e-03 4.75165989e+06
6.22413053e-03 1.43032986e+06 4.19257433e-03 4.67982885e+06
6.25175864e-03 1.40868757e+06 4.21118462e-03 4.60901846e+06
6.27950938e-03 1.38735297e+06 4.22987752e-03 4.53921479e+06
6.30738331e-03 1.36632186e+06 4.24865340e-03 4.47040408e+06
6.33538096e-03 1.34559009e+06 4.26751262e-03 4.40257278e+06
6.36350289e-03 1.32515356e+06 4.28645555e-03 4.33570747e+06
6.39174966e-03 1.30500786e+06 4.30548257e-03 4.26979371e+06
6.42012180e-03 1.28514828e+06 4.32459405e-03 4.20481609e+06
6.44861989e-03 1.26557019e+06 4.34379036e-03 4.14075945e+06
6.47724447e-03 1.24626905e+06 4.36307188e-03 4.07760894e+06
6.50599612e-03 1.22724042e+06 4.38243899e-03 4.01535006e+06
6.53487539e-03 1.20847995e+06 4.40189206e-03 3.95396859e+06
6.56388285e-03 1.18998341e+06 4.42143149e-03 3.89345061e+06
6.59301907e-03 1.17174661e+06 4.44105765e-03 3.83378251e+06
6.62228463e-03 1.15376550e+06 4.46077093e-03 3.77495093e+06
6.65168009e-03 1.13603608e+06 4.48057171e-03 3.71694291e+06
6.68120603e-03 1.11855519e+06 4.50046038e-03 3.65974799e+06
6.71086304e-03 1.10132048e+06 4.52043734e-03 3.60335858e+06
6.74065168e-03 1.08432967e+06 4.54050297e-03 3.54776714e+06
6.77057256e-03 1.06758044e+06 4.56065768e-03 3.49296613e+06
6.80062625e-03 1.05107047e+06 4.58090184e-03 3.43894792e+06
6.83081335e-03 1.03479741e+06 4.60123587e-03 3.38570487e+06
6.86113444e-03 1.01875892e+06 4.62166016e-03 3.33322927e+06
6.89159012e-03 1.00295262e+06 4.64217511e-03 3.28151340e+06
6.92218100e-03 9.87376155e+05 4.66278112e-03 3.23054950e+06
6.95290766e-03 9.72027126e+05 4.68347860e-03 3.18032973e+06
6.98377071e-03 9.56902549e+05 4.70426795e-03 3.13084434e+06
7.01477076e-03 9.41998695e+05 4.72514958e-03 3.08208112e+06
7.04590842e-03 9.27311863e+05 4.74612391e-03 3.03402797e+06
7.07718429e-03 9.12838435e+05 4.76719134e-03 2.98667304e+06
7.10859899e-03 8.98574868e+05 4.78835228e-03 2.94000475e+06
7.14015313e-03 8.84517701e+05 4.80960715e-03 2.89401177e+06
7.17184735e-03 8.70663546e+05 4.83095637e-03 2.84868301e+06
7.20368224e-03 8.57009090e+05 4.85240036e-03 2.80400764e+06
7.23565845e-03 8.43551089e+05 4.87393953e-03 2.75997504e+06
7.26777660e-03 8.30286380e+05 4.89557432e-03 2.71657487e+06
7.30003731e-03 8.17212248e+05 4.91730513e-03 2.67379823e+06
7.33244123e-03 8.04326588e+05 4.93913241e-03 2.63163825e+06
7.36498898e-03 7.91627352e+05 4.96105658e-03 2.59008821e+06
7.39768121e-03 7.79112490e+05 4.98307806e-03 2.54914143e+06
7.43051856e-03 7.66779959e+05 5.00519730e-03 2.50879120e+06
7.46350166e-03 7.54627718e+05 5.02741472e-03 2.46903086e+06
7.49663118e-03 7.42653732e+05 5.04973076e-03 2.42985374e+06
7.52990775e-03 7.30855971e+05 5.07214586e-03 2.39125320e+06
7.56333203e-03 7.19232412e+05 5.09466045e-03 2.35322262e+06
7.59690468e-03 7.07781032e+05 5.11727499e-03 2.31575539e+06
7.63062635e-03 6.96499546e+05 5.13998991e-03 2.27884403e+06
7.66449771e-03 6.85385240e+05 5.16280565e-03 2.24247966e+06
7.69851941e-03 6.74435405e+05 5.18572268e-03 2.20665341e+06
7.73269214e-03 6.63647392e+05 5.20874143e-03 2.17135662e+06
7.76701656e-03 6.53018604e+05 5.23186235e-03 2.13658079e+06
7.80149333e-03 6.42546497e+05 5.25508591e-03 2.10231759e+06
7.83612315e-03 6.32228579e+05 5.27841255e-03 2.06855888e+06
7.87090668e-03 6.22062409e+05 5.30184274e-03 2.03529667e+06
7.90584461e-03 6.12045593e+05 5.32537693e-03 2.00252312e+06
7.94093763e-03 6.02175790e+05 5.34901559e-03 1.97023058e+06
7.97618642e-03 5.92450808e+05 5.37275917e-03 1.93841187e+06
8.01159167e-03 5.82868700e+05 5.39660815e-03 1.90706062e+06
8.04715408e-03 5.73427564e+05 5.42056299e-03 1.87617061e+06
8.08287435e-03 5.64125523e+05 5.44462417e-03 1.84573571e+06
8.11875318e-03 5.54960723e+05 5.46879214e-03 1.81574983e+06
8.15479127e-03 5.45931330e+05 5.49306740e-03 1.78620698e+06
8.19098933e-03 5.37035536e+05 5.51745041e-03 1.75710125e+06
8.22734807e-03 5.28271553e+05 5.54194166e-03 1.72842679e+06
8.26386820e-03 5.19637613e+05 5.56654162e-03 1.70017781e+06
8.30055043e-03 5.11131974e+05 5.59125077e-03 1.67234861e+06
8.33739550e-03 5.02752923e+05 5.61606961e-03 1.64493359e+06
8.37440411e-03 4.94498798e+05 5.64099861e-03 1.61792731e+06
8.41157700e-03 4.86367954e+05 5.66603827e-03 1.59132438e+06
8.44891490e-03 4.78358768e+05 5.69118908e-03 1.56511950e+06
8.48641853e-03 4.70469632e+05 5.71645152e-03 1.53930741e+06
8.52408864e-03 4.62698957e+05 5.74182611e-03 1.51388290e+06
8.56192596e-03 4.55045171e+05 5.76731333e-03 1.48884084e+06
8.59993124e-03 4.47506721e+05 5.79291368e-03 1.46417614e+06
8.63810521e-03 4.40082068e+05 5.81862767e-03 1.43988377e+06
8.67644864e-03 4.32769693e+05 5.84445580e-03 1.41595876e+06
8.71496227e-03 4.25568021e+05 5.87039858e-03 1.39239595e+06
8.75364685e-03 4.18475327e+05 5.89645652e-03 1.36918970e+06
8.79250315e-03 4.11489891e+05 5.92263012e-03 1.34633438e+06
8.83153193e-03 4.04610028e+05 5.94891991e-03 1.32382448e+06
8.87073395e-03 3.97834084e+05 5.97532639e-03 1.30165459e+06
8.91010999e-03 3.91160440e+05 6.00185009e-03 1.27981940e+06
8.94966081e-03 3.84587507e+05 6.02849152e-03 1.25831373e+06
8.98938719e-03 3.78113726e+05 6.05525121e-03 1.23713248e+06
9.02928991e-03 3.71737571e+05 6.08212968e-03 1.21627063e+06
9.06936975e-03 3.65457541e+05 6.10912746e-03 1.19572330e+06
9.10962750e-03 3.59272254e+05 6.13624509e-03 1.17548595e+06
9.15006396e-03 3.53180584e+05 6.16348308e-03 1.15555490e+06
9.19067990e-03 3.47181454e+05 6.19084198e-03 1.13592663e+06
9.23147613e-03 3.41273789e+05 6.21832232e-03 1.11659762e+06
9.27245346e-03 3.35456519e+05 6.24592465e-03 1.09756437e+06
9.31361267e-03 3.29728575e+05 6.27364950e-03 1.07882338e+06
9.35495459e-03 3.24088893e+05 6.30149741e-03 1.06037117e+06
9.39648001e-03 3.18536414e+05 6.32946894e-03 1.04220428e+06
9.43818977e-03 3.13070082e+05 6.35756463e-03 1.02431924e+06
9.48008466e-03 3.07688845e+05 6.38578503e-03 1.00671263e+06
9.52216553e-03 3.02391608e+05 6.41413070e-03 9.89380846e+05
9.56443318e-03 2.97177119e+05 6.44260219e-03 9.72319806e+05
9.60688846e-03 2.92044117e+05 6.47120006e-03 9.55525378e+05
9.64953218e-03 2.86991360e+05 6.49992488e-03 9.38993502e+05
9.69236520e-03 2.82017630e+05 6.52877720e-03 9.22720188e+05
9.73538835e-03 2.77121726e+05 6.55775759e-03 9.06701512e+05
9.77860248e-03 2.72302471e+05 6.58686663e-03 8.90933620e+05
9.82200842e-03 2.67558707e+05 6.61610487e-03 8.75412719e+05
9.86560704e-03 2.62889293e+05 6.64547290e-03 8.60135084e+05
9.90939919e-03 2.58293109e+05 6.67497129e-03 8.45097047e+05
9.95338572e-03 2.53769067e+05 6.70460062e-03 8.30295048e+05
9.99756750e-03 2.49316141e+05 6.73436147e-03 8.15725730e+05
1.00419454e-02 2.44933330e+05 6.76425443e-03 8.01385816e+05
1.00865203e-02 2.40619645e+05 6.79428007e-03 7.87272073e+05
1.01312930e-02 2.36374110e+05 6.82443900e-03 7.73381307e+05
1.01762645e-02 2.32195762e+05 6.85473179e-03 7.59710368e+05
1.02214357e-02 2.28083651e+05 6.88515906e-03 7.46256145e+05
1.02668073e-02 2.24036838e+05 6.91572138e-03 7.33015570e+05
1.03123803e-02 2.20054398e+05 6.94641937e-03 7.19985610e+05
1.03581556e-02 2.16135415e+05 6.97725362e-03 7.07163277e+05
1.04041341e-02 2.12278977e+05 7.00822475e-03 6.94545578e+05
1.04503167e-02 2.08484132e+05 7.03933334e-03 6.82129403e+05
1.04967043e-02 2.04749932e+05 7.07058003e-03 6.69911650e+05
1.05432978e-02 2.01075445e+05 7.10196541e-03 6.57889271e+05
1.05900982e-02 1.97459757e+05 7.13349012e-03 6.46059272e+05
1.06371062e-02 1.93901968e+05 7.16515475e-03 6.34418709e+05
1.06843230e-02 1.90401194e+05 7.19695994e-03 6.22964690e+05
1.07317493e-02 1.86956565e+05 7.22890631e-03 6.11694372e+05
1.07793861e-02 1.83567228e+05 7.26099449e-03 6.00604960e+05
1.08272344e-02 1.80232343e+05 7.29322510e-03 5.89693707e+05
1.08752951e-02 1.76951105e+05 7.32559877e-03 5.78957979e+05
1.09235691e-02 1.73722818e+05 7.35811615e-03 5.68395498e+05
1.09720574e-02 1.70546819e+05 7.39077787e-03 5.58004097e+05
1.10207610e-02 1.67422449e+05 7.42358458e-03 5.47781620e+05
1.10696807e-02 1.64349054e+05 7.45653690e-03 5.37725921e+05
1.11188175e-02 1.61325979e+05 7.48963550e-03 5.27834865e+05
1.11681725e-02 1.58352576e+05 7.52288102e-03 5.18106327e+05
1.12177466e-02 1.55428199e+05 7.55627411e-03 5.08538197e+05
1.12675407e-02 1.52552207e+05 7.58981543e-03 4.99128375e+05
1.13175559e-02 1.49723962e+05 7.62350563e-03 4.89874772e+05
1.13677930e-02 1.46942811e+05 7.65734538e-03 4.80775256e+05
1.14182532e-02 1.44208009e+05 7.69133534e-03 4.71827386e+05
1.14689373e-02 1.41518789e+05 7.72547618e-03 4.63028654e+05
1.15198464e-02 1.38874400e+05 7.75976856e-03 4.54376601e+05
1.15709815e-02 1.36274104e+05 7.79421317e-03 4.45868815e+05
1.16223436e-02 1.33717179e+05 7.82881067e-03 4.37502933e+05
1.16739337e-02 1.31202916e+05 7.86356174e-03 4.29276637e+05
1.17257528e-02 1.28730622e+05 7.89846707e-03 4.21187652e+05
1.17778019e-02 1.26299613e+05 7.93352734e-03 4.13233750e+05
1.18300820e-02 1.23909223e+05 7.96874323e-03 4.05412744e+05
1.18825942e-02 1.21558805e+05 8.00411545e-03 3.97722523e+05
1.19353395e-02 1.19247794e+05 8.03964467e-03 3.90161235e+05
1.19883189e-02 1.16975655e+05 8.07533161e-03 3.82727131e+05
1.20415335e-02 1.14741859e+05 8.11117696e-03 3.75418480e+05
1.20949843e-02 1.12545880e+05 8.14718142e-03 3.68233560e+05
1.21486724e-02 1.10387197e+05 8.18334570e-03 3.61170668e+05
1.22025987e-02 1.08265294e+05 8.21967050e-03 3.54228111e+05
1.22567645e-02 1.06179656e+05 8.25615655e-03 3.47404212e+05
1.23111707e-02 1.04129777e+05 8.29280456e-03 3.40697310e+05
