# k[h/Mpc]  P(k)[(Mpc/h)^3]  k[1/Mpc]  P(k)[Mpc^3]
4.01259679e-04 7.22972061e+09 2.70288520e-04 2.36545821e+10
4.03040818e-04 7.13312810e+09 2.71488295e-04 2.33385456e+10
4.04829864e-04 7.03782534e+09 2.72693396e-04 2.30267290e+10
4.06626851e-04 6.94379516e+09 2.73903847e-04 2.27190760e+10
4.08431815e-04 6.85102059e+09 2.75119670e-04 2.24155313e+10
4.10244791e-04 6.75948491e+09 2.76340891e-04 2.21160400e+10
4.12065814e-04 6.66917159e+09 2.77567532e-04 2.18205481e+10
4.13894920e-04 6.58006435e+09 2.78799618e-04 2.15290024e+10
4.15732146e-04 6.49214710e+09 2.80037174e-04 2.12413501e+10
4.17577527e-04 6.40540399e+09 2.81280222e-04 2.09575394e+10
4.19431099e-04 6.31981937e+09 2.82528789e-04 2.06775191e+10
4.21292899e-04 6.23537778e+09 2.83782897e-04 2.04012386e+10
4.23162964e-04 6.15206396e+09 2.85042572e-04 2.01286481e+10
4.25041329e-04 6.06986278e+09 2.86307839e-04 1.98596979e+10
4.26928032e-04 5.98875929e+09 2.87578723e-04 1.95943392e+10
4.28823110e-04 5.90873878e+09 2.88855247e-04 1.93325239e+10
4.30726600e-04 5.82978670e+09 2.90137438e-04 1.90742043e+10
4.32638540e-04 5.75188873e+09 2.91425320e-04 1.88193336e+10
4.34558966e-04 5.67503072e+09 2.92718920e-04 1.85678655e+10
4.36487917e-04 5.59919872e+09 2.94018261e-04 1.83197544e+10
4.38425430e-04 5.52437898e+09 2.95323370e-04 1.80749552e+10
4.40371543e-04 5.45055791e+09 2.96634272e-04 1.78334235e+10
4.42326295e-04 5.37772223e+09 2.97950993e-04 1.75951159e+10
4.44289724e-04 5.30585905e+09 2.99273558e-04 1.73599901e+10
4.46261869e-04 5.23495567e+09 3.00601995e-04 1.71280047e+10
4.48242767e-04 5.16499954e+09 3.01936328e-04 1.68991185e+10
4.50232458e-04 5.09597828e+09 3.03276584e-04 1.66732911e+10
4.52230982e-04 5.02787966e+09 3.04622789e-04 1.64504824e+10
4.54238376e-04 4.96069159e+09 3.05974970e-04 1.62306530e+10
4.56254681e-04 4.89440217e+09 3.07333153e-04 1.60137637e+10
4.58279937e-04 4.82899960e+09 3.08697365e-04 1.57997761e+10
4.60314182e-04 4.76447225e+09 3.10067633e-04 1.55886522e+10
4.62357456e-04 4.70080850e+09 3.11443983e-04 1.53803537e+10
4.64409801e-04 4.63799645e+09 3.12826442e-04 1.51748420e+10
4.66471256e-04 4.57602436e+09 3.14215038e-04 1.49720784e+10
4.68541861e-04 4.51488061e+09 3.15609798e-04 1.47720250e+10
4.70621657e-04 4.45455378e+09 3.17010748e-04 1.45746445e+10
4.72710686e-04 4.39503262e+09 3.18417918e-04 1.43799000e+10
4.74808987e-04 4.33630602e+09 3.19831334e-04 1.41877552e+10
4.76916602e-04 4.27836305e+09 3.21251023e-04 1.39981744e+10
4.79033573e-04 4.22119295e+09 3.22677015e-04 1.38111222e+10
4.81159941e-04 4.16478508e+09 3.24109336e-04 1.36265640e+10
4.83295747e-04 4.10912912e+09 3.25548015e-04 1.34444658e+10
4.85441034e-04 4.05421519e+09 3.26993081e-04 1.32647956e+10
4.87595844e-04 4.00003365e+09 3.28444560e-04 1.30875215e+10
4.89760218e-04 3.94657493e+09 3.29902483e-04 1.29126125e+10
4.91934200e-04 3.89382963e+09 3.31366877e-04 1.27400376e+10
4.94117832e-04 3.84178842e+09 3.32837772e-04 1.25697664e+10
4.96311157e-04 3.79044212e+09 3.34315195e-04 1.24017689e+10
4.98514218e-04 3.73978164e+09 3.35799177e-04 1.22360152e+10
5.00727058e-04 3.68979802e+09 3.37289746e-04 1.20724762e+10
5.02949720e-04 3.64048241e+09 3.38786931e-04 1.19111228e+10
5.05182248e-04 3.59182602e+09 3.40290762e-04 1.17519262e+10
5.07424687e-04 3.54382000e+09 3.41801269e-04 1.15948576e+10
5.09677079e-04 3.49645560e+09 3.43318480e-04 1.14398883e+10
5.11939469e-04 3.44972418e+09 3.44842426e-04 1.12869899e+10
5.14211902e-04 3.40361723e+09 3.46373137e-04 1.11361348e+10
5.16494422e-04 3.35812633e+09 3.47910642e-04 1.09872952e+10
5.18787073e-04 3.31324321e+09 3.49454972e-04 1.08404443e+10
5.21089902e-04 3.26895969e+09 3.51006158e-04 1.06955551e+10
5.23402952e-04 3.22526770e+09 3.52564228e-04 1.05526013e+10
5.25726269e-04 3.18215929e+09 3.54129215e-04 1.04115570e+10
5.28059900e-04 3.13962663e+09 3.55701149e-04 1.02723964e+10
5.30403889e-04 3.09766205e+09 3.57280060e-04 1.01350944e+10
5.32758283e-04 3.05625798e+09 3.58865980e-04 9.99962641e+09
5.35123128e-04 3.01540696e+09 3.60458939e-04 9.86596789e+09
5.37498470e-04 2.97510163e+09 3.62058969e-04 9.73409479e+09
5.39884356e-04 2.93533473e+09 3.63666102e-04 9.60398333e+09
5.42280832e-04 2.89609908e+09 3.65280369e-04 9.47561006e+09
5.44687946e-04 2.85738762e+09 3.66901801e-04 9.34895184e+09
5.47105745e-04 2.81919335e+09 3.68530430e-04 9.22398583e+09
5.49534276e-04 2.78150940e+09 3.70166289e-04 9.10068950e+09
5.51973588e-04 2.74432896e+09 3.71809409e-04 8.97904056e+09
5.54423727e-04 2.70764528e+09 3.73459822e-04 8.85901696e+09
5.56884741e-04 2.67145169e+09 3.75117562e-04 8.74059686e+09
5.59356680e-04 2.63574162e+09 3.76782660e-04 8.62375875e+09
5.61839592e-04 2.60050857e+09 3.78455149e-04 8.50848141e+09
5.64333525e-04 2.56574615e+09 3.80135062e-04 8.39474388e+09
5.66838528e-04 2.53144804e+09 3.81822432e-04 8.28252552e+09
5.69354651e-04 2.49760802e+09 3.83517293e-04 8.17180595e+09
5.71881942e-04 2.46421994e+09 3.85219676e-04 8.06256505e+09
5.74420451e-04 2.43127774e+09 3.86929616e-04 7.95478302e+09
5.76970229e-04 2.39877544e+09 3.88647146e-04 7.84844029e+09
5.79531325e-04 2.36670718e+09 3.90372300e-04 7.74351765e+09
5.82103789e-04 2.33506717e+09 3.92105112e-04 7.63999619e+09
5.84687672e-04 2.30384970e+09 3.93845616e-04 7.53785721e+09
5.87283025e-04 2.27304913e+09 3.95593845e-04 7.43708230e+09
5.89889898e-04 2.24265992e+09 3.97349835e-04 7.33765326e+09
5.92508342e-04 2.21267656e+09 3.99113619e-04 7.23955215e+09
5.95138410e-04 2.18309367e+09 4.00885233e-04 7.14276126e+09
5.97780152e-04 2.15390589e+09 4.02664710e-04 7.04726313e+09
6.00433620e-04 2.12510795e+09 4.04452086e-04 6.95304053e+09
6.03098867e-04 2.09669467e+09 4.06247397e-04 6.86007644e+09
6.05775944e-04 2.06866092e+09 4.08050676e-04 6.76835414e+09
6.08464905e-04 2.04100166e+09 4.09861960e-04 6.67785712e+09
6.11165802e-04 2.01371192e+09 4.11681284e-04 6.58856910e+09
6.13878687e-04 1.98678678e+09 4.13508684e-04 6.50047401e+09
6.16603615e-04 1.96022140e+09 4.15344195e-04 6.41355600e+09
6.19340638e-04 1.93401100e+09 4.17187854e-04 6.32779941e+09
6.22089811e-04 1.90815085e+09 4.19039696e-04 6.24318881e+09
6.24851186e-04 1.88263630e+09 4.20899759e-04 6.15970895e+09
6.27624819e-04 1.85746275e+09 4.22768078e-04 6.07734480e+09
6.30410764e-04 1.83262565e+09 4.24644691e-04 5.99608148e+09
6.33209076e-04 1.80812049e+09 4.26529634e-04 5.91590419e+09
6.36019809e-04 1.78394276e+09 4.28422943e-04 5.83679821e+09
6.38843018e-04 1.76008804e+09 4.30324657e-04 5.75874908e+09
6.41678759e-04 1.73655196e+09 4.32234812e-04 5.68174251e+09
6.44527087e-04 1.71333023e+09 4.34153446e-04 5.60576441e+09
6.47388059e-04 1.69041858e+09 4.36080597e-04 5.53080088e+09
6.50261731e-04 1.66781285e+09 4.38016302e-04 5.45683823e+09
6.53148158e-04 1.64550888e+09 4.39960599e-04 5.38386295e+09
6.56047398e-04 1.62350262e+09 4.41913527e-04 5.31186170e+09
6.58959507e-04 1.60179007e+09 4.43875124e-04 5.24082141e+09
6.61884543e-04 1.58036738e+09 4.45845428e-04 5.17072953e+09
6.64822562e-04 1.55923083e+09 4.47824478e-04 5.10157384e+09
6.67773623e-04 1.53837672e+09 4.49812312e-04 5.03334227e+09
6.70737783e-04 1.51780142e+09 4.51808971e-04 4.96602291e+09
6.73715101e-04 1.49750132e+09 4.53814492e-04 4.89960396e+09
6.76705635e-04 1.47747286e+09 4.55828915e-04 4.83407380e+09
6.79709443e-04 1.45771253e+09 4.57852281e-04 4.76942091e+09
6.82726585e-04 1.43821686e+09 4.59884628e-04 4.70563394e+09
6.85757119e-04 1.41898241e+09 4.61925996e-04 4.64270165e+09
6.88801106e-04 1.40000577e+09 4.63976425e-04 4.58061289e+09
6.91858605e-04 1.38128335e+09 4.66035956e-04 4.51935588e+09
6.94929675e-04 1.36281150e+09 4.68104629e-04 4.45891869e+09
6.98014377e-04 1.34458661e+09 4.70182485e-04 4.39928955e+09
7.01112772e-04 1.32660516e+09 4.72269564e-04 4.34045687e+09
7.04224921e-04 1.30886365e+09 4.74365907e-04 4.28240928e+09
7.07350884e-04 1.29135867e+09 4.76471555e-04 4.22513556e+09
7.10490722e-04 1.27408685e+09 4.78586551e-04 4.16862469e+09
7.13644498e-04 1.25704486e+09 4.80710934e-04 4.11286581e+09
7.16812273e-04 1.24022944e+09 4.82844747e-04 4.05784824e+09
7.19994110e-04 1.22363742e+09 4.84988032e-04 4.00356158e+09
7.23190070e-04 1.20726599e+09 4.87140831e-04 3.94999670e+09
7.26400217e-04 1.19111261e+09 4.89303186e-04 3.89714519e+09
7.29624613e-04 1.17517471e+09 4.91475139e-04 3.84499875e+09
7.32863322e-04 1.15944979e+09 4.93656733e-04 3.79354912e+09
7.36116407e-04 1.14393534e+09 4.95848012e-04 3.74278811e+09
7.39383932e-04 1.12862887e+09 4.98049016e-04 3.69270760e+09
7.42665961e-04 1.11352793e+09 5.00259791e-04 3.64329953e+09
7.45962558e-04 1.09863006e+09 5.02480379e-04 3.59455591e+09
7.49273789e-04 1.08393285e+09 5.04710824e-04 3.54646880e+09
7.52599718e-04 1.06943386e+09 5.06951170e-04 3.49903024e+09
7.55940410e-04 1.05513027e+09 5.09201460e-04 3.45223100e+09
7.59295932e-04 1.04101903e+09 5.11461740e-04 3.40606108e+09
7.62666348e-04 1.02709714e+09 5.13732052e-04 3.36051070e+09
7.66051724e-04 1.01336165e+09 5.16012441e-04 3.31557022e+09
7.69452128e-04 9.99809693e+08 5.18302954e-04 3.27123020e+09
7.72867626e-04 9.86438425e+08 5.20603633e-04 3.22748138e+09
7.76298285e-04 9.73245072e+08 5.22914525e-04 3.18431467e+09
7.79744172e-04 9.60226907e+08 5.25235674e-04 3.14172115e+09
7.83205355e-04 9.47381253e+08 5.27567127e-04 3.09969206e+09
7.86681902e-04 9.34705511e+08 5.29908929e-04 3.05821890e+09
7.90173881e-04 9.22197484e+08 5.32261126e-04 3.01729448e+09
7.93681360e-04 9.09855274e+08 5.34623764e-04 2.97691258e+09
7.97204408e-04 8.97677001e+08 5.36996889e-04 2.93706706e+09
8.00743095e-04 8.85660799e+08 5.39380549e-04 2.89775182e+09
8.04297489e-04 8.73804812e+08 5.41774789e-04 2.85896077e+09
8.07867661e-04 8.62107200e+08 5.44179657e-04 2.82068791e+09
8.11453681e-04 8.50566133e+08 5.46595199e-04 2.78292723e+09
8.15055618e-04 8.39179795e+08 5.49021464e-04 2.74567281e+09
8.18673544e-04 8.27946383e+08 5.51458499e-04 2.70891874e+09
8.22307529e-04 8.16864095e+08 5.53906352e-04 2.67265913e+09
8.25957646e-04 8.05930902e+08 5.56365070e-04 2.63688732e+09
8.29623964e-04 7.95144599e+08 5.58834702e-04 2.60159613e+09
8.33306557e-04 7.84503013e+08 5.61315297e-04 2.56677843e+09
8.37005497e-04 7.74004008e+08 5.63806902e-04 2.53242723e+09
8.40720855e-04 7.63645485e+08 5.66309568e-04 2.49853566e+09
8.44452706e-04 7.53425378e+08 5.68823343e-04 2.46509698e+09
8.48201121e-04 7.43341660e+08 5.71348275e-04 2.43210454e+09
8.51966176e-04 7.33392335e+08 5.73884416e-04 2.39955181e+09
8.55747943e-04 7.23575443e+08 5.76431814e-04 2.36743238e+09
8.59546497e-04 7.13889061e+08 5.78990520e-04 2.33573996e+09
8.63361912e-04 7.04331427e+08 5.81560584e-04 2.30446879e+09
8.67194263e-04 6.94900925e+08 5.84142056e-04 2.27361358e+09
8.71043626e-04 6.85595961e+08 5.86734986e-04 2.24316911e+09
8.74910075e-04 6.76414961e+08 5.89339427e-04 2.21313022e+09
8.78793687e-04 6.67356365e+08 5.91955428e-04 2.18349183e+09
8.82694538e-04 6.58418631e+08 5.94583041e-04 2.15424888e+09
8.86612704e-04 6.49600237e+08 5.97222318e-04 2.12539639e+09
8.90548263e-04 6.40899673e+08 5.99873310e-04 2.09692943e+09
8.94501291e-04 6.32315448e+08 6.02536070e-04 2.06884311e+09
8.98471866e-04 6.23846089e+08 6.05210649e-04 2.04113261e+09
9.02460066e-04 6.15490106e+08 6.07897100e-04 2.01379306e+09
9.06465968e-04 6.07245996e+08 6.10595476e-04 1.98681955e+09
9.10489653e-04 5.99112276e+08 6.13305830e-04 1.96020721e+09
9.14531198e-04 5.91087479e+08 6.16028215e-04 1.93395126e+09
9.18590683e-04 5.83170160e+08 6.18762684e-04 1.90804695e+09
9.22668188e-04 5.75358891e+08 6.21509291e-04 1.88248963e+09
9.26763792e-04 5.67652264e+08 6.24268090e-04 1.85727468e+09
9.30877576e-04 5.60048889e+08 6.27039135e-04 1.83239756e+09
9.35009620e-04 5.52547393e+08 6.29822480e-04 1.80785377e+09
9.39160007e-04 5.45146422e+08 6.32618180e-04 1.78363888e+09
9.43328816e-04 5.37844623e+08 6.35426290e-04 1.75974847e+09
9.47516130e-04 5.30640643e+08 6.38246865e-04 1.73617811e+09
9.51722031e-04 5.23533146e+08 6.41079960e-04 1.71292342e+09
9.55946601e-04 5.16520816e+08 6.43925630e-04 1.68998011e+09
9.60189924e-04 5.09602354e+08 6.46783933e-04 1.66734392e+09
9.64452082e-04 5.02776481e+08 6.49654922e-04 1.64501067e+09
9.68733159e-04 4.96041935e+08 6.52538656e-04 1.62297622e+09
9.73033240e-04 4.89397473e+08 6.55435190e-04 1.60123652e+09
9.77352408e-04 4.82841868e+08 6.58344582e-04 1.57978755e+09
9.81690748e-04 4.76373910e+08 6.61266888e-04 1.55862534e+09
9.86048346e-04 4.69992386e+08 6.64202166e-04 1.53774593e+09
9.90425286e-04 4.63696066e+08 6.67150473e-04 1.51714530e+09
9.94821655e-04 4.57483741e+08 6.70111867e-04 1.49681949e+09
9.99237539e-04 4.51354219e+08 6.73086406e-04 1.47676459e+09
1.00367302e-03 4.45306327e+08 6.76074149e-04 1.45697678e+09
1.00812820e-03 4.39338911e+08 6.79075155e-04 1.43745227e+09
1.01260315e-03 4.33450835e+08 6.82089481e-04 1.41818735e+09
1.01709796e-03 4.27640981e+08 6.85117187e-04 1.39917837e+09
1.02161273e-03 4.21908248e+08 6.88158333e-04 1.38042171e+09
1.02614753e-03 4.16251554e+08 6.91212979e-04 1.36191384e+09
1.03070247e-03 4.10669923e+08 6.94281183e-04 1.34365156e+09
1.03527762e-03 4.05162522e+08 6.97363007e-04 1.32563216e+09
1.03987309e-03 3.99728537e+08 7.00458511e-04 1.30785296e+09
1.04448895e-03 3.94367158e+08 7.03567755e-04 1.29031131e+09
1.04912530e-03 3.89077577e+08 7.06690801e-04 1.27300458e+09
1.05378223e-03 3.83858992e+08 7.09827710e-04 1.25593014e+09
1.05845983e-03 3.78710604e+08 7.12978542e-04 1.23908537e+09
1.06315820e-03 3.73631620e+08 7.16143361e-04 1.22246769e+09
1.06787742e-03 3.68621252e+08 7.19322229e-04 1.20607450e+09
1.07261759e-03 3.63678712e+08 7.22515207e-04 1.18990323e+09
1.07737880e-03 3.58803115e+08 7.25722358e-04 1.17395100e+09
1.08216114e-03 3.53993402e+08 7.28943745e-04 1.15821432e+09
1.08696471e-03 3.49248515e+08 7.32179431e-04 1.14268975e+09
1.09178961e-03 3.44567419e+08 7.35429481e-04 1.12737390e+09
1.09663592e-03 3.39949097e+08 7.38693956e-04 1.11226343e+09
1.10150375e-03 3.35392554e+08 7.41972923e-04 1.09735509e+09
1.10639318e-03 3.30896813e+08 7.45266444e-04 1.08264569e+09
1.11130431e-03 3.26460918e+08 7.48574585e-04 1.06813209e+09
1.11623725e-03 3.22083929e+08 7.51897410e-04 1.05381122e+09
1.12119208e-03 3.17764927e+08 7.55234985e-04 1.03968009e+09
1.12616891e-03 3.13503086e+08 7.58587375e-04 1.02573597e+09
1.13116782e-03 3.09297743e+08 7.61954646e-04 1.01197670e+09
1.13618893e-03 3.05148255e+08 7.65336863e-04 9.98400191e+08
1.14123232e-03 3.01053987e+08 7.68734094e-04 9.85004347e+08
1.14629811e-03 2.97014304e+08 7.72146405e-04 9.71787101e+08
1.15138638e-03 2.93028580e+08 7.75573862e-04 9.58746398e+08
1.15649723e-03 2.89096190e+08 7.79016534e-04 9.45880197e+08
1.16163077e-03 2.85216515e+08 7.82474487e-04 9.33186470e+08
1.16678710e-03 2.81388939e+08 7.85947789e-04 9.20663206e+08
1.17196631e-03 2.77612853e+08 7.89436509e-04 9.08308407e+08
1.17716852e-03 2.73887603e+08 7.92940715e-04 8.96119936e+08
1.18239382e-03 2.70212435e+08 7.96460476e-04 8.84095327e+08
1.18764231e-03 2.66586595e+08 7.99995861e-04 8.72232114e+08
1.19291410e-03 2.63009344e+08 8.03546938e-04 8.60527873e+08
1.19820929e-03 2.59479951e+08 8.07113779e-04 8.48980221e+08
1.20352799e-03 2.55997704e+08 8.10696452e-04 8.37586819e+08
1.20887029e-03 2.52561898e+08 8.14295028e-04 8.26345369e+08
1.21423631e-03 2.49171845e+08 8.17909578e-04 8.15253614e+08
1.21962615e-03 2.45826866e+08 8.21540172e-04 8.04309336e+08
1.22503991e-03 2.42526296e+08 8.25186882e-04 7.93510355e+08
1.23047770e-03 2.39269518e+08 8.28849779e-04 7.82854658e+08
1.23593963e-03 2.36056025e+08 8.32528936e-04 7.72340580e+08
1.24142581e-03 2.32885326e+08 8.36224423e-04 7.61966521e+08
1.24693633e-03 2.29756937e+08 8.39936315e-04 7.51730890e+08
1.25247132e-03 2.26670373e+08 8.43664683e-04 7.41632107e+08
1.25803088e-03 2.23625155e+08 8.47409601e-04 7.31668603e+08
1.26361512e-03 2.20620807e+08 8.51171142e-04 7.21838817e+08
1.26922414e-03 2.17656855e+08 8.54949380e-04 7.12141202e+08
1.27485806e-03 2.14732829e+08 8.58744389e-04 7.02574221e+08
1.28051699e-03 2.11848263e+08 8.62556243e-04 6.93136346e+08
1.28620104e-03 2.09002664e+08 8.66385018e-04 6.83825963e+08
1.29191032e-03 2.06195456e+08 8.70230789e-04 6.74641194e+08
1.29764494e-03 2.03426060e+08 8.74093630e-04 6.65580138e+08
1.30340502e-03 2.00693906e+08 8.77973618e-04 6.56640930e+08
1.30919066e-03 1.97998433e+08 8.81870829e-04 6.47821739e+08
1.31500199e-03 1.95339091e+08 8.85785339e-04 6.39120763e+08
1.32083911e-03 1.92715340e+08 8.89717225e-04 6.30536235e+08
1.32670214e-03 1.90126649e+08 8.93666564e-04 6.22066419e+08
1.33259120e-03 1.87572496e+08 8.97633434e-04 6.13709607e+08
1.33850640e-03 1.85052369e+08 9.01617912e-04 6.05464122e+08
1.34444786e-03 1.82565782e+08 9.05620076e-04 5.97328376e+08
1.35041569e-03 1.80112313e+08 9.09640006e-04 5.89300988e+08
1.35641001e-03 1.77691558e+08 9.13677780e-04 5.81380634e+08
1.36243093e-03 1.75303116e+08 9.17733477e-04 5.73566002e+08
1.36847859e-03 1.72946589e+08 9.21807176e-04 5.65855793e+08
1.37455309e-03 1.70621585e+08 9.25898958e-04 5.58248722e+08
1.38065455e-03 1.68327715e+08 9.30008903e-04 5.50743515e+08
1.38678309e-03 1.66064593e+08 9.34137092e-04 5.43338913e+08
1.39293884e-03 1.63831838e+08 9.38283605e-04 5.36033667e+08
1.39912192e-03 1.61629072e+08 9.42448524e-04 5.28826542e+08
1.40533244e-03 1.59455910e+08 9.46631931e-04 5.21716274e+08
1.41157053e-03 1.57311916e+08 9.50833907e-04 5.14701441e+08
1.41783630e-03 1.55196652e+08 9.55054535e-04 5.07780611e+08
1.42412990e-03 1.53109689e+08 9.59293898e-04 5.00952374e+08
1.43045142e-03 1.51050602e+08 9.63552078e-04 4.94215345e+08
1.43680101e-03 1.49018977e+08 9.67829161e-04 4.87568165e+08
1.44317878e-03 1.47014404e+08 9.72125229e-04 4.81009499e+08
1.44958487e-03 1.45036484e+08 9.76440366e-04 4.74538035e+08
1.45601939e-03 1.43084821e+08 9.80774658e-04 4.68152482e+08
1.46248247e-03 1.41159030e+08 9.85128189e-04 4.61851576e+08
1.46897424e-03 1.39258748e+08 9.89501045e-04 4.55634131e+08
1.47549482e-03 1.37383697e+08 9.93893311e-04 4.49499242e+08
1.48204435e-03 1.35533624e+08 9.98305075e-04 4.43446077e+08
1.48862295e-03 1.33708275e+08 1.00273642e-03 4.37473803e+08
1.49523076e-03 1.31907396e+08 1.00718744e-03 4.31581592e+08
1.50186789e-03 1.30130734e+08 1.01165821e-03 4.25768613e+08
1.50853449e-03 1.28378034e+08 1.01614883e-03 4.20034039e+08
1.51523068e-03 1.26649045e+08 1.02065938e-03 4.14377042e+08
1.52195659e-03 1.24943515e+08 1.02518996e-03 4.08796798e+08
1.52871236e-03 1.23261192e+08 1.02974064e-03 4.03292484e+08
1.53549811e-03 1.21601806e+08 1.03431153e-03 3.97863218e+08
1.54231399e-03 1.19964995e+08 1.03890270e-03 3.92507814e+08
1.54916012e-03 1.18350375e+08 1.04351426e-03 3.87225014e+08
1.55603664e-03 1.16757569e+08 1.04814628e-03 3.82013587e+08
1.56294368e-03 1.15186210e+08 1.05279887e-03 3.76872330e+08
1.56988139e-03 1.13635937e+08 1.05747210e-03 3.71800064e+08
1.57684989e-03 1.12106397e+08 1.06216608e-03 3.66795635e+08
1.58384932e-03 1.10597246e+08 1.06688090e-03 3.61857916e+08
1.59087982e-03 1.09108147e+08 1.07161665e-03 3.56985801e+08
1.59794153e-03 1.07638768e+08 1.07637341e-03 3.52178211e+08
1.60503458e-03 1.06188800e+08 1.08115129e-03 3.47434127e+08
1.61215912e-03 1.04758005e+08 1.08595038e-03 3.42752779e+08
1.61931529e-03 1.03346176e+08 1.09077078e-03 3.38133481e+08
1.62650322e-03 1.01953103e+08 1.09561257e-03 3.33575553e+08
1.63372305e-03 1.00578581e+08 1.10047585e-03 3.29078318e+08
1.64097494e-03 9.92224032e+07 1.10536072e-03 3.24641104e+08
1.64825901e-03 9.78843647e+07 1.11026727e-03 3.20263238e+08
1.65557542e-03 9.65642620e+07 1.11519560e-03 3.15944057e+08
1.66292430e-03 9.52618928e+07 1.12014581e-03 3.11682896e+08
1.67030581e-03 9.39770557e+07 1.12511799e-03 3.07479098e+08
1.67772008e-03 9.27095446e+07 1.13011224e-03 3.03331989e+08
1.68516726e-03 9.14591155e+07 1.13512867e-03 2.99240769e+08
1.69264750e-03 9.02255119e+07 1.14016735e-03 2.95204599e+08
1.70016094e-03 8.90084819e+07 1.14522841e-03 2.91222656e+08
1.70770773e-03 8.78077780e+07 1.15031193e-03 2.87294129e+08
1.71528803e-03 8.66231571e+07 1.15541801e-03 2.83418224e+08
1.72290197e-03 8.54543803e+07 1.16054676e-03 2.79594158e+08
1.73054970e-03 8.43012129e+07 1.16569828e-03 2.75821164e+08
1.73823139e-03 8.31634243e+07 1.17087266e-03 2.72098488e+08
1.74594717e-03 8.20407879e+07 1.17607002e-03 2.68425387e+08
1.75369720e-03 8.09330849e+07 1.18129044e-03 2.64801145e+08
1.76148164e-03 7.98401293e+07 1.18653403e-03 2.61225155e+08
1.76930063e-03 7.87617504e+07 1.19180090e-03 2.57696858e+08
1.77715432e-03 7.76977788e+07 1.19709115e-03 2.54215700e+08
1.78504288e-03 7.66480464e+07 1.20240488e-03 2.50781130e+08
1.79296645e-03 7.56123864e+07 1.20774220e-03 2.47392603e+08
1.80092520e-03 7.45906334e+07 1.21310321e-03 2.44049577e+08
1.80891927e-03 7.35826230e+07 1.21848802e-03 2.40751516e+08
1.81694883e-03 7.25881924e+07 1.22389673e-03 2.37497885e+08
1.82501403e-03 7.16071801e+07 1.22932945e-03 2.34288157e+08
1.83311503e-03 7.06394226e+07 1.23478628e-03 2.31121797e+08
1.84125199e-03 6.96847324e+07 1.24026734e-03 2.27998191e+08
1.84942506e-03 6.87429113e+07 1.24577272e-03 2.24916691e+08
1.85763442e-03 6.78137645e+07 1.25130255e-03 2.21876659e+08
1.86588022e-03 6.68971006e+07 1.25685692e-03 2.18877470e+08
1.87416262e-03 6.59927320e+07 1.26243594e-03 2.15918509e+08
1.88248178e-03 6.51004740e+07 1.26803973e-03 2.12999172e+08
1.89083788e-03 6.42201455e+07 1.27366839e-03 2.10118867e+08
1.89923106e-03 6.33515685e+07 1.27932204e-03 2.07277011e+08
1.90766150e-03 6.24945682e+07 1.28500079e-03 2.04473032e+08
1.91612936e-03 6.16489750e+07 1.29070474e-03 2.01706375e+08
1.92463481e-03 6.08146447e+07 1.29643401e-03 1.98976569e+08
1.93317801e-03 5.99914475e+07 1.30218871e-03 1.96283189e+08
1.94175914e-03 5.91792548e+07 1.30796896e-03 1.93625814e+08
1.95037835e-03 5.83779391e+07 1.31377486e-03 1.91004027e+08
1.95903583e-03 5.75873737e+07 1.31960654e-03 1.88417413e+08
1.96773174e-03 5.68074327e+07 1.32546410e-03 1.85865561e+08
1.97646624e-03 5.60379915e+07 1.33134766e-03 1.83348063e+08
1.98523952e-03 5.52789261e+07 1.33725734e-03 1.80864512e+08
1.99405174e-03 5.45301137e+07 1.34319325e-03 1.78414508e+08
2.00290307e-03 5.37914307e+07 1.34915551e-03 1.75997646e+08
2.01179370e-03 5.30627354e+07 1.35514424e-03 1.73613463e+08
2.02072379e-03 5.23438750e+07 1.36115955e-03 1.71261457e+08
2.02969352e-03 5.16346997e+07 1.36720156e-03 1.68941140e+08
2.03870307e-03 5.09350619e+07 1.37327039e-03 1.66652028e+08
2.04775260e-03 5.02448173e+07 1.37936615e-03 1.64393649e+08
2.05684231e-03 4.95638236e+07 1.38548898e-03 1.62165538e+08
2.06597237e-03 4.88919416e+07 1.39163899e-03 1.59967239e+08
2.07514295e-03 4.82290342e+07 1.39781629e-03 1.57798304e+08
2.08435424e-03 4.75749671e+07 1.40402102e-03 1.55658292e+08
2.09360642e-03 4.69296095e+07 1.41025328e-03 1.53546777e+08
2.10289966e-03 4.62928501e+07 1.41651321e-03 1.51463394e+08
2.11223416e-03 4.56645920e+07 1.42280093e-03 1.49407826e+08
2.12161010e-03 4.50447391e+07 1.42911656e-03 1.47379758e+08
2.13102765e-03 4.44331958e+07 1.43546022e-03 1.45378879e+08
2.14048700e-03 4.38298673e+07 1.44183204e-03 1.43404877e+08
2.14998834e-03 4.32346593e+07 1.44823215e-03 1.41457444e+08
2.15953186e-03 4.26474783e+07 1.45466066e-03 1.39536274e+08
2.16911774e-03 4.20682311e+07 1.46111771e-03 1.37641062e+08
2.17874618e-03 4.14968254e+07 1.46760342e-03 1.35771507e+08
2.18841735e-03 4.09331690e+07 1.47411792e-03 1.33927306e+08
2.19813145e-03 4.03771602e+07 1.48066134e-03 1.32108127e+08
2.20788867e-03 3.98286905e+07 1.48723381e-03 1.30313615e+08
2.21768920e-03 3.92876526e+07 1.49383544e-03 1.28543418e+08
