# k[h/Mpc]  P(k)[(Mpc/h)^3]  k[1/Mpc]  P(k)[Mpc^3]
2.27741274e-03 2.07659917e+08 1.53406522e-03 6.79432692e+08
2.28752188e-03 2.04836004e+08 1.54087474e-03 6.70193265e+08
2.29767589e-03 2.02051031e+08 1.54771448e-03 6.61081245e+08
2.30787497e-03 1.99304055e+08 1.55458458e-03 6.52093544e+08
2.31811933e-03 1.96594161e+08 1.56148518e-03 6.43227166e+08
2.32840916e-03 1.93920511e+08 1.56841641e-03 6.34479378e+08
2.33874467e-03 1.91282629e+08 1.57537841e-03 6.25848615e+08
2.34912605e-03 1.88680177e+08 1.58237131e-03 6.17333775e+08
2.35955352e-03 1.86112817e+08 1.58939525e-03 6.08933751e+08
2.37002727e-03 1.83580104e+08 1.59645037e-03 6.00647087e+08
2.38054751e-03 1.81080894e+08 1.60353680e-03 5.92470041e+08
2.39111445e-03 1.78613799e+08 1.61065469e-03 5.84398068e+08
2.40172830e-03 1.76177485e+08 1.61780418e-03 5.76426808e+08
2.41238926e-03 1.73770946e+08 1.62498540e-03 5.68552967e+08
2.42309754e-03 1.71395050e+08 1.63219850e-03 5.60779384e+08
2.43385335e-03 1.69051364e+08 1.63944362e-03 5.53111187e+08
2.44465691e-03 1.66741356e+08 1.64672090e-03 5.45553183e+08
2.45550843e-03 1.64466088e+08 1.65403048e-03 5.38108841e+08
2.46640811e-03 1.62224389e+08 1.66137250e-03 5.30774331e+08
2.47735617e-03 1.60014220e+08 1.66874712e-03 5.23542983e+08
2.48835284e-03 1.57833630e+08 1.67615447e-03 5.16408413e+08
2.49939831e-03 1.55680927e+08 1.68359470e-03 5.09365087e+08
2.51049281e-03 1.53555712e+08 1.69106796e-03 5.02411694e+08
2.52163657e-03 1.51458111e+08 1.69857439e-03 4.95548654e+08
2.53282978e-03 1.49388235e+08 1.70611414e-03 4.88776325e+08
2.54407268e-03 1.47346179e+08 1.71368736e-03 4.82095016e+08
2.55536549e-03 1.45332054e+08 1.72129420e-03 4.75505098e+08
2.56670843e-03 1.43345971e+08 1.72893480e-03 4.69006926e+08
2.57810171e-03 1.41388017e+08 1.73660931e-03 4.62600788e+08
2.58954557e-03 1.39458119e+08 1.74431790e-03 4.56286446e+08
2.60104023e-03 1.37555171e+08 1.75206070e-03 4.50060279e+08
2.61258591e-03 1.35677654e+08 1.75983787e-03 4.43917321e+08
2.62418284e-03 1.33824117e+08 1.76764956e-03 4.37852819e+08
2.63583124e-03 1.31993345e+08 1.77549592e-03 4.31862803e+08
2.64753135e-03 1.30185477e+08 1.78337712e-03 4.25947724e+08
2.65928340e-03 1.28401220e+08 1.79129330e-03 4.20109897e+08
2.67108761e-03 1.26641233e+08 1.79924462e-03 4.14351479e+08
2.68294423e-03 1.24906025e+08 1.80723123e-03 4.08674135e+08
2.69485347e-03 1.23195289e+08 1.81525329e-03 4.03076859e+08
2.70681557e-03 1.21508362e+08 1.82331097e-03 3.97557481e+08
2.71883077e-03 1.19844601e+08 1.83140441e-03 3.92113901e+08
2.73089931e-03 1.18203395e+08 1.83953377e-03 3.86744115e+08
2.74302142e-03 1.16584215e+08 1.84769923e-03 3.81446397e+08
2.75519733e-03 1.14986582e+08 1.85590092e-03 3.76219178e+08
2.76742729e-03 1.13410031e+08 1.86413902e-03 3.71060933e+08
2.77971154e-03 1.11854132e+08 1.87241370e-03 3.65970262e+08
2.79205032e-03 1.10318664e+08 1.88072510e-03 3.60946436e+08
2.80444387e-03 1.08803495e+08 1.88907339e-03 3.55989026e+08
2.81689243e-03 1.07308492e+08 1.89745874e-03 3.51097597e+08
2.82939625e-03 1.05833532e+08 1.90588131e-03 3.46271745e+08
2.84195557e-03 1.04378609e+08 1.91434127e-03 3.41511450e+08
2.85457064e-03 1.02943763e+08 1.92283879e-03 3.36816847e+08
2.86724171e-03 1.01529023e+08 1.93137402e-03 3.32188024e+08
2.87996903e-03 1.00134328e+08 1.93994714e-03 3.27624786e+08
2.89275283e-03 9.87589864e+07 1.94855831e-03 3.23124872e+08
2.90559339e-03 9.74020289e+07 1.95720771e-03 3.18685107e+08
2.91849094e-03 9.60625249e+07 1.96589550e-03 3.14302447e+08
2.93144574e-03 9.47396896e+07 1.97462185e-03 3.09974324e+08
2.94445805e-03 9.34336532e+07 1.98338694e-03 3.05701165e+08
2.95752811e-03 9.21449713e+07 1.99219094e-03 3.01484788e+08
2.97065620e-03 9.08741633e+07 2.00103401e-03 2.97326891e+08
2.98384255e-03 8.96216248e+07 2.00991634e-03 2.93228769e+08
2.99708744e-03 8.83869800e+07 2.01883810e-03 2.89189193e+08
3.01039112e-03 8.71694876e+07 2.02779946e-03 2.85205737e+08
3.02375386e-03 8.59684335e+07 2.03680060e-03 2.81276065e+08
3.03717591e-03 8.47831804e+07 2.04584169e-03 2.77398091e+08
3.05065754e-03 8.36135344e+07 2.05492292e-03 2.73571182e+08
3.06419901e-03 8.24595191e+07 2.06404445e-03 2.69795414e+08
3.07780059e-03 8.13211503e+07 2.07320648e-03 2.66070838e+08
3.09146255e-03 8.01984104e+07 2.08240917e-03 2.62397398e+08
3.10518515e-03 7.90910617e+07 2.09165271e-03 2.58774316e+08
3.11896866e-03 7.79987590e+07 2.10093729e-03 2.55200463e+08
3.13281336e-03 7.69211667e+07 2.11026308e-03 2.51674739e+08
3.14671951e-03 7.58579701e+07 2.11963026e-03 2.48196116e+08
3.16068739e-03 7.48089670e+07 2.12903902e-03 2.44763933e+08
3.17471727e-03 7.37740133e+07 2.13848955e-03 2.41377716e+08
3.18880942e-03 7.27529657e+07 2.14798203e-03 2.38036999e+08
3.20296413e-03 7.17456848e+07 2.15751664e-03 2.34741324e+08
3.21718167e-03 7.07520676e+07 2.16709358e-03 2.31490355e+08
3.23146233e-03 6.97720287e+07 2.17671302e-03 2.28283812e+08
3.24580637e-03 6.88054801e+07 2.18637517e-03 2.25121407e+08
3.26021408e-03 6.78523141e+07 2.19608020e-03 2.22002788e+08
3.27468575e-03 6.69122613e+07 2.20582832e-03 2.18927073e+08
3.28922165e-03 6.59849714e+07 2.21561970e-03 2.15893117e+08
3.30382208e-03 6.50701050e+07 2.22545455e-03 2.12899809e+08
3.31848731e-03 6.41673547e+07 2.23533305e-03 2.09946143e+08
3.33321765e-03 6.32766223e+07 2.24525541e-03 2.07031798e+08
3.34801337e-03 6.23979198e+07 2.25522180e-03 2.04156812e+08
3.36287476e-03 6.15312532e+07 2.26523244e-03 2.01321207e+08
3.37780213e-03 6.06766038e+07 2.27528751e-03 1.98524920e+08
3.39279575e-03 5.98337724e+07 2.28538722e-03 1.95767299e+08
3.40785593e-03 5.90024643e+07 2.29553175e-03 1.93047382e+08
3.42298296e-03 5.81823932e+07 2.30572132e-03 1.90364230e+08
3.43817714e-03 5.73732944e+07 2.31595612e-03 1.87716977e+08
3.45343876e-03 5.65750352e+07 2.32623635e-03 1.85105191e+08
3.46876812e-03 5.57875561e+07 2.33656221e-03 1.82528675e+08
3.48416553e-03 5.50107958e+07 2.34693390e-03 1.79987230e+08
3.49963129e-03 5.42446816e+07 2.35735164e-03 1.77480617e+08
3.51516570e-03 5.34890493e+07 2.36781562e-03 1.75008299e+08
3.53076906e-03 5.27436851e+07 2.37832604e-03 1.72569577e+08
3.54644169e-03 5.20083804e+07 2.38888312e-03 1.70163768e+08
3.56218388e-03 5.12829386e+07 2.39948706e-03 1.67790229e+08
3.57799595e-03 5.05672343e+07 2.41013807e-03 1.65448550e+08
3.59387821e-03 4.98611829e+07 2.42083636e-03 1.63138454e+08
3.60983097e-03 4.91646995e+07 2.43158214e-03 1.60859663e+08
3.62585454e-03 4.84776944e+07 2.44237562e-03 1.58611883e+08
3.64194924e-03 4.78000306e+07 2.45321701e-03 1.56394667e+08
3.65811538e-03 4.71315452e+07 2.46410652e-03 1.54207481e+08
3.67435327e-03 4.64720786e+07 2.47504437e-03 1.52049803e+08
3.69066325e-03 4.58214829e+07 2.48603077e-03 1.49921150e+08
3.70704562e-03 4.51797021e+07 2.49706593e-03 1.47821337e+08
3.72350072e-03 4.45467330e+07 2.50815008e-03 1.45750356e+08
3.74002885e-03 4.39225686e+07 2.51928344e-03 1.43708182e+08
3.75663036e-03 4.33071831e+07 2.53046621e-03 1.41694731e+08
3.77330555e-03 4.27003932e+07 2.54169862e-03 1.39709403e+08
3.79005476e-03 4.21019232e+07 2.55298089e-03 1.37751298e+08
3.80687832e-03 4.15115066e+07 2.56431324e-03 1.35819541e+08
3.82377656e-03 4.09289005e+07 2.57569589e-03 1.33913340e+08
3.84074981e-03 4.03540271e+07 2.58712907e-03 1.32032439e+08
3.85779840e-03 3.97869084e+07 2.59861300e-03 1.30176910e+08
3.87492266e-03 3.92275623e+07 2.61014790e-03 1.28346812e+08
3.89212294e-03 3.86759910e+07 2.62173401e-03 1.26542152e+08
3.90939957e-03 3.81320682e+07 2.63337155e-03 1.24762516e+08
3.92675288e-03 3.75955899e+07 2.64506074e-03 1.23007238e+08
3.94418323e-03 3.70663579e+07 2.65680182e-03 1.21275669e+08
3.96169094e-03 3.65441876e+07 2.66859502e-03 1.19567205e+08
3.97927638e-03 3.60289835e+07 2.68044057e-03 1.17881533e+08
3.99693987e-03 3.55207063e+07 2.69233869e-03 1.16218525e+08
4.01468176e-03 3.50193158e+07 2.70428964e-03 1.14578048e+08
4.03250241e-03 3.45247687e+07 2.71629363e-03 1.12959963e+08
4.05040217e-03 3.40370034e+07 2.72835090e-03 1.11364067e+08
4.06838137e-03 3.35559460e+07 2.74046169e-03 1.09790118e+08
4.08644039e-03 3.30815228e+07 2.75262625e-03 1.08237875e+08
4.10457957e-03 3.26136582e+07 2.76484480e-03 1.06707091e+08
4.12279926e-03 3.21522521e+07 2.77711758e-03 1.05197438e+08
4.14109983e-03 3.16971886e+07 2.78944485e-03 1.03708537e+08
4.15948164e-03 3.12483546e+07 2.80182683e-03 1.02240018e+08
4.17794504e-03 3.08056394e+07 2.81426378e-03 1.00791519e+08
4.19649039e-03 3.03689331e+07 2.82675593e-03 9.93626807e+07
4.21511806e-03 2.99381273e+07 2.83930353e-03 9.79531474e+07
4.23382843e-03 2.95131160e+07 2.85190683e-03 9.65625730e+07
4.25262184e-03 2.90938013e+07 2.86456607e-03 9.51906369e+07
4.27149868e-03 2.86801561e+07 2.87728151e-03 9.38372507e+07
4.29045930e-03 2.82721998e+07 2.89005339e-03 9.25024779e+07
4.30950409e-03 2.78699487e+07 2.90288196e-03 9.11863714e+07
4.32863342e-03 2.74734068e+07 2.91576747e-03 8.98889446e+07
4.34784766e-03 2.70824694e+07 2.92871019e-03 8.86098549e+07
4.36714719e-03 2.66969593e+07 2.94171035e-03 8.73485226e+07
4.38653239e-03 2.63167044e+07 2.95476822e-03 8.61043845e+07
4.40600364e-03 2.59415478e+07 2.96788405e-03 8.48769273e+07
4.42556132e-03 2.55714575e+07 2.98105810e-03 8.36660463e+07
4.44520581e-03 2.52064867e+07 2.99429063e-03 8.24719156e+07
4.46493750e-03 2.48466846e+07 3.00758190e-03 8.12946962e+07
4.48475677e-03 2.44920835e+07 3.02093216e-03 8.01344936e+07
4.50466403e-03 2.41425527e+07 3.03434169e-03 7.89908800e+07
4.52465964e-03 2.37978491e+07 3.04781074e-03 7.78630607e+07
4.54474402e-03 2.34577381e+07 3.06133957e-03 7.67502674e+07
4.56491755e-03 2.31220064e+07 3.07492846e-03 7.56518027e+07
4.58518062e-03 2.27906120e+07 3.08857767e-03 7.45675292e+07
4.60553364e-03 2.24636339e+07 3.10228746e-03 7.34977047e+07
4.62597701e-03 2.21411468e+07 3.11605811e-03 7.24425744e+07
4.64651112e-03 2.18232109e+07 3.12988989e-03 7.14023351e+07
4.66713638e-03 2.15097630e+07 3.14378306e-03 7.03767794e+07
4.68785319e-03 2.12006510e+07 3.15773791e-03 6.93654105e+07
4.70866196e-03 2.08957269e+07 3.17175470e-03 6.83677438e+07
4.72956310e-03 2.05948543e+07 3.18583370e-03 6.73833329e+07
4.75055701e-03 2.02979900e+07 3.19997520e-03 6.64120365e+07
4.77164412e-03 2.00051586e+07 3.21417948e-03 6.54539354e+07
4.79282483e-03 1.97163831e+07 3.22844680e-03 6.45091044e+07
4.81409955e-03 1.94316792e+07 3.24277746e-03 6.35775951e+07
4.83546871e-03 1.91510083e+07 3.25717173e-03 6.26592813e+07
4.85693273e-03 1.88742915e+07 3.27162989e-03 6.17539046e+07
4.87849202e-03 1.86014509e+07 3.28615223e-03 6.08612102e+07
4.90014702e-03 1.83324106e+07 3.30073903e-03 5.99809502e+07
4.92189813e-03 1.80670995e+07 3.31539058e-03 5.91128911e+07
4.94374580e-03 1.78054497e+07 3.33010717e-03 5.82568116e+07
4.96569044e-03 1.75473954e+07 3.34488908e-03 5.74124959e+07
4.98773250e-03 1.72928739e+07 3.35973661e-03 5.65797389e+07
5.00987239e-03 1.70418508e+07 3.37465004e-03 5.57584283e+07
5.03211056e-03 1.67943134e+07 3.38962968e-03 5.49485223e+07
5.05444745e-03 1.65502482e+07 3.40467580e-03 5.41499770e+07
5.07688348e-03 1.63096374e+07 3.41978871e-03 5.33627338e+07
5.09941911e-03 1.60724099e+07 3.43496871e-03 5.25865602e+07
5.12205477e-03 1.58384538e+07 3.45021609e-03 5.18210905e+07
5.14479090e-03 1.56076606e+07 3.46553115e-03 5.10659690e+07
5.16762796e-03 1.53799303e+07 3.48091419e-03 5.03208688e+07
5.19056639e-03 1.51552428e+07 3.49636552e-03 4.95857245e+07
5.21360664e-03 1.49336409e+07 3.51188543e-03 4.88606758e+07
5.23674916e-03 1.47151652e+07 3.52747423e-03 4.81458552e+07
5.25999441e-03 1.44998479e+07 3.54313223e-03 4.74413687e+07
5.28334284e-03 1.42876502e+07 3.55885974e-03 4.67470892e+07
5.30679491e-03 1.40784764e+07 3.57465705e-03 4.60627031e+07
5.33035108e-03 1.38722323e+07 3.59052449e-03 4.53879028e+07
5.35401182e-03 1.36688288e+07 3.60646236e-03 4.47223964e+07
5.37777758e-03 1.34682018e+07 3.62247098e-03 4.40659747e+07
5.40164884e-03 1.32703085e+07 3.63855066e-03 4.34184967e+07
5.42562605e-03 1.30751070e+07 3.65470171e-03 4.27798264e+07
5.44970970e-03 1.28825581e+07 3.67092446e-03 4.21498346e+07
5.47390026e-03 1.26926468e+07 3.68721921e-03 4.15284727e+07
5.49819819e-03 1.25053784e+07 3.70358630e-03 4.09157581e+07
5.52260397e-03 1.23207571e+07 3.72002604e-03 4.03117044e+07
5.54711809e-03 1.21387839e+07 3.73653875e-03 3.97163150e+07
5.57174103e-03 1.19594343e+07 3.75312476e-03 3.91295094e+07
5.59647326e-03 1.17826622e+07 3.76978439e-03 3.85511369e+07
5.62131528e-03 1.16084217e+07 3.78651797e-03 3.79810479e+07
5.64626757e-03 1.14366667e+07 3.80332583e-03 3.74190908e+07
5.67133062e-03 1.12673207e+07 3.82020830e-03 3.68650154e+07
5.69650492e-03 1.11002818e+07 3.83716571e-03 3.63184886e+07
5.72179096e-03 1.09354517e+07 3.85419839e-03 3.57791888e+07
5.74718925e-03 1.07727406e+07 3.87130668e-03 3.52468222e+07
5.77270027e-03 1.06121446e+07 3.88849090e-03 3.47213756e+07
5.79832454e-03 1.04537335e+07 3.90575141e-03 3.42030778e+07
5.82406255e-03 1.02975747e+07 3.92308853e-03 3.36921492e+07
5.84991480e-03 1.01437271e+07 3.94050261e-03 3.31887825e+07
5.87588181e-03 9.99218049e+06 3.95799399e-03 3.26929443e+07
5.90196409e-03 9.84286379e+06 3.97556301e-03 3.22044020e+07
5.92816214e-03 9.69570636e+06 3.99321002e-03 3.17229246e+07
5.95447648e-03 9.55064089e+06 4.01093536e-03 3.12482917e+07
5.98090763e-03 9.40761554e+06 4.02873938e-03 3.07803338e+07
6.00745610e-03 9.26659232e+06 4.04662243e-03 3.03189266e+07
6.03412242e-03 9.12753477e+06 4.06458486e-03 2.98639507e+07
6.06090710e-03 8.99040754e+06 4.08262702e-03 2.94152906e+07
6.08781068e-03 8.85518048e+06 4.10074927e-03 2.89728476e+07
6.11483368e-03 8.72182816e+06 4.11895197e-03 2.85365384e+07
6.14197663e-03 8.59032569e+06 4.13723546e-03 2.81062817e+07
6.16924007e-03 8.46064920e+06 4.15560011e-03 2.76819993e+07
6.19662452e-03 8.33279018e+06 4.17404628e-03 2.72636634e+07
6.22413053e-03 8.20675422e+06 4.19257433e-03 2.68512923e+07
6.25175864e-03 8.08254606e+06 4.21118462e-03 2.64449014e+07
6.27950938e-03 7.96016722e+06 4.22987752e-03 2.60444959e+07
6.30738331e-03 7.83957710e+06 4.24865340e-03 2.56499428e+07
6.33538096e-03 7.72069592e+06 4.26751262e-03 2.52609810e+07
6.36350289e-03 7.60344575e+06 4.28645555e-03 2.48773557e+07
6.39174966e-03 7.48775502e+06 4.30548257e-03 2.44988327e+07
6.42012180e-03 7.37361894e+06 4.32459405e-03 2.41253962e+07
6.44861989e-03 7.26109606e+06 4.34379036e-03 2.37572379e+07
6.47724447e-03 7.15024329e+06 4.36307188e-03 2.33945440e+07
6.50599612e-03 7.04110937e+06 4.38243899e-03 2.30374738e+07
6.53487539e-03 6.93364991e+06 4.40189206e-03 2.26858823e+07
6.56388285e-03 6.82773084e+06 4.42143149e-03 2.23393307e+07
6.59301907e-03 6.72322094e+06 4.44105765e-03 2.19973897e+07
6.62228463e-03 6.62000011e+06 4.46077093e-03 2.16596663e+07
6.65168009e-03 6.51805753e+06 4.48057171e-03 2.13261252e+07
6.68120603e-03 6.41748917e+06 4.50046038e-03 2.09970803e+07
6.71086304e-03 6.31838950e+06 4.52043734e-03 2.06728408e+07
6.74065168e-03 6.22084314e+06 4.54050297e-03 2.03536834e+07
6.77057256e-03 6.12484748e+06 4.56065768e-03 2.00395997e+07
6.80062625e-03 6.03031331e+06 4.58090184e-03 1.97302978e+07
6.83081335e-03 5.93715163e+06 4.60123587e-03 1.94254866e+07
6.86113444e-03 5.84527962e+06 4.62166016e-03 1.91248948e+07
6.89159012e-03 5.75466326e+06 4.64217511e-03 1.88284114e+07
6.92218100e-03 5.66531777e+06 4.66278112e-03 1.85360861e+07
6.95290766e-03 5.57725900e+06 4.68347860e-03 1.82479708e+07
6.98377071e-03 5.49050011e+06 4.70426795e-03 1.79641085e+07
7.01477076e-03 5.40502722e+06 4.72514958e-03 1.76844538e+07
7.04590842e-03 5.32079881e+06 4.74612391e-03 1.74088708e+07
7.07718429e-03 5.23777366e+06 4.76719134e-03 1.71372247e+07
7.10859899e-03 5.15591305e+06 4.78835228e-03 1.68693888e+07
7.14015313e-03 5.07520184e+06 4.80960715e-03 1.66053137e+07
7.17184735e-03 4.99564942e+06 4.83095637e-03 1.63450298e+07
7.20368224e-03 4.91726509e+06 4.85240036e-03 1.60885679e+07
7.23565845e-03 4.84005623e+06 4.87393953e-03 1.58359518e+07
7.26777660e-03 4.76401116e+06 4.89557432e-03 1.55871435e+07
7.30003731e-03 4.68909817e+06 4.91730513e-03 1.53420393e+07
7.33244123e-03 4.61528565e+06 4.93913241e-03 1.51005355e+07
7.36498898e-03 4.54254309e+06 4.96105658e-03 1.48625326e+07
7.39768121e-03 4.47083905e+06 4.98307806e-03 1.46279275e+07
7.43051856e-03 4.40014090e+06 5.00519730e-03 1.43966136e+07
7.46350166e-03 4.33041723e+06 5.02741472e-03 1.41684880e+07
7.49663118e-03 4.26163893e+06 5.04973076e-03 1.39434555e+07
7.52990775e-03 4.19380644e+06 5.07214586e-03 1.37215176e+07
7.56333203e-03 4.12695249e+06 5.09466045e-03 1.35027813e+07
7.59690468e-03 4.06110898e+06 5.11727499e-03 1.32873510e+07
7.63062635e-03 3.99630412e+06 5.13998991e-03 1.30753191e+07
7.66449771e-03 3.93253173e+06 5.16280565e-03 1.28666652e+07
7.69851941e-03 3.86974768e+06 5.18572268e-03 1.26612450e+07
7.73269214e-03 3.80790768e+06 5.20874143e-03 1.24589136e+07
7.76701656e-03 3.74696987e+06 5.23186235e-03 1.22595341e+07
7.80149333e-03 3.68690515e+06 5.25508591e-03 1.20630111e+07
7.83612315e-03 3.62769847e+06 5.27841255e-03 1.18692956e+07
7.87090668e-03 3.56933599e+06 5.30184274e-03 1.16783422e+07
7.90584461e-03 3.51180449e+06 5.32537693e-03 1.14901076e+07
7.94093763e-03 3.45510318e+06 5.34901559e-03 1.13045892e+07
7.97618642e-03 3.39924546e+06 5.37275917e-03 1.11218310e+07
8.01159167e-03 3.34424422e+06 5.39660815e-03 1.09418750e+07
8.04715408e-03 3.29011017e+06 5.42056299e-03 1.07647564e+07
8.08287435e-03 3.23682626e+06 5.44462417e-03 1.05904192e+07
8.11875318e-03 3.18434328e+06 5.46879214e-03 1.04187027e+07
8.15479127e-03 3.13261252e+06 5.49306740e-03 1.02494472e+07
8.19098933e-03 3.08158874e+06 5.51745041e-03 1.00825049e+07
8.22734807e-03 3.03126189e+06 5.54194166e-03 9.91784288e+06
8.26386820e-03 2.98166317e+06 5.56654162e-03 9.75556316e+06
8.30055043e-03 2.93282394e+06 5.59125077e-03 9.59576840e+06
8.33739550e-03 2.88477205e+06 5.61606961e-03 9.43854969e+06
8.37440411e-03 2.83749629e+06 5.64099861e-03 9.28387034e+06
8.41157700e-03 2.79093880e+06 5.66603827e-03 9.13154110e+06
8.44891490e-03 2.74504188e+06 5.69118908e-03 8.98137313e+06
8.48641853e-03 2.69975207e+06 5.71645152e-03 8.83319153e+06
8.52408864e-03 2.65505837e+06 5.74182611e-03 8.68696033e+06
8.56192596e-03 2.61100116e+06 5.76731333e-03 8.54281160e+06
8.59993124e-03 2.56762118e+06 5.79291368e-03 8.40087870e+06
8.63810521e-03 2.52495528e+06 5.81862767e-03 8.26128215e+06
8.67644864e-03 2.48300554e+06 5.84445580e-03 8.12402877e+06
8.71496227e-03 2.44173148e+06 5.87039858e-03 7.98898614e+06
8.75364685e-03 2.40109186e+06 5.89645652e-03 7.85601928e+06
8.79250315e-03 2.36104800e+06 5.92263012e-03 7.72500164e+06
8.83153193e-03 2.32157909e+06 5.94891991e-03 7.59586518e+06
8.87073395e-03 2.28268640e+06 5.97532639e-03 7.46861403e+06
8.91010999e-03 2.24437219e+06 6.00185009e-03 7.34325558e+06
8.94966081e-03 2.20663812e+06 6.02849152e-03 7.21979523e+06
8.98938719e-03 2.16948296e+06 6.05525121e-03 7.09822903e+06
9.02928991e-03 2.13290198e+06 6.08212968e-03 6.97854146e+06
9.06936975e-03 2.09689010e+06 6.10912746e-03 6.86071589e+06
9.10962750e-03 2.06144197e+06 6.13624509e-03 6.74473480e+06
9.15006396e-03 2.02654457e+06 6.16348308e-03 6.63055566e+06
9.19067990e-03 1.99217491e+06 6.19084198e-03 6.51810318e+06
9.23147613e-03 1.95831034e+06 6.21832232e-03 6.40730328e+06
9.27245346e-03 1.92492965e+06 6.24592465e-03 6.29808658e+06
9.31361267e-03 1.89202675e+06 6.27364950e-03 6.19043312e+06
9.35495459e-03 1.85961526e+06 6.30149741e-03 6.08438749e+06
9.39648001e-03 1.82770902e+06 6.32946894e-03 5.97999498e+06
9.43818977e-03 1.79632035e+06 6.35756463e-03 5.87729587e+06
9.48008466e-03 1.76544993e+06 6.38578503e-03 5.77629240e+06
9.52216553e-03 1.73508315e+06 6.41413070e-03 5.67693678e+06
9.56443318e-03 1.70520485e+06 6.44260219e-03 5.57917936e+06
9.60688846e-03 1.67580042e+06 6.47120006e-03 5.48297241e+06
9.64953218e-03 1.64685401e+06 6.49992488e-03 5.38826399e+06
9.69236520e-03 1.61834770e+06 6.52877720e-03 5.29499554e+06
9.73538835e-03 1.59026426e+06 6.55775759e-03 5.20311066e+06
9.77860248e-03 1.56258753e+06 6.58686663e-03 5.11255648e+06
9.82200842e-03 1.53531350e+06 6.61610487e-03 5.02331986e+06
9.86560704e-03 1.50845479e+06 6.64547290e-03 4.93544213e+06
9.90939919e-03 1.48202422e+06 6.67497129e-03 4.84896517e+06
9.95338572e-03 1.45603314e+06 6.70460062e-03 4.76392618e+06
9.99756750e-03 1.43047980e+06 6.73436147e-03 4.68031941e+06
1.00419454e-02 1.40534429e+06 6.76425443e-03 4.59807972e+06
1.00865203e-02 1.38060624e+06 6.79428007e-03 4.51714048e+06
1.01312930e-02 1.35624656e+06 6.82443900e-03 4.43743917e+06
1.01762645e-02 1.33225770e+06 6.85473179e-03 4.35895117e+06
1.02214357e-02 1.30864840e+06 6.88515906e-03 4.28170500e+06
1.02668073e-02 1.28542780e+06 6.91572138e-03 4.20573062e+06
1.03123803e-02 1.26260390e+06 6.94641937e-03 4.13105419e+06
1.03581556e-02 1.24017145e+06 6.97725362e-03 4.05765852e+06
1.04041341e-02 1.21810619e+06 7.00822475e-03 3.98546423e+06
1.04503167e-02 1.19638359e+06 7.03933334e-03 3.91439108e+06
1.04967043e-02 1.17498073e+06 7.07058003e-03 3.84436407e+06
1.05432978e-02 1.15388701e+06 7.10196541e-03 3.77534852e+06
1.05900982e-02 1.13310950e+06 7.13349012e-03 3.70736756e+06
1.06371062e-02 1.11265605e+06 7.16515475e-03 3.64044688e+06
1.06843230e-02 1.09253364e+06 7.19695994e-03 3.57460930e+06
1.07317493e-02 1.07274374e+06 7.22890631e-03 3.50985968e+06
1.07793861e-02 1.05327995e+06 7.26099449e-03 3.44617702e+06
1.08272344e-02 1.03413534e+06 7.29322510e-03 3.38353867e+06
1.08752951e-02 1.01530321e+06 7.32559877e-03 3.32192271e+06
1.09235691e-02 9.96777549e+05 7.35811615e-03 3.26130947e+06
1.09720574e-02 9.78553273e+05 7.39077787e-03 3.20168233e+06
1.10207610e-02 9.60625480e+05 7.42358458e-03 3.14302522e+06
1.10696807e-02 9.42989363e+05 7.45653690e-03 3.08532244e+06
1.11188175e-02 9.25640341e+05 7.48963550e-03 3.02855900e+06
1.11681725e-02 9.08574128e+05 7.52288102e-03 2.97272086e+06
1.12177466e-02 8.91786520e+05 7.55627411e-03 2.91779428e+06
1.12675407e-02 8.75273399e+05 7.58981543e-03 2.86376577e+06
1.13175559e-02 8.59032109e+05 7.62350563e-03 2.81062666e+06
1.13677930e-02 8.43062297e+05 7.65734538e-03 2.75837579e+06
1.14182532e-02 8.27363616e+05 7.69133534e-03 2.70701201e+06
1.14689373e-02 8.11935458e+05 7.72547618e-03 2.65653335e+06
1.15198464e-02 7.96773794e+05 7.75976856e-03 2.60692662e+06
1.15709815e-02 7.81869181e+05 7.79421317e-03 2.55816092e+06
1.16223436e-02 7.67212099e+05 7.82881067e-03 2.51020510e+06
1.16739337e-02 7.52793533e+05 7.86356174e-03 2.46302968e+06
1.17257528e-02 7.38607743e+05 7.89846707e-03 2.41661586e+06
1.17778019e-02 7.24654067e+05 7.93352734e-03 2.37096148e+06
1.18300820e-02 7.10932176e+05 7.96874323e-03 2.32606547e+06
1.18825942e-02 6.97441551e+05 8.00411545e-03 2.28192613e+06
1.19353395e-02 6.84180550e+05 8.03964467e-03 2.23853809e+06
1.19883189e-02 6.71145781e+05 8.07533161e-03 2.19589024e+06
1.20415335e-02 6.58333724e+05 8.11117696e-03 2.15397108e+06
1.20949843e-02 6.45740909e+05 8.14718142e-03 2.11276924e+06
1.21486724e-02 6.33363603e+05 8.18334570e-03 2.07227251e+06
1.22025987e-02 6.21197584e+05 8.21967050e-03 2.03246709e+06
1.22567645e-02 6.09238692e+05 8.25615655e-03 1.99333936e+06
1.23111707e-02 5.97482893e+05 8.29280456e-03 1.95487611e+06
1.23658183e-02 5.85927221e+05 8.32961524e-03 1.91706766e+06
1.24207086e-02 5.74570474e+05 8.36658932e-03 1.87991005e+06
1.24758425e-02 5.63411533e+05 8.40372752e-03 1.84339963e+06
1.25312212e-02 5.52449153e+05 8.44103057e-03 1.80753234e+06
1.25868456e-02 5.41679980e+05 8.47849921e-03 1.77229719e+06
