# ell  Dl_CLASS  Dl_mlx_final  residual_pct
   585  2.376559e+03  2.458428e+03  +3.4449
   586  2.368059e+03  2.451160e+03  +3.5092
   587  2.359474e+03  2.443917e+03  +3.5789
   588  2.350808e+03  2.436727e+03  +3.6549
   589  2.342066e+03  2.429606e+03  +3.7378
   590  2.333250e+03  2.422532e+03  +3.8265
   591  2.324366e+03  2.415472e+03  +3.9196
   592  2.315418e+03  2.408394e+03  +4.0155
   593  2.306410e+03  2.401265e+03  +4.1126
   594  2.297346e+03  2.394052e+03  +4.2094
   595  2.288231e+03  2.386722e+03  +4.3042
   596  2.279070e+03  2.379245e+03  +4.3954
   597  2.269866e+03  2.371589e+03  +4.4815
   598  2.260625e+03  2.363744e+03  +4.5616
   599  2.251350e+03  2.355700e+03  +4.6350
   600  2.242048e+03  2.347448e+03  +4.7011
   601  2.232722e+03  2.338980e+03  +4.7591
   602  2.223377e+03  2.330287e+03  +4.8084
   603  2.214019e+03  2.321360e+03  +4.8482
   604  2.204652e+03  2.312190e+03  +4.8778
   605  2.195282e+03  2.302781e+03  +4.8968
   606  2.185913e+03  2.293186e+03  +4.9075
   607  2.176550e+03  2.283472e+03  +4.9125
   608  2.167199e+03  2.273704e+03  +4.9144
   609  2.157865e+03  2.263949e+03  +4.9161
   610  2.148554e+03  2.254271e+03  +4.9204
   611  2.139270e+03  2.244738e+03  +4.9301
   612  2.130019e+03  2.235416e+03  +4.9481
   613  2.120807e+03  2.226354e+03  +4.9767
   614  2.111639e+03  2.217548e+03  +5.0155
   615  2.102522e+03  2.208975e+03  +5.0631
   616  2.093459e+03  2.200615e+03  +5.1186
   617  2.084459e+03  2.192446e+03  +5.1806
   618  2.075525e+03  2.184447e+03  +5.2479
   619  2.066665e+03  2.176596e+03  +5.3193
   620  2.057883e+03  2.168873e+03  +5.3934
   621  2.049187e+03  2.161253e+03  +5.4688
   622  2.040581e+03  2.153706e+03  +5.5438
   623  2.032069e+03  2.146197e+03  +5.6163
   624  2.023654e+03  2.138693e+03  +5.6847
   625  2.015337e+03  2.131159e+03  +5.7470
   626  2.007122e+03  2.123561e+03  +5.8013
   627  1.999011e+03  2.115866e+03  +5.8457
   628  1.991006e+03  2.108040e+03  +5.8781
   629  1.983112e+03  2.100061e+03  +5.8973
   630  1.975329e+03  2.091950e+03  +5.9039
   631  1.967661e+03  2.083741e+03  +5.8994
   632  1.960110e+03  2.075468e+03  +5.8853
   633  1.952680e+03  2.067165e+03  +5.8630
   634  1.945373e+03  2.058865e+03  +5.8340
   635  1.938191e+03  2.050603e+03  +5.7998
   636  1.931139e+03  2.042411e+03  +5.7620
   637  1.924217e+03  2.034321e+03  +5.7220
   638  1.917430e+03  2.026349e+03  +5.6805
   639  1.910780e+03  2.018509e+03  +5.6380
   640  1.904270e+03  2.010816e+03  +5.5951
   641  1.897903e+03  2.003282e+03  +5.5524
   642  1.891681e+03  1.995923e+03  +5.5105
   643  1.885608e+03  1.988751e+03  +5.4700
   644  1.879687e+03  1.981781e+03  +5.4314
   645  1.873921e+03  1.975021e+03  +5.3951
   646  1.868312e+03  1.968463e+03  +5.3605
   647  1.862864e+03  1.962093e+03  +5.3267
   648  1.857580e+03  1.955896e+03  +5.2927
   649  1.852462e+03  1.949858e+03  +5.2576
   650  1.847515e+03  1.943965e+03  +5.2206
   651  1.842740e+03  1.938204e+03  +5.1805
   652  1.838141e+03  1.932559e+03  +5.1366
   653  1.833722e+03  1.927019e+03  +5.0878
   654  1.829485e+03  1.921570e+03  +5.0334
   655  1.825433e+03  1.916204e+03  +4.9725
   656  1.821571e+03  1.910908e+03  +4.9044
   657  1.817900e+03  1.905673e+03  +4.8283
   658  1.814424e+03  1.900488e+03  +4.7433
   659  1.811147e+03  1.895341e+03  +4.6486
   660  1.808072e+03  1.890223e+03  +4.5436
   661  1.805202e+03  1.885129e+03  +4.4276
   662  1.802536e+03  1.880078e+03  +4.3019
   663  1.800074e+03  1.875098e+03  +4.1678
   664  1.797816e+03  1.870213e+03  +4.0269
   665  1.795763e+03  1.865451e+03  +3.8807
   666  1.793912e+03  1.860837e+03  +3.7307
   667  1.792264e+03  1.856397e+03  +3.5783
   668  1.790818e+03  1.852157e+03  +3.4252
   669  1.789574e+03  1.848137e+03  +3.2724
   670  1.788532e+03  1.844327e+03  +3.1196
   671  1.787690e+03  1.840711e+03  +2.9659
   672  1.787048e+03  1.837272e+03  +2.8105
   673  1.786605e+03  1.833995e+03  +2.6525
   674  1.786362e+03  1.830864e+03  +2.4912
   675  1.786317e+03  1.827861e+03  +2.3257
   676  1.786469e+03  1.824971e+03  +2.1552
   677  1.786819e+03  1.822181e+03  +1.9790
   678  1.787364e+03  1.819489e+03  +1.7973
   679  1.788105e+03  1.816899e+03  +1.6103
   680  1.789041e+03  1.814412e+03  +1.4181
   681  1.790171e+03  1.812031e+03  +1.2211
   682  1.791494e+03  1.809759e+03  +1.0195
   683  1.793009e+03  1.807597e+03  +0.8136
   684  1.794715e+03  1.805548e+03  +0.6036
   685  1.796612e+03  1.803616e+03  +0.3899
   686  1.798698e+03  1.801815e+03  +0.1733
   687  1.800973e+03  1.800158e+03  -0.0453
   688  1.803436e+03  1.798660e+03  -0.2648
   689  1.806086e+03  1.797336e+03  -0.4844
   690  1.808921e+03  1.796200e+03  -0.7032
   691  1.811940e+03  1.795267e+03  -0.9202
   692  1.815143e+03  1.794552e+03  -1.1344
   693  1.818529e+03  1.794065e+03  -1.3453
   694  1.822096e+03  1.793807e+03  -1.5526
   695  1.825843e+03  1.793773e+03  -1.7565
   696  1.829769e+03  1.793959e+03  -1.9570
   697  1.833872e+03  1.794362e+03  -2.1544
   698  1.838152e+03  1.794979e+03  -2.3487
   699  1.842608e+03  1.795805e+03  -2.5401
   700  1.847237e+03  1.796836e+03  -2.7285
   701  1.852037e+03  1.798069e+03  -2.9140
   702  1.857005e+03  1.799501e+03  -3.0966
   703  1.862139e+03  1.801132e+03  -3.2762
   704  1.867435e+03  1.802957e+03  -3.4527
   705  1.872890e+03  1.804976e+03  -3.6262
   706  1.878501e+03  1.807186e+03  -3.7964
   707  1.884265e+03  1.809585e+03  -3.9634
   708  1.890179e+03  1.812171e+03  -4.1270
   709  1.896240e+03  1.814949e+03  -4.2870
   710  1.902444e+03  1.817949e+03  -4.4414
   711  1.908787e+03  1.821208e+03  -4.5882
   712  1.915268e+03  1.824765e+03  -4.7253
   713  1.921882e+03  1.828656e+03  -4.8508
   714  1.928625e+03  1.832918e+03  -4.9624
   715  1.935495e+03  1.837590e+03  -5.0584
   716  1.942487e+03  1.842709e+03  -5.1366
   717  1.949599e+03  1.848295e+03  -5.1961
   718  1.956826e+03  1.854311e+03  -5.2389
   719  1.964165e+03  1.860699e+03  -5.2677
   720  1.971612e+03  1.867404e+03  -5.2854
   721  1.979163e+03  1.874372e+03  -5.2947
   722  1.986815e+03  1.881546e+03  -5.2984
   723  1.994563e+03  1.888871e+03  -5.2990
   724  2.002403e+03  1.896291e+03  -5.2992
   725  2.010332e+03  1.903764e+03  -5.3010
   726  2.018346e+03  1.911293e+03  -5.3040
   727  2.026440e+03  1.918894e+03  -5.3071
   728  2.034611e+03  1.926585e+03  -5.3094
   729  2.042853e+03  1.934381e+03  -5.3099
   730  2.051164e+03  1.942298e+03  -5.3075
   731  2.059538e+03  1.950353e+03  -5.3014
   732  2.067971e+03  1.958562e+03  -5.2906
   733  2.076459e+03  1.966933e+03  -5.2747
   734  2.084998e+03  1.975432e+03  -5.2550
   735  2.093583e+03  1.984020e+03  -5.2333
   736  2.102209e+03  1.992655e+03  -5.2114
   737  2.110872e+03  2.001296e+03  -5.1910
   738  2.119567e+03  2.009902e+03  -5.1739
   739  2.128290e+03  2.018432e+03  -5.1618
   740  2.137037e+03  2.026845e+03  -5.1563
   741  2.145804e+03  2.035108e+03  -5.1587
   742  2.154589e+03  2.043220e+03  -5.1689
   743  2.163387e+03  2.051190e+03  -5.1862
   744  2.172195e+03  2.059026e+03  -5.2099
   745  2.181009e+03  2.066735e+03  -5.2395
   746  2.189826e+03  2.074327e+03  -5.2744
   747  2.198641e+03  2.081807e+03  -5.3139
   748  2.207452e+03  2.089186e+03  -5.3576
   749  2.216254e+03  2.096474e+03  -5.4047
   750  2.225044e+03  2.103700e+03  -5.4536
   751  2.233818e+03  2.110897e+03  -5.5027
   752  2.242571e+03  2.118098e+03  -5.5505
   753  2.251300e+03  2.125335e+03  -5.5952
   754  2.260001e+03  2.132640e+03  -5.6354
   755  2.268669e+03  2.140048e+03  -5.6695
   756  2.277302e+03  2.147589e+03  -5.6959
   757  2.285894e+03  2.155291e+03  -5.7134
   758  2.294441e+03  2.163157e+03  -5.7219
   759  2.302940e+03  2.171182e+03  -5.7213
   760  2.311386e+03  2.179364e+03  -5.7118
   761  2.319775e+03  2.187699e+03  -5.6935
   762  2.328103e+03  2.196184e+03  -5.6664
   763  2.336364e+03  2.204815e+03  -5.6305
   764  2.344556e+03  2.213588e+03  -5.5860
   765  2.352672e+03  2.222503e+03  -5.5328
   766  2.360710e+03  2.231565e+03  -5.4706
   767  2.368664e+03  2.240782e+03  -5.3989
   768  2.376530e+03  2.250162e+03  -5.3174
   769  2.384304e+03  2.259712e+03  -5.2255
   770  2.391979e+03  2.269440e+03  -5.1229
   771  2.399553e+03  2.279355e+03  -5.0092
   772  2.407020e+03  2.289464e+03  -4.8839
   773  2.414376e+03  2.299760e+03  -4.7473
   774  2.421615e+03  2.310173e+03  -4.6020
   775  2.428734e+03  2.320621e+03  -4.4514
   776  2.435726e+03  2.331019e+03  -4.2988
   777  2.442587e+03  2.341284e+03  -4.1474
   778  2.449313e+03  2.351331e+03  -4.0004
   779  2.455901e+03  2.361077e+03  -3.8610
   780  2.462349e+03  2.370439e+03  -3.7326
   781  2.468656e+03  2.379348e+03  -3.6177
   782  2.474819e+03  2.387801e+03  -3.5161
   783  2.480837e+03  2.395811e+03  -3.4273
   784  2.486707e+03  2.403392e+03  -3.3504
   785  2.492428e+03  2.410556e+03  -3.2848
   786  2.497997e+03  2.417317e+03  -3.2298
   787  2.503413e+03  2.423686e+03  -3.1847
   788  2.508674e+03  2.429678e+03  -3.1489
   789  2.513777e+03  2.435307e+03  -3.1216
   790  2.518721e+03  2.440594e+03  -3.1019
   791  2.523504e+03  2.445562e+03  -3.0887
   792  2.528123e+03  2.450232e+03  -3.0810
   793  2.532577e+03  2.454627e+03  -3.0779
   794  2.536864e+03  2.458770e+03  -3.0784
   795  2.540980e+03  2.462683e+03  -3.0814
   796  2.544925e+03  2.466389e+03  -3.0860
   797  2.548697e+03  2.469914e+03  -3.0911
   798  2.552292e+03  2.473303e+03  -3.0948
   799  2.555710e+03  2.476605e+03  -3.0952
   800  2.558947e+03  2.479867e+03  -3.0903
   801  2.562002e+03  2.483140e+03  -3.0782
   802  2.564873e+03  2.486471e+03  -3.0568
   803  2.567557e+03  2.489909e+03  -3.0242
   804  2.570053e+03  2.493503e+03  -2.9785
   805  2.572358e+03  2.497287e+03  -2.9184
   806  2.574469e+03  2.501229e+03  -2.8449
   807  2.576385e+03  2.505286e+03  -2.7596
   808  2.578104e+03  2.509413e+03  -2.6644
   809  2.579623e+03  2.513564e+03  -2.5608
   810  2.580940e+03  2.517694e+03  -2.4505
   811  2.582053e+03  2.521759e+03  -2.3351
   812  2.582960e+03  2.525713e+03  -2.2163
   813  2.583657e+03  2.529508e+03  -2.0958
   814  2.584144e+03  2.533085e+03  -1.9759
   815  2.584417e+03  2.536381e+03  -1.8587
   816  2.584475e+03  2.539334e+03  -1.7466
   817  2.584315e+03  2.541882e+03  -1.6420
   818  2.583938e+03  2.543961e+03  -1.5472
   819  2.583345e+03  2.545509e+03  -1.4646
   820  2.582535e+03  2.546464e+03  -1.3967
   821  2.581511e+03  2.546784e+03  -1.3452
   822  2.580272e+03  2.546509e+03  -1.3085
   823  2.578820e+03  2.545699e+03  -1.2843
   824  2.577155e+03  2.544416e+03  -1.2703
   825  2.575278e+03  2.542721e+03  -1.2642
   826  2.573190e+03  2.540674e+03  -1.2637
   827  2.570892e+03  2.538335e+03  -1.2664
   828  2.568384e+03  2.535766e+03  -1.2700
   829  2.565668e+03  2.533021e+03  -1.2725
   830  2.562745e+03  2.530125e+03  -1.2728
   831  2.559615e+03  2.527100e+03  -1.2703
   832  2.556279e+03  2.523964e+03  -1.2642
   833  2.552739e+03  2.520738e+03  -1.2536
   834  2.548995e+03  2.517441e+03  -1.2379
   835  2.545049e+03  2.514093e+03  -1.2163
   836  2.540901e+03  2.510714e+03  -1.1880
   837  2.536552e+03  2.507316e+03  -1.1526
   838  2.532004e+03  2.503879e+03  -1.1108
   839  2.527257e+03  2.500374e+03  -1.0637
   840  2.522313e+03  2.496775e+03  -1.0125
   841  2.517173e+03  2.493052e+03  -0.9583
   842  2.511837e+03  2.489177e+03  -0.9021
   843  2.506308e+03  2.485124e+03  -0.8452
   844  2.500586e+03  2.480863e+03  -0.7887
   845  2.494673e+03  2.476371e+03  -0.7336
   846  2.488569e+03  2.471636e+03  -0.6804
   847  2.482276e+03  2.466652e+03  -0.6294
   848  2.475796e+03  2.461411e+03  -0.5810
   849  2.469129e+03  2.455907e+03  -0.5355
   850  2.462276e+03  2.450132e+03  -0.4932
   851  2.455240e+03  2.444079e+03  -0.4546
   852  2.448021e+03  2.437742e+03  -0.4199
   853  2.440621e+03  2.431120e+03  -0.3893
   854  2.433041e+03  2.424239e+03  -0.3618
   855  2.425283e+03  2.417132e+03  -0.3361
   856  2.417348e+03  2.409834e+03  -0.3108
   857  2.409239e+03  2.402377e+03  -0.2848
   858  2.400958e+03  2.394795e+03  -0.2567
   859  2.392508e+03  2.387120e+03  -0.2252
   860  2.383892e+03  2.379386e+03  -0.1890
   861  2.375113e+03  2.371615e+03  -0.1473
   862  2.366173e+03  2.363776e+03  -0.1013
   863  2.357077e+03  2.355830e+03  -0.0529
   864  2.347825e+03  2.347734e+03  -0.0039
   865  2.338422e+03  2.339448e+03  +0.0439
   866  2.328870e+03  2.330931e+03  +0.0885
   867  2.319173e+03  2.322141e+03  +0.1280
   868  2.309333e+03  2.313037e+03  +0.1604
   869  2.299354e+03  2.303592e+03  +0.1843
   870  2.289238e+03  2.293834e+03  +0.2007
   871  2.278989e+03  2.283803e+03  +0.2112
   872  2.268610e+03  2.273542e+03  +0.2174
   873  2.258105e+03  2.263091e+03  +0.2208
   874  2.247476e+03  2.252492e+03  +0.2232
   875  2.236726e+03  2.241786e+03  +0.2262
   876  2.225860e+03  2.231015e+03  +0.2316
   877  2.214880e+03  2.220219e+03  +0.2411
   878  2.203789e+03  2.209428e+03  +0.2558
   879  2.192592e+03  2.198672e+03  +0.2773
   880  2.181292e+03  2.187981e+03  +0.3067
   881  2.169892e+03  2.177385e+03  +0.3453
   882  2.158395e+03  2.166913e+03  +0.3946
   883  2.146806e+03  2.156595e+03  +0.4560
   884  2.135128e+03  2.146460e+03  +0.5307
   885  2.123364e+03  2.136517e+03  +0.6195
   886  2.111518e+03  2.126692e+03  +0.7186
   887  2.099594e+03  2.116889e+03  +0.8237
   888  2.087596e+03  2.107012e+03  +0.9301
   889  2.075527e+03  2.096966e+03  +1.0330
   890  2.063391e+03  2.086656e+03  +1.1275
   891  2.051192e+03  2.075985e+03  +1.2087
   892  2.038934e+03  2.064858e+03  +1.2715
   893  2.026620e+03  2.053209e+03  +1.3120
   894  2.014256e+03  2.041091e+03  +1.3323
   895  2.001844e+03  2.028585e+03  +1.3359
   896  1.989387e+03  2.015774e+03  +1.3264
   897  1.976890e+03  2.002738e+03  +1.3075
   898  1.964354e+03  1.989561e+03  +1.2832
   899  1.951783e+03  1.976323e+03  +1.2573
   900  1.939180e+03  1.963107e+03  +1.2339
   901  1.926548e+03  1.949987e+03  +1.2166
   902  1.913891e+03  1.937001e+03  +1.2075
   903  1.901211e+03  1.924183e+03  +1.2083
   904  1.888512e+03  1.911563e+03  +1.2206
   905  1.875797e+03  1.899174e+03  +1.2462
   906  1.863070e+03  1.887047e+03  +1.2870
   907  1.850333e+03  1.875214e+03  +1.3447
   908  1.837590e+03  1.863707e+03  +1.4212
   909  1.824844e+03  1.852536e+03  +1.5175
   910  1.812099e+03  1.841636e+03  +1.6299
   911  1.799359e+03  1.830916e+03  +1.7538
   912  1.786626e+03  1.820289e+03  +1.8842
   913  1.773904e+03  1.809666e+03  +2.0160
   914  1.761197e+03  1.798960e+03  +2.1442
   915  1.748507e+03  1.788082e+03  +2.2633
   916  1.735840e+03  1.776944e+03  +2.3680
   917  1.723198e+03  1.765480e+03  +2.4537
   918  1.710585e+03  1.753711e+03  +2.5211
   919  1.698005e+03  1.741681e+03  +2.5722
   920  1.685460e+03  1.729434e+03  +2.6090
   921  1.672956e+03  1.717013e+03  +2.6335
   922  1.660496e+03  1.704463e+03  +2.6478
   923  1.648083e+03  1.691826e+03  +2.6541
   924  1.635721e+03  1.679146e+03  +2.6548
   925  1.623415e+03  1.666469e+03  +2.6521
   926  1.611168e+03  1.653847e+03  +2.6490
   927  1.598983e+03  1.641333e+03  +2.6486
   928  1.586865e+03  1.628982e+03  +2.6541
   929  1.574818e+03  1.616847e+03  +2.6688
   930  1.562846e+03  1.604983e+03  +2.6962
   931  1.550952e+03  1.593442e+03  +2.7396
   932  1.539141e+03  1.582279e+03  +2.8027
   933  1.527417e+03  1.571528e+03  +2.8879
   934  1.515784e+03  1.561141e+03  +2.9924
   935  1.504242e+03  1.551053e+03  +3.1119
   936  1.492796e+03  1.541197e+03  +3.2423
   937  1.481445e+03  1.531506e+03  +3.3792
   938  1.470191e+03  1.521914e+03  +3.5181
   939  1.459037e+03  1.512353e+03  +3.6542
   940  1.447984e+03  1.502758e+03  +3.7828
   941  1.437034e+03  1.493071e+03  +3.8995
   942  1.426188e+03  1.483264e+03  +4.0020
   943  1.415448e+03  1.473322e+03  +4.0887
   944  1.404816e+03  1.463226e+03  +4.1578
   945  1.394294e+03  1.452959e+03  +4.2075
   946  1.383883e+03  1.442504e+03  +4.2360
   947  1.373585e+03  1.431844e+03  +4.2414
   948  1.363403e+03  1.420960e+03  +4.2216
   949  1.353337e+03  1.409860e+03  +4.1766
   950  1.343389e+03  1.398645e+03  +4.1131
   951  1.333562e+03  1.387439e+03  +4.0400
   952  1.323857e+03  1.376367e+03  +3.9664
   953  1.314276e+03  1.365556e+03  +3.9017
   954  1.304821e+03  1.355129e+03  +3.8555
   955  1.295494e+03  1.345212e+03  +3.8378
   956  1.286296e+03  1.335930e+03  +3.8587
   957  1.277229e+03  1.327368e+03  +3.9256
   958  1.268295e+03  1.319456e+03  +4.0338
   959  1.259497e+03  1.312081e+03  +4.1750
   960  1.250836e+03  1.305134e+03  +4.3410
   961  1.242313e+03  1.298504e+03  +4.5230
   962  1.233932e+03  1.292079e+03  +4.7123
   963  1.225693e+03  1.285749e+03  +4.8998
   964  1.217598e+03  1.279403e+03  +5.0759
   965  1.209651e+03  1.272941e+03  +5.2321
   966  1.201851e+03  1.266307e+03  +5.3630
   967  1.194203e+03  1.259456e+03  +5.4642
   968  1.186706e+03  1.252344e+03  +5.5311
   969  1.179364e+03  1.244925e+03  +5.5590
   970  1.172179e+03  1.237154e+03  +5.5431
   971  1.165152e+03  1.228987e+03  +5.4787
   972  1.158285e+03  1.220379e+03  +5.3609
   973  1.151580e+03  1.211328e+03  +5.1884
   974  1.145037e+03  1.202010e+03  +4.9756
   975  1.138656e+03  1.192643e+03  +4.7413
   976  1.132435e+03  1.183446e+03  +4.5045
   977  1.126376e+03  1.174639e+03  +4.2848
   978  1.120477e+03  1.166439e+03  +4.1020
   979  1.114738e+03  1.159067e+03  +3.9767
   980  1.109158e+03  1.152740e+03  +3.9293
   981  1.103737e+03  1.147603e+03  +3.9743
   982  1.098474e+03  1.143494e+03  +4.0984
   983  1.093370e+03  1.140181e+03  +4.2813
   984  1.088422e+03  1.137426e+03  +4.5022
   985  1.083632e+03  1.134995e+03  +4.7399
   986  1.078999e+03  1.132653e+03  +4.9726
   987  1.074521e+03  1.130165e+03  +5.1785
   988  1.070198e+03  1.127295e+03  +5.3352
   989  1.066030e+03  1.123859e+03  +5.4247
   990  1.062017e+03  1.119876e+03  +5.4481
   991  1.058157e+03  1.115416e+03  +5.4112
   992  1.054450e+03  1.110547e+03  +5.3200
   993  1.050896e+03  1.105340e+03  +5.1808
   994  1.047494e+03  1.099865e+03  +4.9997
   995  1.044242e+03  1.094190e+03  +4.7831
   996  1.041142e+03  1.088385e+03  +4.5376
   997  1.038191e+03  1.082535e+03  +4.2713
   998  1.035390e+03  1.076785e+03  +3.9980
   999  1.032738e+03  1.071293e+03  +3.7333
  1000  1.030233e+03  1.066220e+03  +3.4931
  1001  1.027876e+03  1.061724e+03  +3.2931
  1002  1.025665e+03  1.057966e+03  +3.1493
  1003  1.023600e+03  1.055105e+03  +3.0778
  1004  1.021681e+03  1.053300e+03  +3.0948
  1005  1.019906e+03  1.052633e+03  +3.2089
  1006  1.018274e+03  1.052875e+03  +3.3980
  1007  1.016786e+03  1.053720e+03  +3.6325
  1008  1.015440e+03  1.054862e+03  +3.8823
  1009  1.014235e+03  1.055993e+03  +4.1172
  1010  1.013171e+03  1.056808e+03  +4.3070
  1011  1.012246e+03  1.057000e+03  +4.4212
  1012  1.011461e+03  1.056262e+03  +4.4294
  1013  1.010812e+03  1.054380e+03  +4.3101
  1014  1.010299e+03  1.051504e+03  +4.0785
  1015  1.009919e+03  1.047879e+03  +3.7586
  1016  1.009671e+03  1.043746e+03  +3.3749
  1017  1.009551e+03  1.039348e+03  +2.9515
  1018  1.009559e+03  1.034929e+03  +2.5130
  1019  1.009692e+03  1.030732e+03  +2.0837
  1020  1.009949e+03  1.026998e+03  +1.6881
  1021  1.010326e+03  1.023933e+03  +1.3467
  1022  1.010823e+03  1.021583e+03  +1.0645
  1023  1.011436e+03  1.019956e+03  +0.8424
  1024  1.012164e+03  1.019062e+03  +0.6816
  1025  1.013005e+03  1.018909e+03  +0.5828
  1026  1.013956e+03  1.019504e+03  +0.5472
  1027  1.015015e+03  1.020857e+03  +0.5755
  1028  1.016180e+03  1.022975e+03  +0.6686
  1029  1.017449e+03  1.025817e+03  +0.8224
  1030  1.018820e+03  1.029146e+03  +1.0135
  1031  1.020290e+03  1.032672e+03  +1.2136
  1032  1.021856e+03  1.036108e+03  +1.3947
  1033  1.023518e+03  1.039166e+03  +1.5289
  1034  1.025271e+03  1.041557e+03  +1.5885
  1035  1.027115e+03  1.042995e+03  +1.5461
  1036  1.029046e+03  1.043190e+03  +1.3745
  1037  1.031062e+03  1.041981e+03  +1.0590
  1038  1.033160e+03  1.039709e+03  +0.6339
  1039  1.035339e+03  1.036844e+03  +0.1454
  1040  1.037596e+03  1.033854e+03  -0.3606
  1041  1.039928e+03  1.031207e+03  -0.8386
  1042  1.042332e+03  1.029371e+03  -1.2435
  1043  1.044807e+03  1.028815e+03  -1.5306
  1044  1.047349e+03  1.030006e+03  -1.6559
  1045  1.049956e+03  1.033249e+03  -1.5912
  1046  1.052626e+03  1.038186e+03  -1.3718
  1047  1.055356e+03  1.044295e+03  -1.0481
  1048  1.058142e+03  1.051053e+03  -0.6700
  1049  1.060983e+03  1.057938e+03  -0.2870
  1050  1.063876e+03  1.064429e+03  +0.0519
  1051  1.066818e+03  1.070002e+03  +0.2984
  1052  1.069807e+03  1.074135e+03  +0.4046
  1053  1.072841e+03  1.076458e+03  +0.3371
  1054  1.075917e+03  1.077202e+03  +0.1194
  1055  1.079034e+03  1.076751e+03  -0.2116
  1056  1.082189e+03  1.075488e+03  -0.6193
  1057  1.085381e+03  1.073796e+03  -1.0673
  1058  1.088606e+03  1.072059e+03  -1.5200
  1059  1.091862e+03  1.070659e+03  -1.9419
  1060  1.095148e+03  1.069980e+03  -2.2981
  1061  1.098461e+03  1.070327e+03  -2.5613
  1062  1.101799e+03  1.071684e+03  -2.7332
  1063  1.105159e+03  1.073959e+03  -2.8231
  1064  1.108539e+03  1.077057e+03  -2.8399
  1065  1.111936e+03  1.080887e+03  -2.7924
  1066  1.115349e+03  1.085354e+03  -2.6893
  1067  1.118775e+03  1.090365e+03  -2.5394
  1068  1.122212e+03  1.095827e+03  -2.3512
  1069  1.125657e+03  1.101618e+03  -2.1355
  1070  1.129107e+03  1.107508e+03  -1.9130
  1071  1.132560e+03  1.113237e+03  -1.7062
  1072  1.136014e+03  1.118546e+03  -1.5377
  1073  1.139467e+03  1.123178e+03  -1.4295
  1074  1.142915e+03  1.126872e+03  -1.4037
  1075  1.146356e+03  1.129370e+03  -1.4817
  1076  1.149787e+03  1.130413e+03  -1.6850
  1077  1.153207e+03  1.129876e+03  -2.0231
  1078  1.156612e+03  1.128173e+03  -2.4588
  1079  1.160000e+03  1.125850e+03  -2.9439
  1080  1.163368e+03  1.123454e+03  -3.4309
  1081  1.166713e+03  1.121533e+03  -3.8725
  1082  1.170033e+03  1.120632e+03  -4.2222
  1083  1.173326e+03  1.121300e+03  -4.4340
  1084  1.176587e+03  1.124084e+03  -4.4623
  1085  1.179816e+03  1.129327e+03  -4.2794
  1086  1.183008e+03  1.136557e+03  -3.9265
  1087  1.186162e+03  1.145101e+03  -3.4616
  1088  1.189274e+03  1.154285e+03  -2.9421
  1089  1.192341e+03  1.163433e+03  -2.4245
  1090  1.195362e+03  1.171871e+03  -1.9651
  1091  1.198334e+03  1.178926e+03  -1.6196
  1092  1.201257e+03  1.183922e+03  -1.4430
  1093  1.204129e+03  1.186392e+03  -1.4730
  1094  1.206949e+03  1.186699e+03  -1.6778
  1095  1.209717e+03  1.185410e+03  -2.0093
  1096  1.212430e+03  1.183096e+03  -2.4194
  1097  1.215089e+03  1.180325e+03  -2.8610
  1098  1.217691e+03  1.177666e+03  -3.2869
  1099  1.220235e+03  1.175688e+03  -3.6507
  1100  1.222721e+03  1.174960e+03  -3.9061
  1101  1.225147e+03  1.175904e+03  -4.0194
  1102  1.227512e+03  1.178349e+03  -4.0051
  1103  1.229815e+03  1.181978e+03  -3.8898
  1104  1.232055e+03  1.186473e+03  -3.6996
  1105  1.234230e+03  1.191517e+03  -3.4607
  1106  1.236339e+03  1.196792e+03  -3.1987
  1107  1.238381e+03  1.201981e+03  -2.9393
  1108  1.240355e+03  1.206765e+03  -2.7081
  1109  1.242259e+03  1.210878e+03  -2.5261
  1110  1.244093e+03  1.214257e+03  -2.3982
  1111  1.245854e+03  1.216888e+03  -2.3250
  1112  1.247543e+03  1.218759e+03  -2.3072
  1113  1.249156e+03  1.219857e+03  -2.3455
  1114  1.250695e+03  1.220170e+03  -2.4406
  1115  1.252156e+03  1.219684e+03  -2.5932
  1116  1.253539e+03  1.218388e+03  -2.8041
  1117  1.254842e+03  1.216330e+03  -3.0691
  1118  1.256064e+03  1.213815e+03  -3.3637
  1119  1.257205e+03  1.211207e+03  -3.6587
  1120  1.258262e+03  1.208873e+03  -3.9251
  1121  1.259233e+03  1.207179e+03  -4.1338
  1122  1.260119e+03  1.206490e+03  -4.2559
  1123  1.260918e+03  1.207173e+03  -4.2623
  1124  1.261627e+03  1.209593e+03  -4.1244
  1125  1.262247e+03  1.213944e+03  -3.8267
  1126  1.262775e+03  1.219735e+03  -3.4083
  1127  1.263210e+03  1.226302e+03  -2.9218
  1128  1.263551e+03  1.232980e+03  -2.4195
  1129  1.263797e+03  1.239107e+03  -1.9536
  1130  1.263947e+03  1.244018e+03  -1.5768
  1131  1.264003e+03  1.247050e+03  -1.3412
  1132  1.263964e+03  1.247539e+03  -1.2995
  1133  1.263832e+03  1.245070e+03  -1.4845
  1134  1.263605e+03  1.240226e+03  -1.8502
  1135  1.263285e+03  1.233836e+03  -2.3312
  1136  1.262872e+03  1.226732e+03  -2.8618
  1137  1.262367e+03  1.219745e+03  -3.3764
