# ell  Dl_LCDM  Dl_Khr_DBI  Dl_Khr_full  res_pureDBI  res_full
  1196  5.74496275e+02  5.74498560e+02  5.42013052e+02  3.97714219e-06  -5.65420948e-02
  1202  5.22482667e+02  5.22484296e+02  5.04300164e+02  3.11790973e-06  -3.48002030e-02
  1208  7.85452918e+02  7.85454198e+02  8.96623893e+02  1.62927329e-06  1.41537415e-01
  1214  7.60966161e+02  7.60968238e+02  7.32500552e+02  2.72963742e-06  -3.74071938e-02
  1220  5.58043096e+02  5.58044308e+02  4.81253743e+02  2.17192054e-06  -1.37604699e-01
  1226  4.63149208e+02  4.63151138e+02  4.52604131e+02  4.16735784e-06  -2.27682071e-02
  1232  7.62562404e+02  7.62565922e+02  7.81950348e+02  4.61310079e-06  2.54247310e-02
  1238  5.18691263e+02  5.18693327e+02  5.11522815e+02  3.97936984e-06  -1.38202589e-02
  1244  4.65994123e+02  4.65995722e+02  4.56575440e+02  3.43230649e-06  -2.02120209e-02
  1250  5.02147261e+02  5.02148582e+02  5.13824659e+02  2.63125427e-06  2.32549278e-02
  1256  6.70044392e+02  6.70045973e+02  5.89211713e+02  2.35957697e-06  -1.20637797e-01
  1262  3.53990735e+02  3.53991633e+02  3.57558893e+02  2.53633226e-06  1.00798071e-02
  1268  3.46242490e+02  3.46243397e+02  3.51811491e+02  2.61779629e-06  1.60841040e-02
  1274  4.10057597e+02  4.10059300e+02  4.98545995e+02  4.15281311e-06  2.15795045e-01
  1280  4.95912544e+02  4.95913878e+02  4.99509489e+02  2.69023478e-06  7.25318338e-03
  1286  3.25506119e+02  3.25507077e+02  3.44829967e+02  2.94370928e-06  5.93655463e-02
  1292  3.10649290e+02  3.10650074e+02  3.12551656e+02  2.52432205e-06  6.12383701e-03
  1298  2.93710482e+02  2.93710719e+02  3.22331427e+02  8.08425010e-07  9.74461135e-02
  1304  2.96119631e+02  2.96119950e+02  3.48597722e+02  1.07903364e-06  1.77219226e-01
  1310  2.15365484e+02  2.15366035e+02  2.70927819e+02  2.55790600e-06  2.57990898e-01
  1316  1.78665750e+02  1.78666129e+02  2.80217255e+02  2.12501122e-06  5.68388212e-01
  1322  2.21607798e+02  2.21608332e+02  2.26430158e+02  2.40809550e-06  2.17607858e-02
  1328  2.68578624e+02  2.68579480e+02  2.71467502e+02  3.18747024e-06  1.07561697e-02
  1334  2.47979718e+02  2.47980332e+02  2.21708370e+02  2.47215927e-06  -1.05941520e-01
  1340  1.85942370e+02  1.85942834e+02  1.67047493e+02  2.49500828e-06  -1.01616849e-01
  1346  3.06411083e+02  3.06411962e+02  2.11997059e+02  2.87013757e-06  -3.08128618e-01
  1352  3.56824888e+02  3.56826262e+02  2.98552659e+02  3.85028982e-06  -1.63307636e-01
  1358  2.48236070e+02  2.48236879e+02  2.86332051e+02  3.25720584e-06  1.53466743e-01
  1364  3.39145891e+02  3.39147144e+02  2.72848944e+02  3.69370112e-06  -1.95482088e-01
  1370  3.75384488e+02  3.75385986e+02  4.05330033e+02  3.99286577e-06  7.97729954e-02
  1376  3.88886178e+02  3.88887364e+02  4.22721520e+02  3.04945825e-06  8.70057705e-02
  1382  1.98174700e+02  1.98175448e+02  2.29920534e+02  3.77272245e-06  1.60191153e-01
  1388  3.78456090e+02  3.78457387e+02  4.14189333e+02  3.42750032e-06  9.44184672e-02
  1394  3.45508908e+02  3.45510064e+02  3.90989628e+02  3.34652569e-06  1.31634003e-01
  1400  3.68607571e+02  3.68609013e+02  3.69290457e+02  3.91320511e-06  1.85261121e-03
  1406  2.91737450e+02  2.91738286e+02  2.14516382e+02  2.86473091e-06  -2.64693709e-01
  1412  4.75877453e+02  4.75879045e+02  4.76564475e+02  3.34568262e-06  1.44369485e-03
  1418  3.59000777e+02  3.59002130e+02  4.00874584e+02  3.77106943e-06  1.16639879e-01
  1424  5.74419459e+02  5.74421491e+02  5.14809807e+02  3.53759831e-06  -1.03773733e-01
  1430  4.43586956e+02  4.43588653e+02  3.74076150e+02  3.82565329e-06  -1.56701646e-01
  1436  2.88179813e+02  2.88180685e+02  4.25699972e+02  3.02513145e-06  4.77202609e-01
  1442  4.41283263e+02  4.41284956e+02  4.04887447e+02  3.83663349e-06  -8.24772169e-02
  1448  5.94234691e+02  5.94237120e+02  6.35683314e+02  4.08830699e-06  6.97512685e-02
  1454  4.93976748e+02  4.93978569e+02  4.42069811e+02  3.68566973e-06  -1.05079717e-01
  1460  2.46669585e+02  2.46670269e+02  2.29380436e+02  2.77379374e-06  -7.00903174e-02
  1466  5.32952170e+02  5.32954055e+02  5.67355557e+02  3.53587342e-06  6.45524838e-02
  1472  4.59190361e+02  4.59192227e+02  5.39735864e+02  4.06362214e-06  1.75407653e-01
  1478  6.30787780e+02  6.30790037e+02  5.95087064e+02  3.57878910e-06  -5.65970314e-02
  1484  3.35700808e+02  3.35701773e+02  2.63514187e+02  2.87606590e-06  -2.15032611e-01
  1490  3.61823581e+02  3.61824797e+02  4.20904716e+02  3.36254359e-06  1.63287134e-01
  1496  4.70546493e+02  4.70548210e+02  4.36704889e+02  3.64904960e-06  -7.19197888e-02
  1500  4.77278738e+02  4.77280076e+02  5.10677054e+02  2.80489297e-06  6.99765437e-02
  1508  4.24468286e+02  4.24469781e+02  3.63774943e+02  3.52312018e-06  -1.42986755e-01
  1516  2.40795356e+02  2.40796292e+02  2.78270250e+02  3.88546370e-06  1.55629633e-01
  1524  4.22351415e+02  4.22352688e+02  4.37212329e+02  3.01357313e-06  3.51861355e-02
  1532  4.75135779e+02  4.75137139e+02  4.54783889e+02  2.86165809e-06  -4.28338397e-02
  1540  1.66631841e+02  1.66632101e+02  1.56564710e+02  1.55989814e-06  -6.04154120e-02
  1548  2.85936215e+02  2.85936665e+02  3.60041717e+02  1.57458928e-06  2.59167948e-01
  1556  3.71691609e+02  3.71692405e+02  3.57439408e+02  2.14174409e-06  -3.83441544e-02
  1564  2.06010207e+02  2.06010667e+02  1.80541386e+02  2.23088114e-06  -1.23628926e-01
  1572  1.76306838e+02  1.76307148e+02  2.18392717e+02  1.75563782e-06  2.38708149e-01
  1580  2.97306774e+02  2.97306676e+02  2.99955812e+02  -3.28667677e-07  8.91011498e-03
  1588  2.79714272e+02  2.79714410e+02  2.25039607e+02  4.94038334e-07  -1.95466126e-01
  1596  1.35876414e+02  1.35876773e+02  1.61454454e+02  2.64161225e-06  1.88244884e-01
  1604  1.92786523e+02  1.92786664e+02  2.11045357e+02  7.31313529e-07  9.47101167e-02
  1612  2.21256073e+02  2.21256419e+02  1.71043599e+02  1.56298915e-06  -2.26942807e-01
  1620  1.64263918e+02  1.64264483e+02  1.15937354e+02  3.43946888e-06  -2.94200724e-01
  1628  1.50250216e+02  1.50250838e+02  1.34251553e+02  4.14270944e-06  -1.06480130e-01
  1636  1.91519684e+02  1.91520166e+02  1.77592339e+02  2.51622363e-06  -7.27201756e-02
  1644  1.42355724e+02  1.42355914e+02  1.33772172e+02  1.33763656e-06  -6.02964946e-02
  1652  1.03528669e+02  1.03528754e+02  7.56005901e+01  8.25439211e-07  -2.69761789e-01
  1660  1.53906257e+02  1.53906699e+02  1.28280532e+02  2.87328129e-06  -1.66502165e-01
  1668  1.80913604e+02  1.80914192e+02  1.62751525e+02  3.25048196e-06  -1.00390895e-01
  1676  2.01671249e+02  2.01671952e+02  1.81575307e+02  3.48912000e-06  -9.96470319e-02
  1684  9.12902104e+01  9.12905600e+01  1.19233220e+02  3.83002123e-06  3.06089886e-01
  1692  1.58914840e+02  1.58915311e+02  1.52656954e+02  2.96152221e-06  -3.93788673e-02
  1700  2.19470752e+02  2.19471589e+02  1.79221696e+02  3.81400401e-06  -1.83391435e-01
  1708  2.66253872e+02  2.66254694e+02  2.74924316e+02  3.08773013e-06  3.25645743e-02
  1716  1.05899264e+02  1.05899517e+02  1.31787189e+02  2.39436393e-06  2.44458027e-01
  1724  2.43634531e+02  2.43635509e+02  2.48158171e+02  4.01087980e-06  1.85673176e-02
  1732  2.47152588e+02  2.47153105e+02  2.09828771e+02  2.09029127e-06  -1.51015278e-01
  1740  3.12985408e+02  3.12986190e+02  2.94527931e+02  2.49885299e-06  -5.89723247e-02
  1748  1.16974011e+02  1.16974250e+02  1.82918233e+02  2.04477108e-06  5.63751055e-01
  1756  2.96335627e+02  2.96336955e+02  2.79488184e+02  4.47999917e-06  -5.68525741e-02
  1764  2.86999430e+02  2.87000307e+02  2.88064324e+02  3.05539663e-06  3.71043972e-03
  1772  3.07550520e+02  3.07550889e+02  2.43162270e+02  1.19880925e-06  -2.09358289e-01
  1780  1.05913123e+02  1.05913272e+02  1.79221520e+02  1.40503854e-06  6.92155939e-01
  1788  3.43084256e+02  3.43084756e+02  3.11567967e+02  1.45884752e-06  -9.18616587e-02
  1796  3.03573189e+02  3.03573694e+02  2.70520773e+02  1.66350393e-06  -1.08877913e-01
  1804  2.44119146e+02  2.44119018e+02  2.36192683e+02  -5.21776771e-07  -3.24696467e-02
  1812  1.02129957e+02  1.02130625e+02  1.35902733e+02  6.54303189e-06  3.30684328e-01
  1820  2.75083795e+02  2.75083147e+02  2.71529279e+02  -2.35645512e-06  -1.29215745e-02
  1828  2.48367097e+02  2.48366653e+02  2.61699180e+02  -1.79038980e-06  5.36789404e-02
  1836  2.20901302e+02  2.20901698e+02  1.85058738e+02  1.79175099e-06  -1.62256013e-01
  1844  8.35191454e+01  8.35195978e+01  7.72571487e+01  5.41780045e-06  -7.49767811e-02
  1852  2.12204400e+02  2.12204400e+02  2.33488255e+02  0.00000000e+00  1.00298838e-01
  1860  1.83476709e+02  1.83477129e+02  1.74160182e+02  2.28777290e-06  -5.07777099e-02
  1868  1.23684665e+02  1.23684433e+02  1.09731271e+02  -1.87712018e-06  -1.12814260e-01
  1876  5.04758531e+01  5.04759151e+01  8.74622666e+01  1.22800121e-06  7.32754599e-01
  1884  1.27144943e+02  1.27145040e+02  1.55234449e+02  7.64828467e-07  2.20925073e-01
  1892  1.36210999e+02  1.36211195e+02  1.32409497e+02  1.43999322e-06  -2.79089200e-02
  1900  1.05778816e+02  1.05779240e+02  1.14232438e+02  4.00710861e-06  7.99179077e-02
  1908  1.05178031e+02  1.05179128e+02  7.51798684e+01  1.04309252e-05  -2.85213195e-01
  1916  1.20220887e+02  1.20221548e+02  7.66289916e+01  5.49753958e-06  -3.62598350e-01
  1924  9.67200216e+01  9.67205432e+01  8.44122280e+01  5.39255719e-06  -1.27251767e-01
  1932  9.71219946e+01  9.71227032e+01  8.29655354e+01  7.29517920e-06  -1.45759561e-01
  1940  8.35151162e+01  8.35160148e+01  1.04485560e+02  1.07588252e-05  2.51097577e-01
  1948  5.33862405e+01  5.33865264e+01  7.52486025e+01  5.35519179e-06  4.09513046e-01
  1956  6.69410849e+01  6.69416913e+01  8.74165966e+01  9.05930321e-06  3.05873616e-01
  1964  6.68767585e+01  6.68776190e+01  1.01516474e+02  1.28669769e-05  5.17963428e-01
  1972  7.57398562e+01  7.57408455e+01  7.79589684e+01  1.30615801e-05  2.92991337e-02
  1980  1.02798922e+02  1.02799820e+02  8.75235843e+01  8.73151922e-06  -1.48594337e-01
  1988  1.55894041e+02  1.55896145e+02  1.45831925e+02  1.34937730e-05  -6.45445857e-02
  1996  1.22906545e+02  1.22908026e+02  1.24284277e+02  1.20520254e-05  1.12095888e-02
  2004  1.49039591e+02  1.49041462e+02  1.36384996e+02  1.25496105e-05  -8.49076064e-02
  2012  1.21794987e+02  1.21796373e+02  1.33114181e+02  1.13821220e-05  9.29364567e-02
  2020  7.17587533e+01  7.17593681e+01  1.07571881e+02  8.56793908e-06  4.99076777e-01
  2028  1.72943853e+02  1.72945607e+02  1.36293590e+02  1.01448168e-05  -2.11920011e-01
  2036  1.37111262e+02  1.37112609e+02  1.51727451e+02  9.82079417e-06  1.06600934e-01
  2044  1.40057741e+02  1.40058689e+02  9.88225411e+01  6.77123556e-06  -2.94415715e-01
  2052  1.03034040e+02  1.03035358e+02  9.05526233e+01  1.27952391e-05  -1.21138767e-01
  2060  1.89949814e+02  1.89951856e+02  2.26489102e+02  1.07543532e-05  1.92362853e-01
  2068  1.49331521e+02  1.49332726e+02  1.35774967e+02  8.06983908e-06  -9.07815987e-02
  2076  1.54328776e+02  1.54330227e+02  1.60578203e+02  9.39914234e-06  4.04942375e-02
  2084  1.03858130e+02  1.03858785e+02  8.10852881e+01  6.30081670e-06  -2.19268748e-01
  2092  6.60754086e+01  6.60762050e+01  7.15191602e+01  1.20536020e-05  8.23869528e-02
  2100  2.17734114e+02  2.17736910e+02  2.31007934e+02  1.28412330e-05  6.09634365e-02
  2108  1.33254479e+02  1.33255401e+02  1.27811214e+02  6.91694117e-06  -4.08486486e-02
  2116  1.24393600e+02  1.24394748e+02  1.15979318e+02  9.22683230e-06  -6.76424007e-02
  2124  6.54844708e+01  6.54848150e+01  5.22178880e+01  5.25753992e-06  -2.02591280e-01
  2132  7.91889249e+01  7.91898321e+01  9.05883217e+01  1.14566231e-05  1.43951908e-01
  2140  1.44746963e+02  1.44749580e+02  1.52911404e+02  1.80778458e-05  5.64049220e-02
  2148  9.09213753e+01  9.09224316e+01  1.04390515e+02  1.16180544e-05  1.48140520e-01
  2156  8.46316721e+01  8.46320542e+01  7.36980899e+01  4.51396427e-06  -1.29190195e-01
  2164  4.03655402e+01  4.03654669e+01  3.29501478e+01  -1.81608939e-06  -1.83706012e-01
  2172  7.07187802e+01  7.07193479e+01  7.24688020e+01  8.02791469e-06  2.47462102e-02
  2180  8.04999450e+01  8.05007633e+01  7.90539252e+01  1.01658125e-05  -1.79629907e-02
  2188  4.99013886e+01  4.99020350e+01  5.15367472e+01  1.29530603e-05  3.27718057e-02
  2196  3.78678728e+01  3.78681323e+01  5.18480125e+01  6.85278370e-06  3.69182072e-01
  2204  3.00829900e+01  3.00825314e+01  3.29591018e+01  -1.52454185e-05  9.56059149e-02
  2212  5.06612850e+01  5.06610935e+01  3.83735187e+01  -3.77975089e-06  -2.42547465e-01
  2220  5.80977671e+01  5.80974440e+01  3.95330776e+01  -5.56070359e-06  -3.19542221e-01
  2228  4.83621943e+01  4.83617524e+01  3.45059119e+01  -9.13847022e-06  -2.86510624e-01
  2236  3.43658655e+01  3.43657334e+01  3.10947447e+01  -3.84314803e-06  -9.51851689e-02
  2244  3.21975649e+01  3.21972299e+01  2.47769502e+01  -1.04049006e-05  -2.30471302e-01
  2252  4.48463811e+01  4.48460289e+01  3.26840298e+01  -7.85549170e-06  -2.71200285e-01
  2260  6.57027324e+01  6.57014781e+01  4.88800324e+01  -1.90902732e-05  -2.56042623e-01
  2268  5.47710413e+01  5.47701455e+01  6.28193090e+01  -1.63553334e-05  1.46943850e-01
  2276  4.87531234e+01  4.87523277e+01  4.34628778e+01  -1.63209467e-05  -1.08510906e-01
  2284  5.54379998e+01  5.54370403e+01  4.96021517e+01  -1.73079428e-05  -1.05268013e-01
  2292  6.83469524e+01  6.83459039e+01  6.08386372e+01  -1.53406066e-05  -1.09855889e-01
  2300  8.57809291e+01  8.57790814e+01  8.23681807e+01  -2.15394583e-05  -3.97844654e-02
  2308  3.11581048e+01  3.11576409e+01  6.21329847e+01  -1.48864644e-05  9.94119512e-01
  2316  6.47407478e+01  6.47401548e+01  4.95739073e+01  -9.15963509e-06  -2.34270394e-01
  2324  4.95908269e+01  4.95901400e+01  5.55430504e+01  -1.38520463e-05  1.20026702e-01
  2332  6.33266133e+01  6.33256290e+01  7.32200128e+01  -1.55432418e-05  1.56228148e-01
  2340  9.36944515e+01  9.36926836e+01  1.03343111e+02  -1.88681878e-05  1.02980053e-01
  2348  4.23742867e+01  4.23738417e+01  4.00277484e+01  -1.05013591e-05  -5.53764667e-02
  2356  9.61914472e+01  9.61904589e+01  7.67205511e+01  -1.02750194e-05  -2.02418164e-01
  2364  3.50258875e+01  3.50252806e+01  3.94403578e+01  -1.73270767e-05  1.26034503e-01
  2372  5.57216651e+01  5.57208449e+01  6.72497267e+01  -1.47193102e-05  2.06886523e-01
  2380  1.08058661e+02  1.08057365e+02  1.12402130e+02  -1.20006696e-05  4.01954735e-02
  2388  8.18341508e+01  8.18330629e+01  5.84686843e+01  -1.32942351e-05  -2.85522196e-01
  2396  6.73413882e+01  6.73405513e+01  7.14848503e+01  -1.24271604e-05  6.15292063e-02
  2404  3.18861745e+01  3.18858240e+01  2.39936107e+01  -1.09938971e-05  -2.47523071e-01
  2412  3.46943171e+01  3.46936797e+01  4.58743542e+01  -1.83741457e-05  3.22244044e-01
  2420  7.74806108e+01  7.74796483e+01  8.85522563e+01  -1.24233652e-05  1.42895691e-01
  2428  8.73526194e+01  8.73511718e+01  7.04990229e+01  -1.65724546e-05  -1.92937507e-01
  2436  3.56965068e+01  3.56959988e+01  3.83585688e+01  -1.42307568e-05  7.45748582e-02
  2444  3.88605502e+01  3.88597175e+01  4.07750940e+01  -2.14288486e-05  4.92670281e-02
  2452  1.53240882e+01  1.53240044e+01  2.48328030e+01  -5.46979545e-06  6.20507703e-01
  2460  3.97534598e+01  3.97532437e+01  5.30406493e+01  -5.43597567e-06  3.34239826e-01
  2468  6.20119631e+01  6.20112302e+01  6.38365674e+01  -1.18197619e-05  2.94234234e-02
  2476  3.90650166e+01  3.90647647e+01  3.68386220e+01  -6.44838227e-06  -5.69920308e-02
  2484  2.19253382e+01  2.19251556e+01  3.24503237e+01  -8.32855990e-06  4.80037543e-01
  2492  1.84134597e+01  1.84132789e+01  2.10985735e+01  -9.81600436e-06  1.45823426e-01
  2500  1.74803734e+01  1.74811255e+01  2.39533950e+01  4.30250078e-05  3.70302251e-01
  2508  3.54172672e+01  3.54174180e+01  2.99481838e+01  4.25688660e-06  -1.54418561e-01
  2516  3.25422087e+01  3.25426329e+01  2.85515860e+01  1.30361770e-05  -1.22629129e-01
  2524  3.06652100e+01  3.06658395e+01  2.54772818e+01  2.05276396e-05  -1.69179609e-01
  2532  2.48448796e+01  2.48457733e+01  2.86741755e+01  3.59740812e-05  1.54128174e-01
  2540  1.39055100e+01  1.39059218e+01  2.45009379e+01  2.96172565e-05  7.61958960e-01
  2548  1.94270720e+01  1.94275135e+01  1.49956871e+01  2.27226806e-05  -2.28103591e-01
  2556  2.08925196e+01  2.08936653e+01  2.06727678e+01  5.48368847e-05  -1.05182040e-02
  2564  2.52364064e+01  2.52372907e+01  2.14179434e+01  3.50423665e-05  -1.51307714e-01
  2572  2.35784406e+01  2.35794113e+01  1.87062548e+01  4.11717931e-05  -2.06637318e-01
  2580  3.78916360e+01  3.78934431e+01  3.14818875e+01  4.76914134e-05  -1.69159982e-01
  2588  1.72157729e+01  1.72164298e+01  3.02227397e+01  3.81563680e-05  7.55526155e-01
  2596  1.84617407e+01  1.84627000e+01  2.38389572e+01  5.19612794e-05  2.91262702e-01
  2604  3.67269034e+01  3.67285883e+01  3.11269916e+01  4.58786852e-05  -1.52474378e-01
  2612  2.68535027e+01  2.68548944e+01  2.28234359e+01  5.18239546e-05  -1.50076021e-01
  2620  2.28592180e+01  2.28602337e+01  2.87987653e+01  4.44339761e-05  2.59831605e-01
  2628  3.92702841e+01  3.92716624e+01  2.69994102e+01  3.50990145e-05  -3.12472246e-01
  2636  1.86180221e+01  1.86184249e+01  3.20119247e+01  2.16333212e-05  7.19405235e-01
  2644  3.11606032e+01  3.11619026e+01  3.07972204e+01  4.17011204e-05  -1.16616086e-02
  2652  4.86475532e+01  4.86499546e+01  4.83274766e+01  4.93614656e-05  -6.57950148e-03
  2660  2.92099607e+01  2.92110752e+01  2.64254620e+01  3.81534896e-05  -9.53270269e-02
  2668  2.76804733e+01  2.76812968e+01  2.96991650e+01  2.97491723e-05  7.29283664e-02
  2676  2.89711316e+01  2.89723401e+01  2.04151880e+01  4.17129565e-05  -2.95326523e-01
  2684  1.36976827e+01  1.36979857e+01  2.79549445e+01  2.21238653e-05  1.04085210e+00
  2692  4.10556553e+01  4.10570129e+01  4.04655561e+01  3.30689230e-05  -1.43731527e-02
  2700  5.33800911e+01  5.33820488e+01  4.79273123e+01  3.66745030e-05  -1.02150048e-01
  2708  2.72394157e+01  2.72403358e+01  1.79305889e+01  3.37777022e-05  -3.41741062e-01
  2716  1.80002144e+01  1.80007863e+01  2.25126133e+01  3.17726800e-05  2.50685844e-01
  2724  1.98484006e+01  1.98494041e+01  1.34989245e+01  5.05622143e-05  -3.19898627e-01
  2732  6.83256847e+00  6.83239733e+00  1.39721398e+01  -2.50472742e-05  1.04493227e+00
  2740  2.99516030e+01  2.99528259e+01  3.06627656e+01  4.08288001e-05  2.37437251e-02
  2748  3.35621616e+01  3.35636317e+01  3.42779921e+01  4.38033647e-05  2.13284966e-02
  2756  2.03044424e+01  2.03050443e+01  1.84565779e+01  2.96430429e-05  -9.10078927e-02
  2764  1.40257828e+01  1.40258249e+01  1.53663939e+01  2.99737749e-06  9.55819055e-02
  2772  1.50361893e+01  1.50360135e+01  1.24355350e+01  -1.16861050e-05  -1.72959665e-01
  2780  1.11490351e+01  1.11483698e+01  7.89746081e+00  -5.96765936e-05  -2.91646252e-01
  2788  1.81599917e+01  1.81598263e+01  1.94973537e+01  -9.10747003e-06  7.36433167e-02
  2796  1.99655768e+01  1.99659573e+01  1.98885280e+01  1.90569638e-05  -3.85908304e-03
  2804  1.20349319e+01  1.20350857e+01  1.36878566e+01  1.27823317e-05  1.37343918e-01
  2812  9.19054089e+00  9.19029819e+00  7.38030385e+00  -2.64083071e-05  -1.96967411e-01
  2820  7.08261342e+00  7.08216122e+00  7.49190551e+00  -6.38461147e-05  5.77882855e-02
  2828  7.07512428e+00  7.07482061e+00  7.98329627e+00  -4.29203000e-05  1.28361278e-01
  2836  6.17700881e+00  6.17685932e+00  7.36534740e+00  -2.42021414e-05  1.92380911e-01
  2844  3.78648943e+00  3.78644319e+00  3.76265514e+00  -1.22117975e-05  -6.29456122e-03
  2852  1.15293177e+01  1.15287607e+01  5.81186485e+00  -4.83123962e-05  -4.95905568e-01
  2860  1.16399979e+01  1.16393788e+01  9.74978433e+00  -5.31917773e-05  -1.62389512e-01
  2868  9.23112806e+00  9.23050946e+00  9.51543214e+00  -6.70120493e-05  3.07984110e-02
  2876  9.46431455e+00  9.46352257e+00  9.47687393e+00  -8.36804880e-05  1.32702506e-03
  2884  8.20240678e+00  8.20192111e+00  9.66234137e+00  -5.92101294e-05  1.77988563e-01
  2892  1.50465009e+01  1.50453862e+01  1.13733999e+01  -7.40901660e-05  -2.44116629e-01
  2900  1.08685793e+01  1.08674923e+01  1.80339580e+01  -1.00016304e-04  6.59274639e-01
  2908  6.48107194e+00  6.48083202e+00  6.58901970e+00  -3.70170777e-05  1.66558501e-02
  2916  1.17966751e+01  1.17961729e+01  9.00827627e+00  -4.25730068e-05  -2.36371592e-01
  2924  1.46520203e+01  1.46508724e+01  1.30367256e+01  -7.83485440e-05  -1.10243822e-01
  2932  5.36462640e+00  5.36416649e+00  6.50888224e+00  -8.57309168e-05  2.13296463e-01
  2940  1.62354212e+01  1.62341877e+01  2.13495838e+01  -7.59753160e-05  3.15000301e-01
  2948  1.68451923e+01  1.68440244e+01  1.45540444e+01  -6.93340924e-05  -1.36011976e-01
  2956  2.23524185e+01  2.23507965e+01  1.93734103e+01  -7.25647777e-05  -1.33274536e-01
  2964  6.77701657e+00  6.77674477e+00  8.34060663e+00  -4.01058509e-05  2.30719528e-01
  2972  1.24536841e+01  1.24531786e+01  1.27641488e+01  -4.05895828e-05  2.49295493e-02
  2980  1.19698660e+01  1.19691004e+01  7.35749139e+00  -6.39588921e-05  -3.85332185e-01
  2988  4.15879796e+00  4.15860663e+00  9.09021709e+00  -4.60065404e-05  1.18577992e+00
  2996  2.09874140e+01  2.09856534e+01  2.31086737e+01  -8.38874227e-05  1.01072943e-01
