# ell  D_l_CLASS[muK2]  D_l_mlx[muK2]  residual_pct
   555  2.571222e+03  3.298878e+03  +28.3000
   556  2.567195e+03  3.305279e+03  +28.7506
   557  2.562965e+03  3.311195e+03  +29.1939
   558  2.558536e+03  3.316637e+03  +29.6303
   559  2.553909e+03  3.321612e+03  +30.0599
   560  2.549089e+03  3.326126e+03  +30.4829
   561  2.544079e+03  3.330186e+03  +30.8995
   562  2.538882e+03  3.333799e+03  +31.3097
   563  2.533502e+03  3.336972e+03  +31.7138
   564  2.527942e+03  3.339711e+03  +32.1118
   565  2.522206e+03  3.342026e+03  +32.5041
   566  2.516297e+03  3.343937e+03  +32.8912
   567  2.510219e+03  3.345466e+03  +33.2739
   568  2.503976e+03  3.346637e+03  +33.6529
   569  2.497572e+03  3.347472e+03  +34.0290
   570  2.491011e+03  3.347994e+03  +34.4030
   571  2.484296e+03  3.348225e+03  +34.7756
   572  2.477431e+03  3.348188e+03  +35.1476
   573  2.470422e+03  3.347904e+03  +35.5195
   574  2.463271e+03  3.347388e+03  +35.8920
   575  2.455983e+03  3.346653e+03  +36.2653
   576  2.448563e+03  3.345710e+03  +36.6397
   577  2.441015e+03  3.344574e+03  +37.0157
   578  2.433343e+03  3.343257e+03  +37.3936
   579  2.425552e+03  3.341771e+03  +37.7736
   580  2.417646e+03  3.340130e+03  +38.1563
   581  2.409631e+03  3.338343e+03  +38.5417
   582  2.401510e+03  3.336403e+03  +38.9294
   583  2.393288e+03  3.334303e+03  +39.3189
   584  2.384970e+03  3.332032e+03  +39.7096
   585  2.376559e+03  3.329581e+03  +40.1009
   586  2.368059e+03  3.326942e+03  +40.4924
   587  2.359474e+03  3.324104e+03  +40.8833
   588  2.350808e+03  3.321059e+03  +41.2731
   589  2.342066e+03  3.317799e+03  +41.6612
   590  2.333250e+03  3.314327e+03  +42.0476
   591  2.324366e+03  3.310645e+03  +42.4322
   592  2.315418e+03  3.306759e+03  +42.8147
   593  2.306410e+03  3.302671e+03  +43.1953
   594  2.297346e+03  3.298385e+03  +43.5737
   595  2.288231e+03  3.293907e+03  +43.9499
   596  2.279070e+03  3.289238e+03  +44.3237
   597  2.269866e+03  3.284379e+03  +44.6948
   598  2.260625e+03  3.279309e+03  +45.0621
   599  2.251350e+03  3.274003e+03  +45.4239
   600  2.242048e+03  3.268435e+03  +45.7790
   601  2.232722e+03  3.262581e+03  +46.1257
   602  2.223377e+03  3.256415e+03  +46.4625
   603  2.214019e+03  3.249912e+03  +46.7879
   604  2.204652e+03  3.243047e+03  +47.1001
   605  2.195282e+03  3.235798e+03  +47.3978
   606  2.185913e+03  3.228160e+03  +47.6802
   607  2.176550e+03  3.220132e+03  +47.9466
   608  2.167199e+03  3.211711e+03  +48.1964
   609  2.157865e+03  3.202895e+03  +48.4289
   610  2.148554e+03  3.193683e+03  +48.6434
   611  2.139270e+03  3.184073e+03  +48.8393
   612  2.130019e+03  3.174064e+03  +49.0157
   613  2.120807e+03  3.163661e+03  +49.1725
   614  2.111639e+03  3.152903e+03  +49.3107
   615  2.102522e+03  3.141840e+03  +49.4320
   616  2.093459e+03  3.130517e+03  +49.5380
   617  2.084459e+03  3.118982e+03  +49.6303
   618  2.075525e+03  3.107283e+03  +49.7107
   619  2.066665e+03  3.095467e+03  +49.7808
   620  2.057883e+03  3.083582e+03  +49.8424
   621  2.049187e+03  3.071667e+03  +49.8969
   622  2.040581e+03  3.059728e+03  +49.9439
   623  2.032069e+03  3.047762e+03  +49.9832
   624  2.023654e+03  3.035768e+03  +50.0142
   625  2.015337e+03  3.023744e+03  +50.0366
   626  2.007122e+03  3.011686e+03  +50.0500
   627  1.999011e+03  2.999594e+03  +50.0539
   628  1.991006e+03  2.987465e+03  +50.0480
   629  1.983112e+03  2.975292e+03  +50.0315
   630  1.975329e+03  2.963054e+03  +50.0031
   631  1.967661e+03  2.950727e+03  +49.9612
   632  1.960110e+03  2.938284e+03  +49.9040
   633  1.952680e+03  2.925700e+03  +49.8300
   634  1.945373e+03  2.912950e+03  +49.7374
   635  1.938191e+03  2.900009e+03  +49.6245
   636  1.931139e+03  2.886851e+03  +49.4896
   637  1.924217e+03  2.873454e+03  +49.3311
   638  1.917430e+03  2.859810e+03  +49.1481
   639  1.910780e+03  2.845912e+03  +48.9398
   640  1.904270e+03  2.831756e+03  +48.7056
   641  1.897903e+03  2.817334e+03  +48.4446
   642  1.891681e+03  2.802643e+03  +48.1562
   643  1.885608e+03  2.787676e+03  +47.8396
   644  1.879687e+03  2.772427e+03  +47.4940
   645  1.873921e+03  2.756905e+03  +47.1196
   646  1.868312e+03  2.741172e+03  +46.7192
   647  1.862864e+03  2.725305e+03  +46.2965
   648  1.857580e+03  2.709380e+03  +45.8553
   649  1.852462e+03  2.693472e+03  +45.3996
   650  1.847515e+03  2.677660e+03  +44.9331
   651  1.842740e+03  2.662018e+03  +44.4598
   652  1.838141e+03  2.646623e+03  +43.9836
   653  1.833722e+03  2.631532e+03  +43.5077
   654  1.829485e+03  2.616723e+03  +43.0306
   655  1.825433e+03  2.602155e+03  +42.5500
   656  1.821571e+03  2.587786e+03  +42.0634
   657  1.817900e+03  2.573576e+03  +41.5686
   658  1.814424e+03  2.559483e+03  +41.0631
   659  1.811147e+03  2.545466e+03  +40.5444
   660  1.808072e+03  2.531484e+03  +40.0101
   661  1.805202e+03  2.517497e+03  +39.4580
   662  1.802536e+03  2.503472e+03  +38.8862
   663  1.800074e+03  2.489377e+03  +38.2931
   664  1.797816e+03  2.475181e+03  +37.6771
   665  1.795763e+03  2.460851e+03  +37.0365
   666  1.793912e+03  2.446356e+03  +36.3699
   667  1.792264e+03  2.431665e+03  +35.6756
   668  1.790818e+03  2.416745e+03  +34.9520
   669  1.789574e+03  2.401586e+03  +34.1987
   670  1.788532e+03  2.386260e+03  +33.4201
   671  1.787690e+03  2.370860e+03  +32.6215
   672  1.787048e+03  2.355481e+03  +31.8085
   673  1.786605e+03  2.340215e+03  +30.9867
   674  1.786362e+03  2.325155e+03  +30.1615
   675  1.786317e+03  2.310395e+03  +29.3385
   676  1.786469e+03  2.296028e+03  +28.5232
   677  1.786819e+03  2.282119e+03  +27.7197
   678  1.787364e+03  2.268625e+03  +26.9257
   679  1.788105e+03  2.255471e+03  +26.1375
   680  1.789041e+03  2.242585e+03  +25.3512
   681  1.790171e+03  2.229895e+03  +24.5632
   682  1.791494e+03  2.217327e+03  +23.7698
   683  1.793009e+03  2.204810e+03  +22.9670
   684  1.794715e+03  2.192269e+03  +22.1514
   685  1.796612e+03  2.179645e+03  +21.3198
   686  1.798698e+03  2.166926e+03  +20.4719
   687  1.800973e+03  2.154113e+03  +19.6083
   688  1.803436e+03  2.141206e+03  +18.7292
   689  1.806086e+03  2.128205e+03  +17.8352
   690  1.808921e+03  2.115112e+03  +16.9268
   691  1.811940e+03  2.101927e+03  +16.0042
   692  1.815143e+03  2.088650e+03  +15.0681
   693  1.818529e+03  2.075296e+03  +14.1195
   694  1.822096e+03  2.061931e+03  +13.1626
   695  1.825843e+03  2.048635e+03  +12.2022
   696  1.829769e+03  2.035489e+03  +11.2430
   697  1.833872e+03  2.022572e+03  +10.2897
   698  1.838152e+03  2.009964e+03  +9.3470
   699  1.842608e+03  1.997746e+03  +8.4195
   700  1.847237e+03  1.985997e+03  +7.5118
   701  1.852037e+03  1.974770e+03  +6.6269
   702  1.857005e+03  1.964011e+03  +5.7623
   703  1.862139e+03  1.953634e+03  +4.9135
   704  1.867435e+03  1.943559e+03  +4.0764
   705  1.872890e+03  1.933700e+03  +3.2469
   706  1.878501e+03  1.923976e+03  +2.4208
   707  1.884265e+03  1.914303e+03  +1.5941
   708  1.890179e+03  1.904598e+03  +0.7629
   709  1.896240e+03  1.894809e+03  -0.0755
   710  1.902444e+03  1.885000e+03  -0.9169
   711  1.908787e+03  1.875269e+03  -1.7560
   712  1.915268e+03  1.865711e+03  -2.5875
   713  1.921882e+03  1.856423e+03  -3.4060
   714  1.928625e+03  1.847500e+03  -4.2063
   715  1.935495e+03  1.839040e+03  -4.9835
   716  1.942487e+03  1.831137e+03  -5.7324
   717  1.949599e+03  1.823865e+03  -6.4492
   718  1.956826e+03  1.817209e+03  -7.1349
   719  1.964165e+03  1.811129e+03  -7.7914
   720  1.971612e+03  1.805587e+03  -8.4208
   721  1.979163e+03  1.800543e+03  -9.0250
   722  1.986815e+03  1.795959e+03  -9.6061
   723  1.994563e+03  1.791797e+03  -10.1659
   724  2.002403e+03  1.788016e+03  -10.7065
   725  2.010332e+03  1.784584e+03  -11.2294
   726  2.018346e+03  1.781487e+03  -11.7353
   727  2.026440e+03  1.778716e+03  -12.2246
   728  2.034611e+03  1.776263e+03  -12.6977
   729  2.042853e+03  1.774119e+03  -13.1548
   730  2.051164e+03  1.772276e+03  -13.5966
   731  2.059538e+03  1.770725e+03  -14.0232
   732  2.067971e+03  1.769459e+03  -14.4350
   733  2.076459e+03  1.768468e+03  -14.8325
   734  2.084998e+03  1.767746e+03  -15.2160
   735  2.093583e+03  1.767287e+03  -15.5855
   736  2.102209e+03  1.767086e+03  -15.9415
   737  2.110872e+03  1.767137e+03  -16.2840
   738  2.119567e+03  1.767432e+03  -16.6135
   739  2.128290e+03  1.767967e+03  -16.9302
   740  2.137037e+03  1.768736e+03  -17.2342
   741  2.145804e+03  1.769723e+03  -17.5264
   742  2.154589e+03  1.770878e+03  -17.8090
   743  2.163387e+03  1.772142e+03  -18.0848
   744  2.172195e+03  1.773455e+03  -18.3565
   745  2.181009e+03  1.774759e+03  -18.6267
   746  2.189826e+03  1.775994e+03  -18.8979
   747  2.198641e+03  1.777100e+03  -19.1728
   748  2.207452e+03  1.778019e+03  -19.4538
   749  2.216254e+03  1.778714e+03  -19.7423
   750  2.225044e+03  1.779244e+03  -20.0356
   751  2.233818e+03  1.779689e+03  -20.3297
   752  2.242571e+03  1.780131e+03  -20.6210
   753  2.251300e+03  1.780652e+03  -20.9056
   754  2.260001e+03  1.781332e+03  -21.1800
   755  2.268669e+03  1.782252e+03  -21.4406
   756  2.277302e+03  1.783495e+03  -21.6838
   757  2.285894e+03  1.785123e+03  -21.9070
   758  2.294441e+03  1.787121e+03  -22.1108
   759  2.302940e+03  1.789458e+03  -22.2968
   760  2.311386e+03  1.792101e+03  -22.4664
   761  2.319775e+03  1.795017e+03  -22.6211
   762  2.328103e+03  1.798174e+03  -22.7622
   763  2.336364e+03  1.801539e+03  -22.8913
   764  2.344556e+03  1.805081e+03  -23.0097
   765  2.352672e+03  1.808786e+03  -23.1178
   766  2.360710e+03  1.812722e+03  -23.2129
   767  2.368664e+03  1.816977e+03  -23.2911
   768  2.376530e+03  1.821640e+03  -23.3488
   769  2.384304e+03  1.826797e+03  -23.3823
   770  2.391979e+03  1.832538e+03  -23.3882
   771  2.399553e+03  1.838951e+03  -23.3628
   772  2.407020e+03  1.846122e+03  -23.3026
   773  2.414376e+03  1.854102e+03  -23.2057
   774  2.421615e+03  1.862792e+03  -23.0765
   775  2.428734e+03  1.872053e+03  -22.9206
   776  2.435726e+03  1.881748e+03  -22.7438
   777  2.442587e+03  1.891739e+03  -22.5519
   778  2.449313e+03  1.901887e+03  -22.3502
   779  2.455901e+03  1.912055e+03  -22.1444
   780  2.462349e+03  1.922106e+03  -21.9402
   781  2.468656e+03  1.931923e+03  -21.7419
   782  2.474819e+03  1.941478e+03  -21.5507
   783  2.480837e+03  1.950767e+03  -21.3666
   784  2.486707e+03  1.959781e+03  -21.1897
   785  2.492428e+03  1.968517e+03  -21.0201
   786  2.497997e+03  1.976967e+03  -20.8579
   787  2.503413e+03  1.985127e+03  -20.7032
   788  2.508674e+03  1.992989e+03  -20.5561
   789  2.513777e+03  2.000550e+03  -20.4166
   790  2.518721e+03  2.007807e+03  -20.2847
   791  2.523504e+03  2.014762e+03  -20.1601
   792  2.528123e+03  2.021415e+03  -20.0429
   793  2.532577e+03  2.027765e+03  -19.9328
   794  2.536864e+03  2.033812e+03  -19.8296
   795  2.540980e+03  2.039558e+03  -19.7334
   796  2.544925e+03  2.045001e+03  -19.6440
   797  2.548697e+03  2.050161e+03  -19.5604
   798  2.552292e+03  2.055135e+03  -19.4789
   799  2.555710e+03  2.060037e+03  -19.3947
   800  2.558947e+03  2.064983e+03  -19.3034
   801  2.562002e+03  2.070088e+03  -19.2004
   802  2.564873e+03  2.075469e+03  -19.0810
   803  2.567557e+03  2.081239e+03  -18.9409
   804  2.570053e+03  2.087515e+03  -18.7754
   805  2.572358e+03  2.094390e+03  -18.5809
   806  2.574469e+03  2.101872e+03  -18.3571
   807  2.576385e+03  2.109948e+03  -18.1043
   808  2.578104e+03  2.118603e+03  -17.8232
   809  2.579623e+03  2.127824e+03  -17.5141
   810  2.580940e+03  2.137598e+03  -17.1776
   811  2.582053e+03  2.147910e+03  -16.8139
   812  2.582960e+03  2.158746e+03  -16.4235
   813  2.583657e+03  2.170072e+03  -16.0077
   814  2.584144e+03  2.181766e+03  -15.5710
   815  2.584417e+03  2.193683e+03  -15.1189
   816  2.584475e+03  2.205680e+03  -14.6565
   817  2.584315e+03  2.217614e+03  -14.1895
   818  2.583938e+03  2.229341e+03  -13.7231
   819  2.583345e+03  2.240716e+03  -13.2630
   820  2.582535e+03  2.251598e+03  -12.8144
   821  2.581511e+03  2.261857e+03  -12.3824
   822  2.580272e+03  2.271434e+03  -11.9692
   823  2.578820e+03  2.280284e+03  -11.5764
   824  2.577155e+03  2.288363e+03  -11.2059
   825  2.575278e+03  2.295625e+03  -10.8591
   826  2.573190e+03  2.302026e+03  -10.5380
   827  2.570892e+03  2.307522e+03  -10.2443
   828  2.568384e+03  2.312068e+03  -9.9797
   829  2.565668e+03  2.315658e+03  -9.7445
   830  2.562745e+03  2.318431e+03  -9.5333
   831  2.559615e+03  2.320568e+03  -9.3392
   832  2.556279e+03  2.322247e+03  -9.1552
   833  2.552739e+03  2.323647e+03  -8.9744
   834  2.548995e+03  2.324946e+03  -8.7897
   835  2.545049e+03  2.326323e+03  -8.5942
   836  2.540901e+03  2.327958e+03  -8.3806
   837  2.536552e+03  2.330008e+03  -8.1427
   838  2.532004e+03  2.332553e+03  -7.8772
   839  2.527257e+03  2.335652e+03  -7.5815
   840  2.522313e+03  2.339365e+03  -7.2532
   841  2.517173e+03  2.343749e+03  -6.8896
   842  2.511837e+03  2.348865e+03  -6.4882
   843  2.506308e+03  2.354772e+03  -6.0462
   844  2.500586e+03  2.361529e+03  -5.5610
   845  2.494673e+03  2.369145e+03  -5.0318
   846  2.488569e+03  2.377436e+03  -4.4658
   847  2.482276e+03  2.386166e+03  -3.8718
   848  2.475796e+03  2.395103e+03  -3.2593
   849  2.469129e+03  2.404010e+03  -2.6373
   850  2.462276e+03  2.412654e+03  -2.0153
   851  2.455240e+03  2.420801e+03  -1.4027
   852  2.448021e+03  2.428215e+03  -0.8091
   853  2.440621e+03  2.434693e+03  -0.2429
   854  2.433041e+03  2.440158e+03  +0.2925
   855  2.425283e+03  2.444559e+03  +0.7948
   856  2.417348e+03  2.447850e+03  +1.2618
   857  2.409239e+03  2.449982e+03  +1.6911
   858  2.400958e+03  2.450908e+03  +2.0804
   859  2.392508e+03  2.450579e+03  +2.4272
   860  2.383892e+03  2.448947e+03  +2.7289
   861  2.375113e+03  2.446019e+03  +2.9854
   862  2.366173e+03  2.442021e+03  +3.2055
   863  2.357077e+03  2.437231e+03  +3.4006
   864  2.347825e+03  2.431929e+03  +3.5822
   865  2.338422e+03  2.426395e+03  +3.7621
   866  2.328870e+03  2.420909e+03  +3.9521
   867  2.319173e+03  2.415750e+03  +4.1643
   868  2.309333e+03  2.411198e+03  +4.4110
   869  2.299354e+03  2.407484e+03  +4.7026
   870  2.289238e+03  2.404642e+03  +5.0412
   871  2.278989e+03  2.402659e+03  +5.4265
   872  2.268610e+03  2.401520e+03  +5.8586
   873  2.258105e+03  2.401211e+03  +6.3375
   874  2.247476e+03  2.401719e+03  +6.8630
   875  2.236726e+03  2.403029e+03  +7.4351
   876  2.225860e+03  2.405127e+03  +8.0539
   877  2.214880e+03  2.407948e+03  +8.7169
   878  2.203789e+03  2.411221e+03  +9.4125
   879  2.192592e+03  2.414626e+03  +10.1265
   880  2.181292e+03  2.417839e+03  +10.8444
   881  2.169892e+03  2.420541e+03  +11.5512
   882  2.158395e+03  2.422408e+03  +12.2319
   883  2.146806e+03  2.423120e+03  +12.8709
   884  2.135128e+03  2.422355e+03  +13.4525
   885  2.123364e+03  2.419871e+03  +13.9640
   886  2.111518e+03  2.415748e+03  +14.4081
   887  2.099594e+03  2.410144e+03  +14.7910
   888  2.087596e+03  2.403219e+03  +15.1190
   889  2.075527e+03  2.395133e+03  +15.3988
   890  2.063391e+03  2.386043e+03  +15.6370
   891  2.051192e+03  2.376110e+03  +15.8405
   892  2.038934e+03  2.365493e+03  +16.0162
   893  2.026620e+03  2.354372e+03  +16.1723
   894  2.014256e+03  2.343017e+03  +16.3217
   895  2.001844e+03  2.331715e+03  +16.4784
   896  1.989387e+03  2.320758e+03  +16.6569
   897  1.976890e+03  2.310435e+03  +16.8722
   898  1.964354e+03  2.301036e+03  +17.1396
   899  1.951783e+03  2.292851e+03  +17.4747
   900  1.939180e+03  2.286170e+03  +17.8936
   901  1.926548e+03  2.281173e+03  +18.4072
   902  1.913891e+03  2.277603e+03  +19.0038
   903  1.901211e+03  2.275096e+03  +19.6656
   904  1.888512e+03  2.273285e+03  +20.3744
   905  1.875797e+03  2.271805e+03  +21.1114
   906  1.863070e+03  2.270291e+03  +21.8575
   907  1.850333e+03  2.268376e+03  +22.5928
   908  1.837590e+03  2.265695e+03  +23.2971
   909  1.824844e+03  2.261935e+03  +23.9522
   910  1.812099e+03  2.256996e+03  +24.5514
   911  1.799359e+03  2.250830e+03  +25.0907
   912  1.786626e+03  2.243390e+03  +25.5658
   913  1.773904e+03  2.234628e+03  +25.9723
   914  1.761197e+03  2.224496e+03  +26.3059
   915  1.748507e+03  2.212947e+03  +26.5620
   916  1.735840e+03  2.199932e+03  +26.7359
   917  1.723198e+03  2.185486e+03  +26.8273
   918  1.710585e+03  2.169959e+03  +26.8548
   919  1.698005e+03  2.153785e+03  +26.8421
   920  1.685460e+03  2.137397e+03  +26.8138
   921  1.672956e+03  2.121226e+03  +26.7951
   922  1.660496e+03  2.105706e+03  +26.8119
   923  1.648083e+03  2.091270e+03  +26.8910
   924  1.635721e+03  2.078349e+03  +27.0601
   925  1.623415e+03  2.067255e+03  +27.3399
   926  1.611168e+03  2.057819e+03  +27.7222
   927  1.598983e+03  2.049748e+03  +28.1907
   928  1.586865e+03  2.042751e+03  +28.7287
   929  1.574818e+03  2.036536e+03  +29.3188
   930  1.562846e+03  2.030812e+03  +29.9432
   931  1.550952e+03  2.025288e+03  +30.5835
   932  1.539141e+03  2.019672e+03  +31.2207
   933  1.527417e+03  2.013692e+03  +31.8364
   934  1.515784e+03  2.007161e+03  +32.4174
   935  1.504242e+03  1.999909e+03  +32.9513
   936  1.492796e+03  1.991770e+03  +33.4255
   937  1.481445e+03  1.982573e+03  +33.8270
   938  1.470191e+03  1.972151e+03  +34.1425
   939  1.459037e+03  1.960337e+03  +34.3582
   940  1.447984e+03  1.946960e+03  +34.4600
   941  1.437034e+03  1.931956e+03  +34.4406
   942  1.426188e+03  1.915668e+03  +34.3209
   943  1.415448e+03  1.898541e+03  +34.1301
   944  1.404816e+03  1.881022e+03  +33.8981
   945  1.394294e+03  1.863554e+03  +33.6558
   946  1.383883e+03  1.846585e+03  +33.4350
   947  1.373585e+03  1.830559e+03  +33.2687
   948  1.363403e+03  1.815923e+03  +33.1905
   949  1.353337e+03  1.803002e+03  +33.2264
   950  1.343389e+03  1.791648e+03  +33.3677
   951  1.333562e+03  1.781591e+03  +33.5964
   952  1.323857e+03  1.772562e+03  +33.8937
   953  1.314276e+03  1.764293e+03  +34.2406
   954  1.304821e+03  1.756514e+03  +34.6172
   955  1.295494e+03  1.748958e+03  +35.0032
   956  1.286296e+03  1.741354e+03  +35.3775
   957  1.277229e+03  1.733462e+03  +35.7206
   958  1.268295e+03  1.725146e+03  +36.0209
   959  1.259497e+03  1.716298e+03  +36.2685
   960  1.250836e+03  1.706810e+03  +36.4535
   961  1.242313e+03  1.696572e+03  +36.5656
   962  1.233932e+03  1.685478e+03  +36.5941
   963  1.225693e+03  1.673419e+03  +36.5284
   964  1.217598e+03  1.660286e+03  +36.3574
   965  1.209651e+03  1.646051e+03  +36.0766
   966  1.201851e+03  1.631002e+03  +35.7074
   967  1.194203e+03  1.615506e+03  +35.2790
   968  1.186706e+03  1.599931e+03  +34.8212
   969  1.179364e+03  1.584646e+03  +34.3644
   970  1.172179e+03  1.570017e+03  +33.9400
   971  1.165152e+03  1.556412e+03  +33.5802
   972  1.158285e+03  1.544199e+03  +33.3177
   973  1.151580e+03  1.533628e+03  +33.1760
   974  1.145037e+03  1.524484e+03  +33.1384
   975  1.138656e+03  1.516433e+03  +33.1775
   976  1.132435e+03  1.509142e+03  +33.2652
   977  1.126376e+03  1.502278e+03  +33.3727
   978  1.120477e+03  1.495508e+03  +33.4706
   979  1.114738e+03  1.488498e+03  +33.5290
   980  1.109158e+03  1.480915e+03  +33.5171
   981  1.103737e+03  1.472497e+03  +33.4102
   982  1.098474e+03  1.463259e+03  +33.2083
   983  1.093370e+03  1.453288e+03  +32.9182
   984  1.088422e+03  1.442669e+03  +32.5468
   985  1.083632e+03  1.431489e+03  +32.1010
   986  1.078999e+03  1.419834e+03  +31.5881
   987  1.074521e+03  1.407790e+03  +31.0156
   988  1.070198e+03  1.395443e+03  +30.3911
   989  1.066030e+03  1.382901e+03  +29.7244
   990  1.062017e+03  1.370357e+03  +29.0334
   991  1.058157e+03  1.358023e+03  +28.3386
   992  1.054450e+03  1.346116e+03  +27.6604
   993  1.050896e+03  1.334848e+03  +27.0200
   994  1.047494e+03  1.324434e+03  +26.4384
   995  1.044242e+03  1.315088e+03  +25.9371
   996  1.041142e+03  1.307024e+03  +25.5376
   997  1.038191e+03  1.300363e+03  +25.2527
   998  1.035390e+03  1.294851e+03  +25.0592
   999  1.032738e+03  1.290141e+03  +24.9243
  1000  1.030233e+03  1.285885e+03  +24.8150
  1001  1.027876e+03  1.281738e+03  +24.6978
  1002  1.025665e+03  1.277352e+03  +24.5389
  1003  1.023600e+03  1.272380e+03  +24.3043
  1004  1.021681e+03  1.266474e+03  +23.9599
  1005  1.019906e+03  1.259394e+03  +23.4814
  1006  1.018274e+03  1.251317e+03  +22.8860
  1007  1.016786e+03  1.242527e+03  +22.2014
  1008  1.015440e+03  1.233307e+03  +21.4555
  1009  1.014235e+03  1.223943e+03  +20.6765
  1010  1.013171e+03  1.214716e+03  +19.8926
  1011  1.012246e+03  1.205911e+03  +19.1322
  1012  1.011461e+03  1.197812e+03  +18.4239
  1013  1.010812e+03  1.190634e+03  +17.7898
  1014  1.010299e+03  1.184323e+03  +17.2250
  1015  1.009919e+03  1.178759e+03  +16.7182
  1016  1.009671e+03  1.173821e+03  +16.2577
  1017  1.009551e+03  1.169385e+03  +15.8322
  1018  1.009559e+03  1.165332e+03  +15.4298
  1019  1.009692e+03  1.161540e+03  +15.0390
  1020  1.009949e+03  1.157888e+03  +14.6482
  1021  1.010326e+03  1.154263e+03  +14.2466
  1022  1.010823e+03  1.150589e+03  +13.8270
  1023  1.011436e+03  1.146800e+03  +13.3834
  1024  1.012164e+03  1.142828e+03  +12.9094
  1025  1.013005e+03  1.138607e+03  +12.3990
  1026  1.013956e+03  1.134070e+03  +11.8461
  1027  1.015015e+03  1.129149e+03  +11.2446
  1028  1.016180e+03  1.123778e+03  +10.5885
  1029  1.017449e+03  1.117943e+03  +9.8770
  1030  1.018820e+03  1.111836e+03  +9.1298
  1031  1.020290e+03  1.105704e+03  +8.3715
  1032  1.021856e+03  1.099791e+03  +7.6268
  1033  1.023518e+03  1.094345e+03  +6.9200
  1034  1.025271e+03  1.089610e+03  +6.2753
  1035  1.027115e+03  1.085833e+03  +5.7168
  1036  1.029046e+03  1.083259e+03  +5.2683
  1037  1.031062e+03  1.082037e+03  +4.9439
  1038  1.033160e+03  1.081931e+03  +4.7205
  1039  1.035339e+03  1.082608e+03  +4.5655
  1040  1.037596e+03  1.083734e+03  +4.4467
  1041  1.039928e+03  1.084978e+03  +4.3321
  1042  1.042332e+03  1.086006e+03  +4.1900
  1043  1.044807e+03  1.086485e+03  +3.9891
  1044  1.047349e+03  1.086082e+03  +3.6982
  1045  1.049956e+03  1.084570e+03  +3.2967
  1046  1.052626e+03  1.082143e+03  +2.8042
  1047  1.055356e+03  1.079102e+03  +2.2501
  1048  1.058142e+03  1.075747e+03  +1.6638
  1049  1.060983e+03  1.072379e+03  +1.0741
  1050  1.063876e+03  1.069297e+03  +0.5095
  1051  1.066818e+03  1.066802e+03  -0.0016
  1052  1.069807e+03  1.065193e+03  -0.4313
  1053  1.072841e+03  1.064691e+03  -0.7597
  1054  1.075917e+03  1.065182e+03  -0.9978
  1055  1.079034e+03  1.066476e+03  -1.1639
  1056  1.082189e+03  1.068378e+03  -1.2763
  1057  1.085381e+03  1.070696e+03  -1.3529
  1058  1.088606e+03  1.073238e+03  -1.4117
  1059  1.091862e+03  1.075810e+03  -1.4702
  1060  1.095148e+03  1.078220e+03  -1.5458
  1061  1.098461e+03  1.080306e+03  -1.6527
  1062  1.101799e+03  1.082038e+03  -1.7935
  1063  1.105159e+03  1.083414e+03  -1.9676
  1064  1.108539e+03  1.084434e+03  -2.1744
  1065  1.111936e+03  1.085100e+03  -2.4135
  1066  1.115349e+03  1.085409e+03  -2.6844
  1067  1.118775e+03  1.085363e+03  -2.9865
  1068  1.122212e+03  1.084961e+03  -3.3194
  1069  1.125657e+03  1.084237e+03  -3.6796
  1070  1.129107e+03  1.083358e+03  -4.0518
  1071  1.132560e+03  1.082525e+03  -4.4179
  1072  1.136014e+03  1.081938e+03  -4.7602
  1073  1.139467e+03  1.081799e+03  -5.0610
  1074  1.142915e+03  1.082307e+03  -5.3029
  1075  1.146356e+03  1.083665e+03  -5.4687
  1076  1.149787e+03  1.086072e+03  -5.5415
  1077  1.153207e+03  1.089639e+03  -5.5123
  1078  1.156612e+03  1.094112e+03  -5.4037
  1079  1.160000e+03  1.099147e+03  -5.2459
  1080  1.163368e+03  1.104399e+03  -5.0688
  1081  1.166713e+03  1.109524e+03  -4.9017
  1082  1.170033e+03  1.114177e+03  -4.7739
  1083  1.173326e+03  1.118015e+03  -4.7140
  1084  1.176587e+03  1.120692e+03  -4.7507
  1085  1.179816e+03  1.121986e+03  -4.9016
  1086  1.183008e+03  1.122162e+03  -5.1434
  1087  1.186162e+03  1.121607e+03  -5.4424
  1088  1.189274e+03  1.120707e+03  -5.7654
  1089  1.192341e+03  1.119850e+03  -6.0798
  1090  1.195362e+03  1.119421e+03  -6.3529
  1091  1.198334e+03  1.119809e+03  -6.5529
  1092  1.201257e+03  1.121399e+03  -6.6479
  1093  1.204129e+03  1.124458e+03  -6.6164
  1094  1.206949e+03  1.128777e+03  -6.4768
  1095  1.209717e+03  1.134025e+03  -6.2570
  1096  1.212430e+03  1.139872e+03  -5.9846
  1097  1.215089e+03  1.145987e+03  -5.6870
  1098  1.217691e+03  1.152041e+03  -5.3913
  1099  1.220235e+03  1.157703e+03  -5.1246
  1100  1.222721e+03  1.162643e+03  -4.9134
  1101  1.225147e+03  1.166615e+03  -4.7775
  1102  1.227512e+03  1.169706e+03  -4.7093
  1103  1.229815e+03  1.172085e+03  -4.6942
  1104  1.232055e+03  1.173923e+03  -4.7182
  1105  1.234230e+03  1.175391e+03  -4.7672
  1106  1.236339e+03  1.176660e+03  -4.8271
  1107  1.238381e+03  1.177898e+03  -4.8840
  1108  1.240355e+03  1.179277e+03  -4.9242
