# ell  D_l_CLASS[muK2]  D_l_mlx[muK2]  residual_pct
  2358  1.085592e+02  6.801222e+01  -37.3501
  2359  1.085356e+02  6.803178e+01  -37.3185
  2360  1.085085e+02  6.804277e+01  -37.2927
  2361  1.084778e+02  6.804524e+01  -37.2727
  2362  1.084435e+02  6.803922e+01  -37.2584
  2363  1.084054e+02  6.802475e+01  -37.2497
  2364  1.083636e+02  6.800188e+01  -37.2466
  2365  1.083179e+02  6.797065e+01  -37.2489
  2366  1.082683e+02  6.793108e+01  -37.2567
  2367  1.082148e+02  6.788324e+01  -37.2699
  2368  1.081572e+02  6.782714e+01  -37.2884
  2369  1.080956e+02  6.776285e+01  -37.3121
  2370  1.080298e+02  6.769038e+01  -37.3410
  2371  1.079598e+02  6.760980e+01  -37.3750
  2372  1.078855e+02  6.752112e+01  -37.4141
  2373  1.078069e+02  6.742441e+01  -37.4582
  2374  1.077238e+02  6.731968e+01  -37.5072
  2375  1.076363e+02  6.720700e+01  -37.5611
  2376  1.075443e+02  6.708639e+01  -37.6198
  2377  1.074477e+02  6.695789e+01  -37.6833
  2378  1.073465e+02  6.682156e+01  -37.7515
  2379  1.072408e+02  6.667742e+01  -37.8246
  2380  1.071305e+02  6.652551e+01  -37.9024
  2381  1.070157e+02  6.636588e+01  -37.9849
  2382  1.068965e+02  6.619857e+01  -38.0722
  2383  1.067727e+02  6.602362e+01  -38.1643
  2384  1.066445e+02  6.584106e+01  -38.2612
  2385  1.065119e+02  6.565094e+01  -38.3628
  2386  1.063749e+02  6.545330e+01  -38.4692
  2387  1.062335e+02  6.524817e+01  -38.5804
  2388  1.060878e+02  6.503560e+01  -38.6964
  2389  1.059377e+02  6.481563e+01  -38.8172
  2390  1.057833e+02  6.458830e+01  -38.9428
  2391  1.056247e+02  6.435364e+01  -39.0733
  2392  1.054617e+02  6.411171e+01  -39.2085
  2393  1.052945e+02  6.386253e+01  -39.3487
  2394  1.051231e+02  6.360615e+01  -39.4937
  2395  1.049475e+02  6.334261e+01  -39.6435
  2396  1.047677e+02  6.307195e+01  -39.7983
  2397  1.045838e+02  6.279421e+01  -39.9580
  2398  1.043957e+02  6.250942e+01  -40.1226
  2399  1.042035e+02  6.221764e+01  -40.2922
  2400  1.040072e+02  6.191889e+01  -40.4667
  2401  1.038069e+02  6.161324e+01  -40.6463
  2402  1.036026e+02  6.130083e+01  -40.8308
  2403  1.033942e+02  6.098180e+01  -41.0201
  2404  1.031818e+02  6.065630e+01  -41.2142
  2405  1.029655e+02  6.032450e+01  -41.4129
  2406  1.027452e+02  5.998653e+01  -41.6162
  2407  1.025210e+02  5.964256e+01  -41.8241
  2408  1.022930e+02  5.929274e+01  -42.0363
  2409  1.020610e+02  5.893722e+01  -42.2530
  2410  1.018252e+02  5.857614e+01  -42.4738
  2411  1.015856e+02  5.820967e+01  -42.6989
  2412  1.013422e+02  5.783796e+01  -42.9281
  2413  1.010950e+02  5.746115e+01  -43.1613
  2414  1.008441e+02  5.707940e+01  -43.3984
  2415  1.005895e+02  5.669287e+01  -43.6394
  2416  1.003312e+02  5.630171e+01  -43.8841
  2417  1.000692e+02  5.590606e+01  -44.1326
  2418  9.980370e+01  5.550608e+01  +0.0000
  2419  9.953470e+01  5.510192e+01  +0.0000
  2420  9.926230e+01  5.469374e+01  +0.0000
  2421  9.898656e+01  5.428169e+01  +0.0000
  2422  9.870755e+01  5.386591e+01  +0.0000
  2423  9.842534e+01  5.344657e+01  +0.0000
  2424  9.814002e+01  5.302381e+01  +0.0000
  2425  9.785164e+01  5.259779e+01  +0.0000
  2426  9.756028e+01  5.216866e+01  +0.0000
  2427  9.726601e+01  5.173657e+01  +0.0000
  2428  9.696892e+01  5.130168e+01  +0.0000
  2429  9.666907e+01  5.086413e+01  +0.0000
  2430  9.636653e+01  5.042408e+01  +0.0000
  2431  9.606139e+01  4.998169e+01  +0.0000
  2432  9.575371e+01  4.953709e+01  +0.0000
  2433  9.544357e+01  4.909046e+01  +0.0000
  2434  9.513104e+01  4.864193e+01  +0.0000
  2435  9.481621e+01  4.819166e+01  +0.0000
  2436  9.449914e+01  4.773981e+01  +0.0000
  2437  9.417991e+01  4.728652e+01  +0.0000
  2438  9.385860e+01  4.683195e+01  +0.0000
  2439  9.353528e+01  4.637625e+01  +0.0000
  2440  9.321003e+01  4.591957e+01  +0.0000
  2441  9.288293e+01  4.546207e+01  +0.0000
  2442  9.255405e+01  4.500390e+01  +0.0000
  2443  9.222348e+01  4.454521e+01  +0.0000
  2444  9.189128e+01  4.408615e+01  +0.0000
  2445  9.155754e+01  4.362687e+01  +0.0000
  2446  9.122233e+01  4.316753e+01  +0.0000
  2447  9.088574e+01  4.270829e+01  +0.0000
  2448  9.054784e+01  4.224928e+01  +0.0000
  2449  9.020871e+01  4.179067e+01  +0.0000
  2450  8.986843e+01  4.133261e+01  +0.0000
  2451  8.952708e+01  4.087524e+01  +0.0000
  2452  8.918473e+01  4.041873e+01  +0.0000
  2453  8.884148e+01  3.996322e+01  +0.0000
  2454  8.849739e+01  3.950887e+01  +0.0000
  2455  8.815256e+01  3.905583e+01  +0.0000
  2456  8.780705e+01  3.860425e+01  +0.0000
  2457  8.746094e+01  3.815428e+01  +0.0000
  2458  8.711430e+01  3.770608e+01  +0.0000
  2459  8.676722e+01  3.725979e+01  +0.0000
  2460  8.641976e+01  3.681558e+01  +0.0000
  2461  8.607201e+01  3.637359e+01  +0.0000
  2462  8.572404e+01  3.593398e+01  +0.0000
  2463  8.537592e+01  3.549690e+01  +0.0000
  2464  8.502775e+01  3.506249e+01  +0.0000
  2465  8.467958e+01  3.463092e+01  +0.0000
  2466  8.433151e+01  3.420234e+01  +0.0000
  2467  8.398360e+01  3.377689e+01  +0.0000
  2468  8.363594e+01  3.335473e+01  +0.0000
  2469  8.328860e+01  3.293602e+01  +0.0000
  2470  8.294167e+01  3.252090e+01  +0.0000
  2471  8.259522e+01  3.210952e+01  +0.0000
  2472  8.224933e+01  3.170205e+01  +0.0000
  2473  8.190408e+01  3.129863e+01  +0.0000
  2474  8.155955e+01  3.089942e+01  +0.0000
  2475  8.121583e+01  3.050456e+01  +0.0000
  2476  8.087298e+01  3.011421e+01  +0.0000
  2477  8.053109e+01  2.972852e+01  +0.0000
  2478  8.019025e+01  2.934765e+01  +0.0000
  2479  7.985053e+01  2.897174e+01  +0.0000
  2480  7.951201e+01  2.860095e+01  +0.0000
  2481  7.917477e+01  2.823543e+01  +0.0000
  2482  7.883891e+01  2.787534e+01  +0.0000
  2483  7.850449e+01  2.752083e+01  +0.0000
  2484  7.817160e+01  2.717204e+01  +0.0000
  2485  7.784033e+01  2.682913e+01  +0.0000
  2486  7.751075e+01  2.649226e+01  +0.0000
  2487  7.718295e+01  2.616157e+01  +0.0000
  2488  7.685702e+01  2.583722e+01  +0.0000
  2489  7.653303e+01  2.551936e+01  +0.0000
  2490  7.621107e+01  2.520814e+01  +0.0000
  2491  7.589122e+01  2.490372e+01  +0.0000
  2492  7.557357e+01  2.460625e+01  +0.0000
  2493  7.525820e+01  2.431588e+01  +0.0000
  2494  7.494516e+01  2.403276e+01  +0.0000
  2495  7.463428e+01  2.375704e+01  +0.0000
  2496  7.432539e+01  2.348888e+01  +0.0000
  2497  7.401828e+01  2.322843e+01  +0.0000
  2498  7.371276e+01  2.297585e+01  +0.0000
  2499  7.340864e+01  2.273128e+01  +0.0000
  2500  7.310571e+01  2.249487e+01  +0.0000
