# ell  D_l[muK^2]  (with (2/3)^2)
  1776  2.844631e+02
  1788  3.957370e+02
  1800  5.438464e+02
  1812  5.493149e+02
  1824  3.066947e+02
  1836  2.329642e+02
  1848  1.529127e+02
  1860  4.250928e+02
  1872  4.452109e+02
  1884  4.727496e+02
  1896  2.822922e+02
  1908  2.753552e+02
  1920  2.323281e+02
  1932  2.007316e+02
  1944  2.796524e+02
  1956  3.134968e+02
  1968  2.064704e+02
  1980  2.697219e+02
  1992  3.210163e+02
  2004  3.101635e+02
  2016  2.263206e+02
  2028  4.767530e+02
  2040  2.714601e+02
  2052  1.940638e+02
  2064  2.759866e+02
  2076  3.764760e+02
  2088  2.980092e+02
  2100  1.462520e+02
  2112  5.919101e+02
  2124  3.854472e+02
  2136  1.978118e+02
  2148  2.625785e+02
  2160  2.124885e+02
  2172  1.433779e+02
  2184  1.965961e+02
  2196  2.769539e+02
  2208  2.713580e+02
  2220  1.174728e+02
  2232  1.585904e+02
  2244  1.480091e+02
  2256  1.345320e+02
  2268  1.329450e+02
  2280  1.870031e+02
  2292  8.116824e+01
  2304  1.404819e+02
  2316  1.420615e+02
  2328  1.965265e+02
  2340  1.719984e+02
  2352  1.702031e+02
  2364  1.593718e+02
  2376  2.788640e+02
  2388  2.006157e+02
  2400  1.004642e+02
  2412  1.552296e+02
  2424  1.663603e+02
  2436  1.247395e+02
  2448  1.052609e+02
  2460  1.343285e+02
  2472  1.326342e+02
  2484  2.048593e+02
  2496  9.110799e+01
