channel,state,eps,p,D_before,D_after,Sigma,F_petz,bound,tau_petz,tau_JRSWW,gap,holds
Amplitude Damping,|1>,0.2,0.85,1.6094379124341003,0.12916492315400868,1.4802729892800917,0.2989690721649485,0.4770487964731761,0.7010309278350515,0.5229512035268239,-0.1780797243082276,False
Amplitude Damping,|1>,0.2,0.9,1.6094379124341003,0.08430176373713365,1.5251361486969666,0.26530612244897955,0.4664669656672158,0.7346938775510204,0.5335330343327842,-0.20116084321823624,False
Amplitude Damping,|1>,0.2,0.95,1.6094379124341003,0.041291085014358346,1.5681468274197419,0.23232323232323235,0.4565425319120185,0.7676767676767676,0.5434574680879816,-0.22421929958878614,False
Amplitude Damping,|1>,0.2,1.0,1.6094379124341003,0.0,1.6094379124341003,0.19999999999999998,0.447213595499958,0.8,0.552786404500042,-0.247213595499958,False
Amplitude Damping,|+>,0.2,0.0,0.9162907318741549,0.9162907318741549,0.0,0.9999999999999996,1.0,4.440892098500626e-16,0.0,-4.440892098500626e-16,True
Amplitude Damping,|+>,0.2,0.05,0.9162907318741549,0.8343881196155625,0.08190261225859241,0.9843221048378524,0.9598758688812908,0.01567789516214757,0.04012413111870916,0.02444623595656159,True
Amplitude Damping,|+>,0.2,0.1,0.9162907318741549,0.7711979098091061,0.1450928220650488,0.968521285665818,0.9300225823503182,0.031478714334182034,0.0699774176496818,0.03849870331549976,True
Amplitude Damping,|+>,0.2,0.15,0.9162907318741549,0.7153307882153601,0.20095994365879477,0.9525696378552514,0.9044032257734804,0.047430362144748606,0.09559677422651958,0.04816641208177097,True
Amplitude Damping,|+>,0.2,0.2,0.9162907318741549,0.6642019257971159,0.252088806077039,0.9364357804719844,0.8815757012745111,0.06356421952801561,0.11842429872548887,0.054860079197473266,True
Amplitude Damping,|+>,0.2,0.25,0.9162907318741549,0.6165273468036168,0.2997633850705381,0.9200840252084024,0.8608098106273767,0.07991597479159762,0.13919018937262329,0.059274214581025664,True
Amplitude Damping,|+>,0.2,0.3,0.9162907318741549,0.5715168550627548,0.34477387681140004,0.9034732923929643,0.8416534421125933,0.09652670760703574,0.1583465578874067,0.06181985028037096,True
Amplitude Damping,|+>,0.2,0.35,0.9162907318741549,0.5286226052622977,0.38766812661185723,0.8865556717425336,0.8237945906785887,0.11344432825746642,0.17620540932141127,0.06276108106394485,True
Amplitude Damping,|+>,0.2,0.4,0.9162907318741549,0.4874324624048451,0.42885826946930977,0.8692744729379976,0.8070019981163431,0.13072552706200236,0.1929980018836569,0.062272474821654544,True
Amplitude Damping,|+>,0.2,0.45,0.9162907318741549,0.44761570848184185,0.46867502339231304,0.851561524655326,0.7910947670954093,0.14843847534467403,0.20890523290459073,0.060466757559916706,True
Amplitude Damping,|+>,0.2,0.5,0.9162907318741549,0.4088912933234099,0.507399438550745,0.8333333333333328,0.7759247623178712,0.16666666666666718,0.22407523768212878,0.057408571015461596,True
Amplitude Damping,|+>,0.2,0.55,0.9162907318741549,0.3710066291059869,0.545284102768168,0.814485451016575,0.7613652685030162,0.185514548983425,0.23863473149698378,0.05312018251355877,True
Amplitude Damping,|+>,0.2,0.6,0.9162907318741549,0.33372105750079034,0.5825696743733646,0.7948839123097939,0.7473027880762888,0.20511608769020606,0.2526972119237112,0.047581124233505134,True
Amplitude Damping,|+>,0.2,0.65,0.9162907318741549,0.29679026859302565,0.6195004632811292,0.7743516305843668,0.7336301709469462,0.22564836941563315,0.26636982905305384,0.04072145963742069,True
Amplitude Damping,|+>,0.2,0.7,0.9162907318741549,0.2599481776791635,0.6563425541949914,0.7526455763199552,0.7202396485837683,0.2473544236800448,0.2797603514162317,0.03240592773618689,True
Amplitude Damping,|+>,0.2,0.75,0.9162907318741549,0.22288118831865747,0.6934095435554974,0.7294157338705614,0.7070140279437915,0.27058426612943864,0.29298597205620847,0.02240170592676982,True
Amplitude Damping,|+>,0.2,0.8,0.9162907318741549,0.18518468556597467,0.7311060463081802,0.7041241452319313,0.6938128501916662,0.29587585476806866,0.30618714980833384,0.010311295040265178,True
Amplitude Damping,|+>,0.2,0.85,0.9162907318741549,0.14627623215655838,0.7700144997175965,0.6758631145281644,0.6804457030514384,0.3241368854718356,0.31955429694856163,-0.004582588523273978,False
Amplitude Damping,|+>,0.2,0.9,0.9162907318741549,0.10518432309267874,0.8111064087814761,0.6428571428571426,0.6666079383985266,0.35714285714285743,0.3333920616014734,-0.02375079554138404,False
Amplitude Damping,|+>,0.2,0.95,0.9162907318741549,0.05984058704142719,0.8564501448327277,0.6005037815259209,0.6516647265369496,0.3994962184740791,0.3483352734630504,-0.05116094501102875,False
Amplitude Damping,|+>,0.2,1.0,0.9162907318741549,0.0,0.9162907318741549,0.4999999999999996,0.6324555320336759,0.5000000000000004,0.3675444679663241,-0.13245553203367627,False
