channel,p,state,D_before,D_after,Delta_D,exp_bound,F_J_petz,f_petz,F_J_identity,f_identity,tau,tau_bound,tau_identity,bound_holds,gap_FJ,gap_tau
Dephasing,0.34,|0>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.34,|1>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.34,|+>,0.6931471805589462,0.05896854484773971,0.6341786357112065,0.5303709372096408,0.5577999999999999,0.7468600939935135,0.6699999999999997,0.8185352771872448,0.2531399060064865,0.2717342949104079,0.18146472281275516,True,0.02742906279035906,0.0185943889039214
Dephasing,0.34,|->,0.6931471805589453,0.05896854484773992,0.6341786357112054,0.5303709372096413,0.5577999999999999,0.7468600939935135,0.6699999999999997,0.8185352771872448,0.2531399060064865,0.27173429491040746,0.18146472281275516,True,0.027429062790358505,0.018594388903920955
Dephasing,0.34,|i+>,0.6931471805589453,0.05896854484773992,0.6341786357112054,0.5303709372096413,0.5577999999999999,0.7468600939935135,0.6699999999999997,0.8185352771872448,0.2531399060064865,0.27173429491040746,0.18146472281275516,True,0.027429062790358505,0.018594388903920955
Dephasing,0.34,|i->,0.6931471805589453,0.05896854484773992,0.6341786357112054,0.5303709372096413,0.5577999999999999,0.7468600939935135,0.6699999999999997,0.8185352771872448,0.2531399060064865,0.27173429491040746,0.18146472281275516,True,0.027429062790358505,0.018594388903920955
Dephasing,0.34,random_pure_0,0.6931471805589438,0.20995317482453904,0.48319400573440474,0.6168101470594086,0.6947868819982571,0.8335387705429527,0.7722290040662647,0.8787656138392448,0.16646122945704733,0.21462738330178033,0.12123438616075521,True,0.07797673493884849,0.048166153844732995
Dephasing,0.34,random_pure_1,0.6931471805589453,0.23419489910201882,0.45895228145692646,0.6319453996937942,0.7152440157313322,0.8457210034824323,0.7874955526942137,0.8874094616884664,0.1542789965175677,0.20505006466206055,0.11259053831153365,True,0.08329861603753808,0.05077106814449284
Dephasing,0.34,random_pure_2,0.6931471805589409,0.061950194680482074,0.6311969858784587,0.5319546775320814,0.5606599609626953,0.7487723024809981,0.6721342859431816,0.819837963223942,0.25122769751900187,0.27064776854246797,0.18016203677605802,True,0.02870528343061396,0.0194200710234661
Dephasing,0.34,random_pure_3,0.6931471805589462,0.06732419971878781,0.6258229808401584,0.5348210998347314,0.5657992150412038,0.7521962609859236,0.6759695634635848,0.8221736820548228,0.24780373901407637,0.2686853619441688,0.17782631794517723,True,0.030978115206472423,0.020881622930092436
Dephasing,0.34,random_pure_4,0.6931471805589462,0.06071839554680331,0.6324287850121428,0.5312998196306389,0.5594791671711172,0.7479834003312622,0.6712531056356367,0.8193003757082238,0.2520165996687378,0.27109683796087225,0.18069962429177622,True,0.02817934754047835,0.019080238292134455
Dephasing,0.34,random_pure_5,0.6931471805589435,0.05910102829076481,0.6340461522681787,0.5304412072321886,0.557927204735109,0.7469452488202258,0.6700949289067979,0.8185932621924016,0.25305475117977416,0.27168605173854554,0.18140673780759842,True,0.027485997502920467,0.01863130055877138
Dephasing,0.34,random_pure_6,0.6931471805589442,0.42532188107083957,0.26782529948810463,0.7650414225570508,0.8602740919881092,0.9275096182725596,0.8957269289551257,0.9464285123320861,0.07249038172744038,0.12533353639398592,0.053571487667913864,True,0.09523266943105846,0.052843154666545544
Dephasing,0.34,random_pure_7,0.6931471805589446,0.27641819838221504,0.4167289821767296,0.6591995505642811,0.749812685771618,0.8659172511109927,0.8132930490832969,0.9018276160571359,0.13408274888900729,0.18808895156902738,0.0981723839428641,True,0.09061313520733683,0.0540062026800201
Dephasing,0.34,random_pure_8,0.6931471805589458,0.22880657096227786,0.4643406095966679,0.6285494280352408,0.7107349591347061,0.8430509825240144,0.7841305643854146,0.885511470499064,0.15694901747598555,0.20718890772439313,0.11448852950093602,True,0.08218553109946525,0.05023989024840758
Dephasing,0.34,random_pure_9,0.6931471805589453,0.12147224236322027,0.571674938195725,0.5645790113665102,0.6164677210295207,0.7851545841613107,0.713781881365314,0.8448561305721312,0.21484541583868932,0.2486152707390772,0.15514386942786884,True,0.05188870966301051,0.03376985490038786
Dephasing,0.34,random_mixed_0,0.08698988847248912,0.011503391026221402,0.07548649744626772,0.9272922512629159,0.9659099180270374,0.9828071621773202,0.9805529068441762,0.9902287144110578,0.017192837822679774,0.037039849597650276,0.009771285588942247,True,0.03861766676412148,0.019847011774970502
Dephasing,0.34,random_mixed_1,0.07622498786895196,0.028284942865443655,0.047940045003508305,0.9531909339234674,0.9788104818987147,0.989348513870979,0.9880138831261404,0.9939888747496827,0.010651486129021004,0.023685023200264776,0.0060111252503173285,True,0.025619547975247237,0.013033537071243773
Dephasing,0.34,random_mixed_2,0.012797230572006693,0.0018294512224432645,0.010967779349563429,0.9890921474542839,0.9951361711261718,0.9975651212458121,0.9972819504808372,0.9986400505091098,0.002434878754187908,0.005468880600368653,0.0013599494908902443,True,0.006044023671887944,0.003034001846180745
Dephasing,0.34,random_mixed_3,0.2561448045271393,0.16368413388590505,0.09246067064123423,0.9116850662484264,0.962003480393441,0.9808177610511756,0.9780321554568769,0.9889550826285676,0.019182238948824426,0.045177992373224396,0.011044917371432428,True,0.05031841414501459,0.02599575342439997
Dephasing,0.35000000000000003,|0>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.35000000000000003,|1>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.35000000000000003,|+>,0.6931471805589462,0.06256615217393031,0.6305810283850158,0.5322824399353706,0.5612499999999998,0.7491662031885847,0.6749999999999999,0.8215838362577491,0.25083379681141527,0.2704231089628931,0.1784161637422509,True,0.028967560064629194,0.019589312151477856
Dephasing,0.35000000000000003,|->,0.6931471805589453,0.06256615217393036,0.630581028385015,0.532282439935371,0.5612499999999998,0.7491662031885847,0.6749999999999999,0.8215838362577491,0.25083379681141527,0.2704231089628928,0.1784161637422509,True,0.02896756006462875,0.019589312151477523
Dephasing,0.35000000000000003,|i+>,0.6931471805589453,0.06256615217393036,0.630581028385015,0.532282439935371,0.5612499999999998,0.7491662031885847,0.6749999999999999,0.8215838362577491,0.25083379681141527,0.2704231089628928,0.1784161637422509,True,0.02896756006462875,0.019589312151477523
Dephasing,0.35000000000000003,|i->,0.6931471805589453,0.06256615217393036,0.630581028385015,0.532282439935371,0.5612499999999998,0.7491662031885847,0.6749999999999999,0.8215838362577491,0.25083379681141527,0.2704231089628928,0.1784161637422509,True,0.02896756006462875,0.019589312151477523
Dephasing,0.35000000000000003,random_pure_0,0.6931471805589438,0.21274843981227978,0.480398740746664,0.6185367068394112,0.6971681263649775,0.8349659432365955,0.7756800900615058,0.8807270235785353,0.16503405676340455,0.21352895359116297,0.11927297642146473,True,0.07863141952556629,0.04849489682775843
Dephasing,0.35000000000000003,random_pure_1,0.6931471805589453,0.23685941253073967,0.45628776802820564,0.6336314719810814,0.7174656603337753,0.8470334469982725,0.790715301285808,0.8892217390987515,0.15296655300172746,0.20399028147824638,0.11077826090124854,True,0.08383418835269396,0.051023728476518926
Dephasing,0.35000000000000003,random_pure_2,0.6931471805589409,0.06553213880852694,0.6276150417504139,0.5338635261192191,0.5640876395435015,0.7510576805702086,0.6771019599278107,0.8228620540089394,0.2489423194297914,0.26934034864430967,0.17713794599106059,True,0.03022411342428244,0.020398029214518276
Dephasing,0.35000000000000003,random_pure_3,0.6931471805589462,0.07087789606361529,0.6222692844953309,0.5367250726893037,0.56918680596863,0.7544447004046287,0.6808791155323183,0.8251539950411185,0.24555529959537126,0.2673847717325938,0.17484600495888147,True,0.03246173327932633,0.021829472137222528
Dephasing,0.35000000000000003,random_pure_4,0.6931471805589462,0.06430681137664637,0.6288403691822998,0.5332097691107773,0.5629160609019263,0.7502773226627113,0.6762341364801373,0.8223345648093222,0.2497226773372887,0.2697878602003543,0.1776654351906778,True,0.02970629179114892,0.020065182863065578
Dephasing,0.35000000000000003,random_pure_5,0.6931471805589435,0.0626979397980216,0.6304492407609219,0.5323525927960144,0.5613762206205556,0.7492504391860946,0.6750934905900282,0.8216407308489692,0.2507495608139054,0.27037503277641706,0.17835926915103084,True,0.029023627824541154,0.01962547196251163
Dephasing,0.35000000000000003,random_pure_6,0.6931471805589442,0.42693152257993394,0.26621565797901026,0.7662738566093816,0.8613642154325367,0.9280970937528771,0.8973068239709575,0.9472628061794454,0.07190290624712292,0.12462930331808475,0.05273719382055464,True,0.09509035882315509,0.05272639707096183
Dephasing,0.35000000000000003,random_pure_7,0.6931471805589446,0.27885351676168907,0.4142936637972556,0.6608068677156251,0.7517646220766563,0.867043610250751,0.8161219510484724,0.9033946817689776,0.13295638974924895,0.1870997184674955,0.09660531823102236,True,0.09095775436103115,0.054143328718246564
Dephasing,0.35000000000000003,random_pure_8,0.6931471805589458,0.23150019826205387,0.4616469822968919,0.6302447882430494,0.7129917693795859,0.8443883996003178,0.7874013062974535,0.8873563581208248,0.15561160039968225,0.20612041955782145,0.1126436418791752,True,0.08274698113653645,0.050508819158139207
Dephasing,0.35000000000000003,random_pure_9,0.6931471805589453,0.12474005017183623,0.5684071303871091,0.5664269648023104,0.6194600013607016,0.7870578132263866,0.7181185195264456,0.847418739187685,0.21294218677361343,0.2473865767857244,0.15258126081231504,True,0.0530330365583912,0.03444439001211097
Dephasing,0.35000000000000003,random_mixed_0,0.08698988847248912,0.012077274818825187,0.07491261365366393,0.9278245619845613,0.9664172935760675,0.9830652539765952,0.981115433932352,0.9905127126555984,0.016934746023404834,0.03676349633926279,0.00948728734440163,True,0.038592731591506224,0.019828750315857957
Dephasing,0.35000000000000003,random_mixed_1,0.07622498786895196,0.028652806013887214,0.047572181855064746,0.953541642243867,0.9791307508515916,0.9895103591431429,0.9883654552636019,0.9941657081511119,0.010489640856857108,0.023505431533863086,0.005834291848888062,True,0.025589108607724675,0.013015790677005978
Dephasing,0.35000000000000003,random_mixed_2,0.012797230572006693,0.001914709252645197,0.010882521319361496,0.9891764790973878,0.995211309645381,0.9976027814944087,0.9973632499513146,0.9986807547716711,0.00239721850559127,0.005426483814601202,0.0013192452283289358,True,0.006034830547993142,0.003029265309009932
Dephasing,0.35000000000000003,random_mixed_3,0.2561448045271393,0.1643780598690407,0.09176674465809859,0.9123179277584603,0.9625551360858956,0.9810989430663432,0.9786533700515979,0.9892691090151344,0.018901056933656846,0.04484664699407548,0.010730890984865571,True,0.05023720832743528,0.025945590060418633
Dephasing,0.36,|0>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.36,|1>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.36,|+>,0.6931471805589462,0.06627772298751881,0.6268694575714274,0.5342617147411539,0.5647999999999997,0.7515317691222373,0.6799999999999997,0.8246211251235319,0.2484682308777627,0.26906791372853667,0.17537887487646808,True,0.030538285258845832,0.02059968285077396
Dephasing,0.36,|->,0.6931471805589453,0.06627772298751872,0.6268694575714266,0.5342617147411544,0.5647999999999997,0.7515317691222373,0.6799999999999997,0.8246211251235319,0.2484682308777627,0.26906791372853645,0.17537887487646808,True,0.030538285258845388,0.020599682850773737
Dephasing,0.36,|i+>,0.6931471805589453,0.06627772298751873,0.6268694575714265,0.5342617147411544,0.5647999999999997,0.7515317691222373,0.6799999999999997,0.8246211251235319,0.2484682308777627,0.26906791372853633,0.17537887487646808,True,0.030538285258845388,0.020599682850773626
Dephasing,0.36,|i->,0.6931471805589453,0.06627772298751873,0.6268694575714265,0.5342617147411544,0.5647999999999997,0.7515317691222373,0.6799999999999997,0.8246211251235319,0.2484682308777627,0.26906791372853633,0.17537887487646808,True,0.030538285258845388,0.020599682850773626
Dephasing,0.36,random_pure_0,0.6931471805589438,0.21563186946126034,0.4775153110976834,0.6203227877006692,0.6996183797839763,0.8364319337423556,0.7791311617084977,0.8826840667580319,0.16356806625764442,0.21239426887517565,0.1173159332419681,True,0.07929559208330716,0.048826202617531234
Dephasing,0.36,random_pure_1,0.6931471805589453,0.2396078983088387,0.45353928225010665,0.6353753945457364,0.7197516948859306,0.8483818096151818,0.7939350754049282,0.89103034482835,0.15161819038481816,0.20289561878902185,0.10896965517165003,True,0.08437630034019417,0.051277428404203684
Dephasing,0.36,random_pure_2,0.6931471805589409,0.06922754170354391,0.6239196388553969,0.5358400166543607,0.5676146838754236,0.7534020731823238,0.6820696213837665,0.8258750640283108,0.24659792681767623,0.26798905974407694,0.1741249359716892,True,0.031774667221062924,0.021391132926400713
Dephasing,0.36,random_pure_3,0.6931471805589462,0.07454414103732068,0.6186030395216255,0.5386964498569645,0.5726725879374307,0.7567513382462107,0.6857886676010516,0.8281235823239498,0.24324866175378934,0.266040566613546,0.17187641767605022,True,0.03397613808046618,0.022791904859756684
Dephasing,0.36,random_pure_4,0.6931471805589462,0.06800889450849616,0.6251382860504501,0.5351874144477569,0.5664525805231183,0.752630440869301,0.681215132737587,0.8253575787121525,0.24736955913069902,0.2684349554224472,0.17464242128784746,True,0.03126516607536145,0.021065396291748195
Dephasing,0.36,random_pure_5,0.6931471805589435,0.06640879237023972,0.6267383881887039,0.5343317446836082,0.5649251910916314,0.7516150551257149,0.6800920522732585,0.8246769381238077,0.24838494487428509,0.2690200107502202,0.1753230618761923,True,0.030593446408023195,0.02063506587593511
Dephasing,0.36,random_pure_6,0.6931471805589442,0.4285914740834763,0.2645557064754679,0.7675468903446031,0.8624859378220325,0.9287012101973554,0.8988867252402631,0.9480963691736527,0.07129878980264459,0.1239024652787778,0.0519036308263473,True,0.09493904747742943,0.052603675476133205
Dephasing,0.36,random_pure_7,0.6931471805589446,0.28136546808245444,0.4117817124764902,0.6624688689589417,0.7537731362456085,0.8682010920550656,0.8189508496513004,0.9049590320292408,0.13179890794493443,0.18607809406618026,0.09504096797075923,True,0.09130426728666674,0.054279186121245826
Dephasing,0.36,random_pure_8,0.6931471805589458,0.23427873107202424,0.4588684494869215,0.6319983791422408,0.7153140080481182,0.8457623827341331,0.7906720643124631,0.8891974270725613,0.15423761726586693,0.20501674285413984,0.11080257292743867,True,0.0833156289058774,0.05077912558827291
Dephasing,0.36,random_pure_9,0.6931471805589453,0.1281112028150825,0.5650359777438628,0.5683396988095963,0.622539022559205,0.7890114210575186,0.722455157687577,0.849973621759862,0.21098857894248135,0.2461169196688413,0.15002637824013798,True,0.054199323749608674,0.03512834072635995
Dephasing,0.36,random_mixed_0,0.08698988847248912,0.012668025215116067,0.07432186325737306,0.9283728366430329,0.966935615649486,0.9833288441053105,0.9816701884004397,0.990792707078751,0.016671155894689482,0.03647893814248515,0.009207292921249,True,0.03856277900645311,0.01980778224779567
Dephasing,0.36,random_mixed_1,0.07622498786895196,0.02903142904798181,0.04719355882097015,0.9539027434298883,0.979457844087147,0.9896756256911388,0.9887119912521157,0.9943399776998387,0.01032437430886124,0.023320552366392633,0.0056600223001612715,True,0.025555100657258634,0.012996178057531393
Dephasing,0.36,random_mixed_2,0.012797230572006693,0.002002443599438122,0.010794786972568571,0.9892632676567574,0.9952880200395139,0.9976412281173598,0.9974433251244598,0.9987208444427601,0.0023587718826402204,0.005382853728753911,0.0012791555572398972,True,0.00602475238275646,0.003024081846113691
Dephasing,0.36,random_mixed_3,0.2561448045271393,0.16509250903992384,0.09105229548721544,0.9129699654416848,0.9631189242016319,0.9813862258059423,0.9792664971019169,0.9895789494031878,0.01861377419405774,0.04450538178298202,0.010421050596812198,True,0.05014895875994707,0.02589160758892428
Dephasing,0.37,|0>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.37,|1>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.37,|+>,0.6931471805589462,0.0701041870175067,0.6230429935414394,0.5363099642525749,0.5684499999999998,0.7539562321514425,0.6849999999999996,0.8276472678623422,0.24604376784855753,0.26766813243408905,0.17235273213765778,True,0.032140035747424855,0.02162436458553152
Dephasing,0.37,|->,0.6931471805589453,0.0701041870175067,0.6230429935414386,0.5363099642525754,0.5684499999999998,0.7539562321514425,0.6849999999999996,0.8276472678623422,0.24604376784855753,0.2676681324340887,0.17235273213765778,True,0.03214003574742441,0.021624364585531186
Dephasing,0.37,|i+>,0.6931471805589453,0.07010418701750672,0.6230429935414386,0.5363099642525754,0.5684499999999998,0.7539562321514425,0.6849999999999996,0.8276472678623422,0.24604376784855753,0.2676681324340887,0.17235273213765778,True,0.03214003574742441,0.021624364585531186
Dephasing,0.37,|i->,0.6931471805589453,0.07010418701750672,0.6230429935414386,0.5363099642525754,0.5684499999999998,0.7539562321514425,0.6849999999999996,0.8276472678623422,0.24604376784855753,0.2676681324340887,0.17235273213765778,True,0.03214003574742441,0.021624364585531186
Dephasing,0.37,random_pure_0,0.6931471805589438,0.21860414789744853,0.4745430326614952,0.6221693025647743,0.7021376689036088,0.8379365542232949,0.782582245640805,0.8846367874109718,0.16206344577670506,0.21122290692187673,0.11536321258902815,True,0.07996836633883453,0.04915946114517167
Dephasing,0.37,random_pure_1,0.6931471805589453,0.24244100175584246,0.4507061788031028,0.6371780310883319,0.7221021220012809,0.8497659218874812,0.797154828031139,0.892835274858212,0.15023407811251877,0.20176567908393472,0.10716472514178799,True,0.08492409091294895,0.05153160097141596
Dephasing,0.37,random_pure_2,0.6931471805589409,0.07303732818929436,0.6201098523696466,0.5378853463691815,0.5712410808938203,0.7558049225122977,0.6870372831673959,0.8288771218747661,0.2441950774877023,0.26659332811244374,0.17112287812523386,True,0.0333557345246388,0.022398250624741434
Dephasing,0.37,random_pure_3,0.6931471805589462,0.07832385062753928,0.6148233299314069,0.5407364188111985,0.5762565609476062,0.7591156439881912,0.6906982196697852,0.8310825588771462,0.2408843560118088,0.2646521783460575,0.16891744112285378,True,0.03552014213640775,0.02376782233424868
Dephasing,0.37,random_pure_4,0.6931471805589462,0.07182557179236672,0.6213216087665795,0.5372339551033749,0.5700887349501212,0.7550422073964616,0.6861961504762193,0.8283695736060199,0.24495779260353845,0.2670375486401948,0.17163042639398007,True,0.03285477984674634,0.02207975603665635
Dephasing,0.37,random_pure_5,0.6931471805589435,0.07023451551842577,0.6229126650405178,0.5363798652811945,0.5685741411203897,0.7540385541339314,0.6850906139564888,0.8277020079451837,0.2459614458660686,0.2676204090219373,0.17229799205481633,True,0.03219427583919521,0.021658963155868682
Dephasing,0.37,random_pure_6,0.6931471805589442,0.43030208404404724,0.26284509651489696,0.7688609873336901,0.8636392620226997,0.9293219366950829,0.9004666140026201,0.9489291933556582,0.0706780633049171,0.12315281414964319,0.051070806644341826,True,0.09477827468900957,0.05247475084472608
Dephasing,0.37,random_pure_7,0.6931471805589446,0.28395463058729425,0.4091925499716504,0.6641863309497141,0.7558382357758249,0.8693895765281666,0.8217797413933852,0.9065206789662248,0.13061042347183338,0.18502372368901798,0.09347932103377521,True,0.09165190482611074,0.0544133002171846
Dephasing,0.37,random_pure_8,0.6931471805589458,0.23714282331972464,0.4560043572392211,0.6338110754260557,0.7177016422543566,0.8471727346027825,0.7939428085104778,0.8910346842353993,0.15282726539721747,0.20387747461458183,0.10896531576460067,True,0.08389056682830087,0.05105020921736436
Dephasing,0.37,random_pure_9,0.6931471805589453,0.13158652761970385,0.5615606529392414,0.5703183000117963,0.625704760312731,0.7910150190184324,0.7267917958487089,0.8525208477501937,0.2089849809815676,0.2448057865609693,0.14747915224980634,True,0.05538646030093475,0.035820805579401704
Dephasing,0.37,random_mixed_0,0.08698988847248912,0.01327566247963757,0.07371422599285155,0.928937121996989,0.9674645601852512,0.9835977634100492,0.9822171562292821,0.9910686940012191,0.01640223658995077,0.03618615801754066,0.008931305998780892,True,0.03852743818826221,0.01978392142758989
Dephasing,0.37,random_mixed_1,0.07622498786895196,0.029420820394788133,0.04680416747416383,0.9542742572313103,0.9797915500787915,0.9898442049528762,0.9890534851384452,0.9945116817506193,0.010155795047123828,0.02313037859123168,0.005488318249380675,True,0.025517292847481166,0.012974583544107854
Dephasing,0.37,random_mixed_2,0.012797230572006693,0.002092654698468435,0.010704575873538258,0.9893525142088173,0.9953662503185973,0.9976804349683306,0.9975221756771476,0.9987603194346217,0.0023195650316694127,0.005337989964019352,0.001239680565378265,True,0.006013736109779955,0.003018424932349939
Dephasing,0.37,random_mixed_3,0.2561448045271393,0.16582751742480864,0.09031728710233064,0.9136412526920902,0.9636945113305168,0.9816794340977694,0.9798715142879532,0.9898845964494817,0.018320565902230634,0.044154168972793895,0.01011540355051832,True,0.05005325863842658,0.02583360307056326
Dephasing,0.38,|0>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.38,|1>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.38,|+>,0.6931471805589462,0.0740465161343582,0.619100664424588,0.5384284477761635,0.5721999999999997,0.7564390259630975,0.6899999999999997,0.8306623862918073,0.24356097403690247,0.2662231621424921,0.16933761370819267,True,0.03377155222383621,0.02266218810558962
Dephasing,0.38,|->,0.6931471805589453,0.07404651613435842,0.6191006644245869,0.538428447776164,0.5721999999999997,0.7564390259630975,0.6899999999999997,0.8306623862918073,0.24356097403690247,0.26622316214249164,0.16933761370819267,True,0.033771552223835655,0.022662188105589176
Dephasing,0.38,|i+>,0.6931471805589453,0.07404651613435842,0.6191006644245869,0.538428447776164,0.5721999999999997,0.7564390259630975,0.6899999999999997,0.8306623862918073,0.24356097403690247,0.26622316214249164,0.16933761370819267,True,0.033771552223835655,0.022662188105589176
Dephasing,0.38,|i->,0.6931471805589453,0.07404651613435842,0.6191006644245869,0.538428447776164,0.5721999999999997,0.7564390259630975,0.6899999999999997,0.8306623862918073,0.24356097403690247,0.26622316214249164,0.16933761370819267,True,0.033771552223835655,0.022662188105589176
Dephasing,0.38,random_pure_0,0.6931471805589438,0.22166599002183804,0.4714811905371057,0.6240772061030507,0.7047259789892956,0.8394795881909789,0.7860333068501275,0.8865851943553578,0.1605204118090211,0.21001442664878323,0.11341480564464224,True,0.08064877288624483,0.049494014839762124
Dephasing,0.38,random_pure_1,0.6931471805589453,0.24535939718050062,0.4477877833784447,0.639040284613297,0.7245169483483392,0.8511856133349173,0.8003745926655649,0.8946365701588355,0.14881438666508273,0.20060004715205482,0.10536342984116454,True,0.08547666373504226,0.051785660486972085
Dephasing,0.38,random_pure_2,0.6931471805589409,0.07696246500301124,0.6161847155559297,0.5400007688892066,0.5749668272766296,0.7582656706436272,0.6920049491637341,0.8318683484564935,0.24173432935637285,0.26515255400239257,0.1681316515435065,True,0.03496605838742306,0.023418224646019725
Dephasing,0.38,random_pure_3,0.6931471805589462,0.0822179823247779,0.6109291982341682,0.5428462229008983,0.5799387249991562,0.7615370805148993,0.6956077717385188,0.8340310376350024,0.23846291948510068,0.26321901293471317,0.16596896236499759,True,0.037092502098257873,0.024756093449612493
Dephasing,0.38,random_pure_4,0.6931471805589462,0.07575781208591667,0.6173893684730295,0.5393506470519327,0.5738244878405296,0.7575120380829137,0.6911771598395373,0.8313706512979258,0.24248796191708633,0.2655950387885899,0.16862934870207424,True,0.03447384078859694,0.023107076871503596
Dephasing,0.38,random_pure_5,0.6931471805589435,0.07417608088491634,0.6189710996740272,0.5384982136431954,0.5723230746001151,0.756520372891646,0.6900891756397192,0.8307160619849114,0.24347962710835402,0.26617562479623547,0.16928393801508856,True,0.03382486095691972,0.022695997687881442
Dephasing,0.38,random_pure_6,0.6931471805589442,0.43206371637162455,0.26108346418731965,0.7702166314270337,0.8648241824454628,0.9299592369805586,0.9020465090184515,0.9497612905453936,0.0700407630194414,0.12238013272998793,0.0502387094546064,True,0.0946075510184291,0.052339369710546535
Dephasing,0.38,random_pure_7,0.6931471805589446,0.28662160842900286,0.4065255721299418,0.6659600653809884,0.757959908746009,0.870608929856574,0.8246086346011803,0.9080796411114943,0.129391070143426,0.1839362369391786,0.0919203588885057,True,0.09199984336502065,0.05454516679575261
Dephasing,0.38,random_pure_8,0.6931471805589458,0.2400931583177754,0.45305402224117036,0.6356837916357072,0.7201547041047707,0.8486192927955213,0.7972135536991095,0.8928681614320837,0.15138070720447871,0.20270219388505328,0.1071318385679163,True,0.08447091246906346,0.05132148668057457
Dephasing,0.38,random_pure_9,0.6931471805589453,0.13516688930220272,0.5579802912567426,0.5723639056187366,0.6289572389335799,0.7930682435538444,0.7311284340098401,0.8550604855855755,0.20693175644615558,0.24345264152286106,0.14493951441442454,True,0.056593333314843286,0.03652088507670548
Dephasing,0.38,random_mixed_0,0.08698988847248912,0.013900207498617624,0.0730896809738715,0.9295174662561722,0.9680037936312048,0.9838718380110312,0.9827563229608146,0.9913406694778615,0.016128161988968825,0.03588513845280228,0.00865933052213852,True,0.03848632737503266,0.019756976463833453
Dephasing,0.38,random_mixed_1,0.07622498786895196,0.029820988732570747,0.04640399913638121,0.9546562039910184,0.9801316511856693,0.990015985318252,0.9893899307894176,0.9946808185490548,0.009984014681748032,0.022934902889772513,0.005319181450945232,True,0.02547544719465089,0.01295088820802448
Dephasing,0.38,random_mixed_2,0.012797230572006693,0.00218534299781431,0.010611887574192383,0.9894442198607677,0.9954459470195144,0.9977203751650632,0.9975998012770007,0.9987991796537483,0.002279624834936822,0.005291892130778075,0.0012008203462516853,True,0.006001727158746695,0.0030122672958412533
Dephasing,0.38,random_mixed_3,0.2561448045271393,0.16658312220056407,0.08956168232657521,0.9143318652681737,0.9642815541073042,0.9819783878005178,0.9804683985538483,0.9901860423949876,0.018021612199482173,0.04379297991064002,0.009813957605012358,True,0.049949688839130535,0.025771367711157844
Dephasing,0.39,|0>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.39,|1>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.39,|+>,0.6931471805589462,0.07810572611059927,0.6150414544483469,0.5406184838037793,0.5760499999999998,0.7589795781178831,0.6949999999999997,0.8336666000266532,0.24102042188211692,0.2647323726670817,0.16633339997334684,True,0.035431516196220536,0.023711950784964797
Dephasing,0.39,|->,0.6931471805589453,0.07810572611059949,0.6150414544483458,0.5406184838037799,0.5760499999999998,0.7589795781178831,0.6949999999999997,0.8336666000266532,0.24102042188211692,0.2647323726670813,0.16633339997334684,True,0.03543151619621998,0.023711950784964353
Dephasing,0.39,|i+>,0.6931471805589453,0.07810572611059949,0.6150414544483458,0.5406184838037799,0.5760499999999998,0.7589795781178831,0.6949999999999997,0.8336666000266532,0.24102042188211692,0.2647323726670813,0.16633339997334684,True,0.03543151619621998,0.023711950784964353
Dephasing,0.39,|i->,0.6931471805589453,0.07810572611059949,0.6150414544483458,0.5406184838037799,0.5760499999999998,0.7589795781178831,0.6949999999999997,0.8336666000266532,0.24102042188211692,0.2647323726670813,0.16633339997334684,True,0.03543151619621998,0.023711950784964353
Dephasing,0.39,random_pure_0,0.6931471805589438,0.22481814277681442,0.4683290377821293,0.6260474964843019,0.7073832947931145,0.8410608151573312,0.7894844032993654,0.8885293485863961,0.15893918484266878,0.20876836736370186,0.1114706514136039,True,0.08133579830881255,0.04982918252103308
