channel,p,state,D_before,D_after,Delta_D,exp_bound,F_J_petz,f_petz,F_J_identity,f_identity,tau,tau_bound,tau_identity,bound_holds,gap_FJ,gap_tau
Dephasing,0.02,random_pure_5,0.6931471805589435,0.0003438135486874515,0.6928033670102561,0.5001719363301709,0.5003437741442954,0.7073498244463594,0.5101409550434269,0.714241524306328,0.2926501755536406,0.2927716519184409,0.28575847569367196,True,0.00017183781412455357,0.00012147636480031032
Dephasing,0.02,random_pure_6,0.6931471805589442,0.3989383865882419,0.2942087939707023,0.7451208984493739,0.8420736942174906,0.9176457345934163,0.8451702907067058,0.9193314368097644,0.08235426540658375,0.13679614316815414,0.08066856319023563,True,0.09695279576811666,0.05444187776157039
Dephasing,0.02,random_pure_7,0.6931471805589446,0.23656907787671572,0.4565781026822289,0.6334475335100337,0.7172238428452621,0.8468906912023901,0.7227684865018991,0.8501579185668384,0.15310930879760987,0.2041058276943889,0.14984208143316158,True,0.0837763093352284,0.05099651889677903
Dephasing,0.02,random_pure_8,0.6931471805589458,0.18474968397884242,0.5083974965801034,0.6014586464844667,0.6730559271380243,0.8203998580802073,0.6794665934143038,0.8242976364240673,0.17960014191979268,0.2244623500535472,0.17570236357593272,True,0.07159728065355764,0.04486220813375452
Dephasing,0.02,random_pure_9,0.6931471805589453,0.06806871590684971,0.6250784646520956,0.5352194310649007,0.5665096494132847,0.7526683528708277,0.5750094602091026,0.7582937822566546,0.24733164712917233,0.26841307347321963,0.24170621774334544,True,0.03129021834838408,0.021081426344047305
Dephasing,0.02,random_mixed_0,0.08698988847248912,0.0019546141735684378,0.08503527429892069,0.9184798850960099,0.9569079279332702,0.978216708062825,0.958510178066853,0.9790353303465882,0.021783291937174987,0.041626437605872924,0.020964669653411816,True,0.03842804283726031,0.019843145668697937
Dephasing,0.02,random_mixed_1,0.07622498786895196,0.022156902285848115,0.054068085583103845,0.9473676022303062,0.97311588442015,0.9864663625386068,0.9741310145719895,0.9869807569410811,0.013533637461393244,0.026671893845499728,0.013019243058918883,True,0.025748282189843708,0.013138256384106484
Dephasing,0.02,random_mixed_2,0.012797230572006693,0.0004067292415764357,0.012390501330430258,0.9876859448698567,0.9937959482104208,0.9968931478400385,0.9940353915527461,0.9970132353949701,0.0031068521599615373,0.006176099668630086,0.00298676460502989,True,0.006110003340564107,0.003069247508668549
Dephasing,0.02,random_mixed_3,0.2561448045271393,0.15215577382493828,0.103989030702201,0.9012351832840966,0.952248974561784,0.9758324520950223,0.9539809764782032,0.9767194973369802,0.02416754790497766,0.05066592640730705,0.023280502663019842,True,0.05101379127768746,0.02649837850232939
Dephasing,0.03,|0>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.03,|1>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.03,|+>,0.6931471805589462,0.00045006752431159627,0.6926971130346345,0.5002250844104478,0.5004499999999996,0.7074249076757191,0.5149999999999999,0.7176350047203661,0.2925750923242809,0.29273407800852747,0.2823649952796339,True,0.00022491558955184399,0.00015898568424654869
Dephasing,0.03,|->,0.6931471805589453,0.0004500675243115951,0.6926971130346337,0.5002250844104482,0.5004499999999996,0.7074249076757191,0.5149999999999999,0.7176350047203661,0.2925750923242809,0.29273407800852713,0.2823649952796339,True,0.0002249155895513999,0.00015898568424621562
Dephasing,0.03,|i+>,0.6931471805589453,0.0004500675243115951,0.6926971130346337,0.5002250844104482,0.5004499999999996,0.7074249076757191,0.5149999999999999,0.7176350047203661,0.2925750923242809,0.29273407800852713,0.2823649952796339,True,0.0002249155895513999,0.00015898568424621562
Dephasing,0.03,|i->,0.6931471805589453,0.0004500675243115951,0.6926971130346337,0.5002250844104482,0.5004499999999996,0.7074249076757191,0.5149999999999999,0.7176350047203661,0.2925750923242809,0.29273407800852713,0.2823649952796339,True,0.0002249155895513999,0.00015898568424621562
Dephasing,0.03,random_pure_0,0.6931471805589438,0.1644358717327313,0.5287113088262124,0.5893639886731233,0.6552030272160683,0.8094461237266309,0.6652456574913286,0.8156259298792116,0.19055387627336906,0.23229954495706895,0.18437407012078844,True,0.06583903854294493,0.04174566868369989
Dephasing,0.03,random_pure_1,0.6931471805589453,0.19079782840322765,0.5023493521557176,0.6051073781491783,0.6783133229700334,0.8235977919895326,0.6876828304606424,0.8292664411759603,0.17640220801046735,0.222113518468679,0.17073355882403973,True,0.07320594482085518,0.04571131045821164
Dephasing,0.03,random_pure_2,0.6931471805589409,0.003685385776330416,0.6894617947826105,0.5018460925808588,0.5036808561906556,0.7097047669211864,0.5181367694750797,0.7198171778132831,0.29029523307881355,0.2915890369419324,0.28018282218671686,True,0.0018347636097968412,0.0012938038631188364
Dephasing,0.03,random_pure_3,0.6931471805589462,0.009516881686168537,0.6836302988727777,0.5047811556035566,0.5094866528128299,0.7137833374440944,0.5237734493328446,0.7237219420004098,0.2862166625559056,0.2895204748878708,0.27627805799959015,True,0.004705497209273268,0.0033038123319651946
Dephasing,0.03,random_pure_4,0.6931471805589462,0.002348775614396781,0.6907984049445495,0.5011757680748552,0.5023469497082094,0.708764382364273,0.5168416936537777,0.7189170283515183,0.29123561763572703,0.29206231342380484,0.2810829716484817,True,0.001171181633354168,0.0008266957880778136
