channel,state,eps,p,D_before,D_after,Sigma,F_petz,bound,tau_petz,tau_JRSWW,gap,holds
Phase Damping,Singh,0.2,0.5,0.9162907318741548,0.4130037655700032,0.5032869663041516,0.7670060433459012,0.7775218883144586,0.23299395665409883,0.22247811168554144,-0.010515844968557397,False
Phase Damping,Singh,0.2,0.55,0.9162907318741548,0.3880805610601782,0.5282101708139766,0.7549753797583375,0.7678928410849305,0.2450246202416625,0.2321071589150695,-0.012917461326592994,False
Phase Damping,Singh,0.2,0.6,0.9162907318741548,0.3661531406243906,0.5501375912497641,0.744416009961342,0.7595198697835329,0.25558399003865795,0.24048013021646708,-0.015103859822190868,False
Phase Damping,Singh,0.2,0.65,0.9162907318741548,0.34708343421709875,0.569207297657056,0.7352536450122562,0.7523123751264086,0.2647463549877438,0.24768762487359142,-0.017058730114152376,False
Phase Damping,Singh,0.2,0.7,0.9162907318741548,0.3307586055092523,0.5855321263649025,0.7274264440502722,0.746196683157795,0.27257355594972776,0.25380331684220503,-0.018770239107522735,False
Phase Damping,Singh,0.2,0.75,0.9162907318741548,0.3170869569830954,0.5992037748910594,0.7208834917526538,0.7411132084312188,0.27911650824734624,0.25888679156878125,-0.02022971667856499,False
Phase Damping,Singh,0.2,0.8,0.9162907318741548,0.30599492598376266,0.6102958058903921,0.7155834677830074,0.7370143597355754,0.2844165322169926,0.2629856402644246,-0.021430891952567976,False
Phase Damping,Singh,0.2,0.85,0.9162907318741548,0.29742487053562494,0.6188658613385298,0.7114937680401385,0.7338629894475772,0.28850623195986147,0.2661370105524228,-0.02236922140743869,False
Phase Damping,Singh,0.2,0.9,0.9162907318741548,0.291333449425364,0.6249572824487908,0.7085897355361261,0.731631255527571,0.29141026446387386,0.268368744472429,-0.02304151999144488,False
Phase Damping,Singh,0.2,0.95,0.9162907318741548,0.28769046789575714,0.6286002639783976,0.7068541194452639,0.7302998089293532,0.2931458805547361,0.2697001910706468,-0.023445689484089316,False
Phase Damping,Singh,0.2,1.0,0.9162907318741548,0.28647810473887053,0.6298126271352842,0.7062767060703947,0.7298572487878939,0.2937232939296053,0.27014275121210607,-0.02358054271749921,False
Phase Damping,|0>,0.5,0.0,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.05,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.1,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.15,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.2,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.25,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.3,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.35,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.4,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.45,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.5,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.55,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.6,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.65,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.7,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.75,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.8,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.85,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
